
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
310) TXDR_NAP    170.157        0.090              68.502              0.392
311) MAWM_NAP    170.012        0.090              68.592              0.985
312) JTNT_NAP    169.730        0.090              68.682              0.116
313) SANA        168.812        0.089              68.772              1.031
314) NYFS_NAP    168.528        0.089              68.861              0.321
315) WMOK_NAP    168.398        0.089              68.950              0.300
316) SNFD_NAP    166.936        0.088              69.038              0.326
317) CN09_NAP    166.849        0.088              69.127              0.996
318) NEMC_NAP    166.129        0.088              69.215              0.830
319) SUM6_NAP    166.007        0.088              69.303              0.722
320) NCCR_NAP    164.731        0.087              69.390              0.332
321) HIPT_NAP    163.629        0.087              69.477              0.494
322) PRCO_NAP    163.493        0.087              69.563              0.532
323) PABT_NAP    163.255        0.086              69.650              0.754
324) TXPM_NAP    163.206        0.086              69.736              0.299
325) LOYO_NAP    163.128        0.086              69.822              0.378
326) NESC_NAP    162.965        0.086              69.909              0.802
327) BAMB        162.307        0.086              69.995              1.097
328) TXMH_NAP    160.686        0.085              70.080              0.893
329) TXKR_NAP    159.247        0.084              70.164              0.495
330) TXWF_NAP    158.879        0.084              70.248              0.298
331) TXST_NAP    158.385        0.084              70.332              0.216
332) PUB1_NAP    158.305        0.084              70.416              0.398
333) PRMI_NAP    158.142        0.084              70.500              0.914
334) SDRC_NAP    157.196        0.083              70.583              0.586
335) SYCN_NAP    156.082        0.083              70.665              0.714
336) TXME_NAP    155.512        0.082              70.748              0.087
337) SG09_NAP    154.965        0.082              70.830              0.069
338) LWX1_NAP    154.406        0.082              70.912              0.084
339) UVFM_NAP    153.004        0.081              70.993              0.238
340) TXTH_NAP    152.902        0.081              71.074              0.129
341) TAMP_NAP    152.810        0.081              71.155              0.513
342) MAPL_NAP    152.477        0.081              71.235              1.707
343) NCFA_NAP    152.466        0.081              71.316              0.408
344) VTEB_NAP    152.392        0.081              71.397              0.549
345) RVDI_NAP    151.361        0.080              71.477              0.291
346) TXHO_NAP    151.086        0.080              71.557              0.678
347) SA03_NAP    150.816        0.080              71.637              0.851
348) TXDL_NAP    150.603        0.080              71.716              0.109
349) VIMS_NAP    150.190        0.080              71.796              0.203
350) TXPY_NAP    149.617        0.079              71.875              2.112
351) NCBU_NAP    149.113        0.079              71.954              0.436
352) NCJV_NAP    147.793        0.078              72.032              0.303
353) NYDV_NAP    147.615        0.078              72.111              0.582
354) ROUY_NAP    147.421        0.078              72.189              1.261
355) NCTA_NAP    147.306        0.078              72.267              0.287
356) TXBU_NAP    147.010        0.078              72.344              0.456
357) LMNO_NAP    146.706        0.078              72.422              0.961
358) TXPR_NAP    146.155        0.077              72.500              2.422
359) EXU0_NAP    145.402        0.077              72.577              0.882
360) BFNY_NAP    145.101        0.077              72.653              0.455
361) LOY8_NAP    144.972        0.077              72.730              0.333
362) NCNA_NAP    144.366        0.076              72.807              0.334
363) MAFA_NAP    144.129        0.076              72.883              0.979
364) ASCS_NAP    144.061        0.076              72.959              0.749
365) TXJC_NAP    143.971        0.076              73.035              0.437
366) PPER_NAP    143.719        0.076              73.112              1.111
367) NYLP_NAP    143.602        0.076              73.188              0.671
368) TSKT_NAP    143.520        0.076              73.264              0.311
369) NYSM_NAP    143.403        0.076              73.340              0.313
370) SG01_NAP    142.933        0.076              73.415              0.426
371) NYHF_NAP    142.609        0.076              73.491              0.508
372) PAPC_NAP    141.935        0.075              73.566              0.161
373) NEAP_NAP    141.752        0.075              73.641              0.424
374) TXBK_NAP    141.604        0.075              73.716              0.590
375) NYHB_NAP    141.342        0.075              73.791              0.306
376) NYHM_NAP    141.086        0.075              73.865              1.001
377) TXRL_NAP    140.307        0.074              73.940              1.019
378) OKDT_NAP    140.258        0.074              74.014              1.439
379) NCCA_NAP    139.373        0.074              74.088              0.532
380) WVCV_NAP    139.148        0.074              74.162              4.878
381) SG04_NAP    138.529        0.073              74.235              0.380
382) VARI_NAP    138.182        0.073              74.308              0.543
383) NCRD_NAP    137.444        0.073              74.381              0.336
384) NEDR_NAP    137.267        0.073              74.453              0.310
385) NJBR_NAP    137.167        0.073              74.526              0.201
386) OKAO_NAP    136.710        0.072              74.599              0.452
387) NYNP_NAP    135.395        0.072              74.670              0.653
388) TXVE_NAP    134.085        0.071              74.741              0.551
389) TXDC_NAP    133.469        0.071              74.812              0.281
390) TXBS_NAP    133.408        0.071              74.883              0.836
391) TXCI_NAP    133.055        0.070              74.953              0.157
392) OKSY_NAP    132.958        0.070              75.023              0.951
393) TXWA_NAP    132.836        0.070              75.094              0.384
394) TXEN_NAP    132.832        0.070              75.164              0.438
395) NYNS_NAP    132.402        0.070              75.234              0.800
396) LNIG_NAP    131.973        0.070              75.304              0.421
397) TXSG_NAP    131.930        0.070              75.374              0.067
398) NCSQ_NAP    131.374        0.070              75.443              0.351
399) LOYJ_NAP    131.339        0.070              75.513              0.315
400) NCSF_NAP    131.007        0.069              75.582              0.189
401) NCGO_NAP    130.679        0.069              75.652              0.467
402) NJGT_NAP    130.304        0.069              75.721              0.198
403) FMTY_NAP    130.055        0.069              75.789              0.432
404) CHES_NAP    128.983        0.068              75.858              0.169
405) VAST_NAP    128.627        0.068              75.926              0.258
406) NYSB_NAP    128.610        0.068              75.994              1.508
407) ZMA1_NAP    127.818        0.068              76.062              0.315
408) OKCL_NAP    127.535        0.068              76.129              0.175
409) PWEL_NAP    126.980        0.067              76.196              0.374
410) NCWH_NAP    126.349        0.067              76.263              0.318
411) NCLU_NAP    126.317        0.067              76.330              0.091
412) NCLE_NAP    126.069        0.067              76.397              0.444
413) TXDE_NAP    125.945        0.067              76.464              0.338
414) RIC1_NAP    125.800        0.067              76.530              0.430
415) TXNA_NAP    125.513        0.066              76.597              0.418
416) TXAU_NAP    125.368        0.066              76.663              0.564
417) LS06_NAP    125.302        0.066              76.729              0.385
418) TXBO_NAP    125.081        0.066              76.796              0.541
419) VTIP_NAP    124.788        0.066              76.862              1.858
420) LUBB_NAP    124.595        0.066              76.928              0.316
421) ESC2_NAP    123.827        0.066              76.993              0.510
422) GUST_NAP    123.646        0.065              77.059              0.091
423) OKBF_NAP    122.827        0.065              77.124              0.387
424) ROJO        122.673        0.065              77.189              0.608
425) CN13_NAP    122.457        0.065              77.254              0.628
426) ROJO_NAP    122.405        0.065              77.318              0.593
427) TXCC_NAP    121.776        0.064              77.383              1.052
428) ICT4_NAP    121.422        0.064              77.447              0.338
429) NYFD_NAP    121.360        0.064              77.511              0.377
430) TXBI_NAP    120.855        0.064              77.575              0.113
431) AML5_NAP    120.678        0.064              77.639              0.378
432) NCKN_NAP    120.423        0.064              77.703              0.183
433) BLUX        120.287        0.064              77.767              0.218
434) KVTX_NAP    120.022        0.064              77.830              1.078
435) PRGY_NAP    120.013        0.064              77.894              0.985
436) NCWI_NAP    119.885        0.063              77.957              0.618
437) PAFM_NAP    119.760        0.063              78.021              0.381
438) TXSY_NAP    119.743        0.063              78.084              0.231
439) TXPL_NAP    118.997        0.063              78.147              0.325
440) TXSM_NAP    118.482        0.063              78.210              0.698
441) RWDN_NAP    118.445        0.063              78.273              0.243
442) TXFS_NAP    118.353        0.063              78.335              1.003
443) VTD2_NAP    118.257        0.063              78.398              1.128
444) TCA0_NAP    118.210        0.063              78.461              0.595
445) TXLT_NAP    117.700        0.062              78.523              1.327
446) LOY2_NAP    117.232        0.062              78.585              0.181
447) MDR3_NAP    117.131        0.062              78.647              1.009
448) MABN_NAP    115.746        0.061              78.708              1.080
449) PBCH_NAP    115.625        0.061              78.770              0.455
450) NEHO_NAP    114.595        0.061              78.830              0.247
451) TXES_NAP    114.407        0.061              78.891              0.399
452) LAUD_NAP    114.403        0.061              78.951              0.193
453) VALY_NAP    114.325        0.061              79.012              0.268
454) ECSD_NAP    114.000        0.060              79.072              0.114
455) NYLC_NAP    113.673        0.060              79.132              0.060
456) TXPC_NAP    113.288        0.060              79.192              1.007
457) LOYA_NAP    113.264        0.060              79.252              0.152
458) OKCB_NAP    112.941        0.060              79.312              0.420
459) JCT1_NAP    112.922        0.060              79.372              0.228
460) COLA_NAP    112.694        0.060              79.432              0.928
461) KSU1_NAP    112.615        0.060              79.491              0.341
462) SG10_NAP    112.437        0.060              79.551              0.477
463) DURH_NAP    112.326        0.059              79.610              0.836
464) TXWL_NAP    112.323        0.059              79.670              0.691
465) OKAN_NAP    111.823        0.059              79.729              0.167
466) OKTU_NAP    111.763        0.059              79.788              0.200
467) TXSE_NAP    111.630        0.059              79.847              0.569
468) NYMC_NAP    111.234        0.059              79.906              0.624
469) SG11_NAP    111.194        0.059              79.965              0.161
470) OKPR_NAP    110.968        0.059              80.024              0.952
471) ICT1_NAP    110.701        0.059              80.082              0.585
472) AVES        110.637        0.059              80.141              0.156
473) SG00_NAP    110.532        0.059              80.200              1.089
474) TXUV_NAP    109.962        0.058              80.258              0.596
475) SG08_NAP    109.782        0.058              80.316              0.279
476) MASH_NAP    109.766        0.058              80.374              1.300
477) RED1_NAP    109.620        0.058              80.432              0.685
478) TXVA_NAP    109.614        0.058              80.490              0.591
479) TXKE_NAP    109.234        0.058              80.548              0.734
480) PIER_NAP    108.856        0.058              80.606              0.923
481) TXNO_NAP    108.736        0.058              80.663              0.135
482) NCAL_NAP    107.956        0.057              80.720              0.477
483) LOYP_NAP    107.569        0.057              80.777              0.117
484) TXPS_NAP    107.492        0.057              80.834              0.695
485) PRCG        107.468        0.057              80.891              1.427
486) ANTO_NAP    107.426        0.057              80.948              1.817
487) GLPT_NAP    106.700        0.056              81.005              0.284
488) ODS5_NAP    106.392        0.056              81.061              0.849
489) NCET_NAP    106.060        0.056              81.117              1.798
490) TXCS_NAP    105.876        0.056              81.173              0.992
491) P802_NAP    105.565        0.056              81.229              0.633
492) ZFW1_NAP    105.425        0.056              81.285              0.183
493) RALR_NAP    105.329        0.056              81.341              0.363
494) PACS_NAP    105.250        0.056              81.396              1.001
495) NCWL_NAP    104.821        0.056              81.452              0.373
496) TXMW_NAP    104.318        0.055              81.507              1.047
497) SG12_NAP    103.977        0.055              81.562              0.158
498) CHL1_NAP    103.841        0.055              81.617              0.675
499) NCTR_NAP    103.634        0.055              81.672              0.572
500) HBRK_NAP    103.157        0.055              81.727              0.649
501) TXOL_NAP    103.002        0.055              81.781              0.421
502) SG05_NAP    102.822        0.054              81.836              0.647
503) ARP3_NAP    102.763        0.054              81.890              2.414
504) PAFU_NAP    102.665        0.054              81.944              0.022
505) TXFE_NAP    102.037        0.054              81.998              0.432
506) NJNT_NAP    101.480        0.054              82.052              1.293
507) CAGS_NAP    101.403        0.054              82.106              0.921
508) TXFR_NAP    101.143        0.054              82.159              0.637
509) NCPI_NAP    101.060        0.054              82.213              0.312
510) OKAD_NAP    100.674        0.053              82.266              0.366
511) VALD_NAP    100.209        0.053              82.319              1.454
512) GAST_NAP    100.014        0.053              82.372              0.700
513) SG19_NAP    99.628        0.053              82.425              0.022
514) ORMD_NAP    99.519        0.053              82.478              0.396
515) LOYB_NAP    99.294        0.053              82.530              0.347
516) LOY4_NAP    99.194        0.053              82.583              0.259
517) NC77_NAP    99.179        0.053              82.635              0.483
518) NCMO_NAP    99.130        0.052              82.688              0.411
519) NCSL_NAP    98.934        0.052              82.740              0.381
520) PAFC_NAP    98.933        0.052              82.793              0.571
521) DOBS_NAP    98.863        0.052              82.845              0.921
522) TXSC_NAP    98.389        0.052              82.897              1.916
523) PAWG_NAP    97.912        0.052              82.949              0.126
524) LOYS_NAP    97.857        0.052              83.001              0.105
525) HTCC_NAP    97.612        0.052              83.052              0.106
526) MTNT_NAP    97.389        0.052              83.104              0.890
527) TXTA_NAP    97.383        0.052              83.156              0.358
528) BLKV_NAP    97.357        0.052              83.207              0.548
