
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
95) RG24_NAP    391.702        0.207              39.323              0.430
96) FONT        384.723        0.204              39.527              0.581
97) CTNE_NAP    380.936        0.202              39.728              0.333
98) UWIN        380.233        0.201              39.930              0.629
99) WIL1_NAP    379.644        0.201              40.131              0.357
100) CTBR_NAP    375.140        0.199              40.329              0.390
101) P040_NAP    371.340        0.197              40.526              0.327
102) URIL_NAP    370.813        0.196              40.722              0.404
103) BAIE_NAP    369.679        0.196              40.918              1.001
104) NCAS        368.198        0.195              41.113              0.842
105) CTDA_NAP    368.012        0.195              41.308              0.283
106) CTWI_NAP    367.868        0.195              41.502              0.499
107) SCUB        360.533        0.191              41.693              1.356
108) NYHS_NAP    355.571        0.188              41.881              0.397
109) P776_NAP    352.410        0.187              42.068              0.524
110) NYVH_NAP    351.661        0.186              42.254              0.355
111) NYCI_NAP    351.620        0.186              42.440              0.255
112) P044_NAP    350.423        0.186              42.626              0.287
113) BARA_NAP    350.393        0.186              42.811              1.000
114) NYPB_NAP    349.293        0.185              42.996              0.502
115) P039_NAP    348.910        0.185              43.181              0.456
116) MARJ        347.481        0.184              43.365              0.752
117) CHIC_NAP    347.116        0.184              43.549              1.104
118) CMP2_NAP    344.998        0.183              43.731              0.671
119) TXAM_NAP    344.050        0.182              43.914              0.701
120) VTSA_NAP    344.021        0.182              44.096              0.564
121) BRAE        341.048        0.181              44.276              0.699
122) VTUV_NAP    340.298        0.180              44.456              0.556
123) P070_NAP    340.118        0.180              44.637              0.516
124) NJMT_NAP    339.482        0.180              44.816              0.299
125) GODE_NAP    337.305        0.179              44.995              0.202
126) CN12        336.783        0.178              45.173              0.350
127) NYST_NAP    336.430        0.178              45.351              0.637
128) NJGC_NAP    336.090        0.178              45.529              0.043
129) MOPR_NAP    333.571        0.177              45.706              1.354
130) MEMA_NAP    331.780        0.176              45.881              0.660
131) RIMO_NAP    329.337        0.174              46.056              1.081
132) NYET_NAP    328.681        0.174              46.230              0.462
133) SJPA_NAP    328.502        0.174              46.404              0.247
134) TXLU_NAP    328.469        0.174              46.578              0.187
135) TRVQ_NAP    328.300        0.174              46.752              0.944
136) PRLT_NAP    323.357        0.171              46.923              1.835
137) NJTR_NAP    321.390        0.170              47.093              0.434
138) NJOC_NAP    320.923        0.170              47.263              0.067
139) NYML_NAP    320.257        0.170              47.432              0.533
140) ANNE_NAP    318.866        0.169              47.601              0.831
141) TXSN_NAP    317.204        0.168              47.769              0.166
142) NYFV_NAP    316.166        0.167              47.936              0.519
143) VTC1_NAP    303.304        0.161              48.097              0.413
144) LVPL_NAP    302.424        0.160              48.257              0.414
145) TXPE_NAP    299.667        0.159              48.416              1.063
146) GOAT        299.254        0.158              48.574              1.039
147) BOSC        298.107        0.158              48.732              0.350
148) PCJB        298.053        0.158              48.890              0.669
149) SHE2_NAP    298.019        0.158              49.048              0.194
150) GEOG_NAP    294.583        0.156              49.204              1.105
151) JMEL_NAP    293.986        0.156              49.359              3.805
152) CHIB_NAP    293.512        0.155              49.515              0.992
153) PARL_NAP    293.382        0.155              49.670              0.173
154) WHTJ        292.956        0.155              49.825              1.005
155) VTD9_NAP    292.245        0.155              49.980              0.591
156) NYON_NAP    290.811        0.154              50.134              0.488
157) NYMD_NAP    290.195        0.154              50.287              0.026
158) NYKT_NAP    288.930        0.153              50.440              0.369
159) NJCM_NAP    287.967        0.152              50.593              0.168
160) STAN        287.228        0.152              50.745              0.400
161) MEDX_NAP    282.822        0.150              50.895              0.265
162) NYRH_NAP    281.988        0.149              51.044              0.093
163) NYPD_NAP    281.824        0.149              51.193              0.949
164) P055_NAP    280.219        0.148              51.342              1.794
165) ATRI_NAP    279.208        0.148              51.489              0.761
166) KNGS_NAP    276.430        0.146              51.636              0.643
167) COFE        275.644        0.146              51.782              2.294
168) RG13_NAP    275.286        0.146              51.927              1.186
169) NYIL_NAP    273.899        0.145              52.072              0.680
170) CN30        273.730        0.145              52.217              0.692
171) HEBB_NAP    273.556        0.145              52.362              0.121
172) NYRM_NAP    272.903        0.144              52.507              0.546
173) NRC1_NAP    272.083        0.144              52.651              0.597
174) LYCO_NAP    271.270        0.144              52.794              0.355
175) SHEL_NAP    270.433        0.143              52.937              0.912
176) MEPI_NAP    269.033        0.142              53.080              0.142
177) LTWN_NAP    268.753        0.142              53.222              0.150
178) NYHC_NAP    267.006        0.141              53.364              0.591
179) HELL        263.039        0.139              53.503              0.364
180) SG07_NAP    262.831        0.139              53.642              0.487
181) NYBH_NAP    262.271        0.139              53.781              0.493
182) VTOX_NAP    261.863        0.139              53.919              0.803
183) BRU1_NAP    260.248        0.138              54.057              0.382
184) CORB_NAP    260.153        0.138              54.195              0.344
185) BSMK_NAP    259.000        0.137              54.332              0.612
186) NYNB_NAP    258.491        0.137              54.469              0.890
187) LAUR_NAP    258.345        0.137              54.606              0.614
188) NYWT_NAP    257.891        0.137              54.742              0.571
189) XMTS_NAP    257.591        0.136              54.879              0.718
190) CN06_NAP    256.847        0.136              55.015              0.958
191) NYQN_NAP    256.380        0.136              55.150              0.316
192) NJSC_NAP    255.921        0.135              55.286              0.528
193) PNB1_NAP    255.218        0.135              55.421              0.294
194) FMTS_NAP    255.186        0.135              55.556              0.325
195) GTK0_NAP    254.616        0.135              55.691              1.184
196) SROD_NAP    254.055        0.135              55.825              1.148
197) VOIL_NAP    253.937        0.134              55.960              2.081
198) BARN_NAP    253.648        0.134              56.094              0.879
199) TXCH_NAP    253.572        0.134              56.228              1.210
200) SG06_NAP    253.278        0.134              56.362              0.371
201) WASH_NAP    252.127        0.133              56.496              0.349
202) VTMI_NAP    252.114        0.133              56.629              0.261
203) GAS2_NAP    250.830        0.133              56.762              0.102
204) LGNE_NAP    248.737        0.132              56.894              2.088
205) MEGO_NAP    248.063        0.131              57.025              0.716
206) YORK_NAP    247.163        0.131              57.156              0.518
207) MEJD_NAP    246.971        0.131              57.287              0.542
208) NHCO_NAP    245.977        0.130              57.417              0.586
209) P780_NAP    245.847        0.130              57.547              1.085
210) PAMS_NAP    243.868        0.129              57.676              0.548
211) TCUN_NAP    243.486        0.129              57.805              0.491
212) NYMX_NAP    243.296        0.129              57.934              0.545
213) VTBE_NAP    243.293        0.129              58.063              0.292
214) PSU1_NAP    242.528        0.128              58.191              0.220
215) VTDA_NAP    242.474        0.128              58.320              0.352
216) NYRB_NAP    241.988        0.128              58.448              0.926
217) NYLV_NAP    240.834        0.128              58.575              0.556
218) MATU_NAP    239.302        0.127              58.702              0.771
219) CN27_NAP    238.144        0.126              58.828              1.475
220) DGBY_NAP    236.026        0.125              58.953              0.308
221) NJTW_NAP    235.358        0.125              59.078              0.053
222) MOR1_NAP    234.122        0.124              59.202              0.552
223) ALGO_NAP    233.852        0.124              59.325              1.043
224) PSC1_NAP    233.195        0.123              59.449              0.708
225) VTSP_NAP    232.498        0.123              59.572              0.449
226) PEDR        232.312        0.123              59.695              1.078
227) DEMI_NAP    229.186        0.121              59.816              0.516
228) NJWC_NAP    228.443        0.121              59.937              1.911
229) CN07_NAP    228.039        0.121              60.058              2.935
230) NYHL_NAP    227.064        0.120              60.178              0.611
231) NJTP_NAP    225.085        0.119              60.297              0.076
232) GDAC_NAP    225.031        0.119              60.416              0.620
233) MEGR_NAP    224.847        0.119              60.536              0.885
234) TXAB_NAP    224.538        0.119              60.654              0.421
235) TXHR_NAP    224.078        0.119              60.773              0.380
236) MRRN_NAP    223.306        0.118              60.891              0.488
237) PRJC_NAP    221.713        0.117              61.009              0.981
238) KEMP        221.696        0.117              61.126              1.687
239) WHN5_NAP    221.122        0.117              61.243              0.199
240) NCJA_NAP    219.022        0.116              61.359              1.040
241) HAMP_NAP    217.676        0.115              61.474              1.664
242) DENE_NAP    217.246        0.115              61.589              0.217
243) TXCG_NAP    216.626        0.115              61.704              0.109
244) WHN1_NAP    216.421        0.115              61.819              0.251
245) COVX_NAP    215.967        0.114              61.933              0.257
246) TXCE_NAP    215.428        0.114              62.047              0.973
247) ZDC1_NAP    214.186        0.113              62.160              0.484
248) NJDY_NAP    213.439        0.113              62.273              0.360
249) NYWL_NAP    212.540        0.113              62.386              0.471
250) NYCP_NAP    212.151        0.112              62.498              0.466
251) HNPT_NAP    210.824        0.112              62.610              0.162
252) TXKM_NAP    209.871        0.111              62.721              1.512
253) TXLR_NAP    209.557        0.111              62.832              0.396
254) MDO1_NAP    208.283        0.110              62.942              0.677
255) NYCL_NAP    207.290        0.110              63.052              0.634
256) LATU_NAP    207.082        0.110              63.162              0.972
257) DNRC_NAP    206.268        0.109              63.271              0.082
258) PASS_NAP    204.379        0.108              63.379              0.341
259) PRMA_NAP    203.571        0.108              63.487              1.376
260) BARB        202.958        0.107              63.594              1.135
261) MEFR_NAP    202.505        0.107              63.701              0.265
262) TXTU_NAP    202.237        0.107              63.808              0.376
263) MASA_NAP    201.704        0.107              63.915              1.633
264) HVLK_NAP    198.977        0.105              64.021              0.774
265) MERA_NAP    198.334        0.105              64.126              0.642
266) NYCS_NAP    197.777        0.105              64.230              0.560
267) VTRU_NAP    197.312        0.104              64.335              0.699
268) NYWV_NAP    196.766        0.104              64.439              0.660
269) GAIT_NAP    196.672        0.104              64.543              0.046
270) MTGN_NAP    196.577        0.104              64.647              0.091
271) VAGP_NAP    194.829        0.103              64.750              0.230
272) NDMB_NAP    194.260        0.103              64.853              0.946
273) SAN0        193.293        0.102              64.955              0.581
274) MNTQ_NAP    193.022        0.102              65.058              0.873
275) SHK1_NAP    191.752        0.102              65.159              3.412
276) MAMI_NAP    191.510        0.101              65.261              0.328
277) MELI_NAP    191.485        0.101              65.362              0.751
278) BATH_NAP    188.933        0.100              65.462              0.356
279) CN14_NAP    188.809        0.100              65.562              1.279
280) OSPA_NAP    188.594        0.100              65.662              0.803
281) VTD7_NAP    188.272        0.100              65.761              0.716
282) MESP_NAP    188.024        0.100              65.861              0.498
283) BACO_NAP    187.191        0.099              65.960              0.236
284) UNB1_NAP    185.938        0.098              66.059              0.358
285) TXSA_NAP    185.394        0.098              66.157              0.359
286) SOL1_NAP    184.547        0.098              66.254              0.130
287) IDGO_NAP    184.151        0.097              66.352              0.885
288) CAMB_NAP    183.606        0.097              66.449              0.804
289) NYPF_NAP    183.105        0.097              66.546              0.503
290) USNO_NAP    180.626        0.096              66.642              0.044
291) MECC_NAP    180.037        0.095              66.737              0.759
292) LPOC_NAP    179.251        0.095              66.832              0.644
293) OKLW_NAP    178.887        0.095              66.927              1.178
294) LOYF_NAP    177.639        0.094              67.021              0.154
295) UMBC_NAP    177.533        0.094              67.115              0.135
296) VAWI_NAP    177.340        0.094              67.209              0.425
297) LS03_NAP    176.937        0.094              67.302              0.243
298) NYAB_NAP    175.290        0.093              67.395              0.554
299) BAMB        175.161        0.093              67.488              1.454
300) TXLL_NAP    175.026        0.093              67.580              0.650
301) GATI_NAP    174.705        0.092              67.673              0.704
302) NCBE_NAP    174.097        0.092              67.765              0.090
303) JAMA        173.402        0.092              67.857              0.703
304) CN09_NAP    173.225        0.092              67.949              1.065
305) NEGI_NAP    173.184        0.092              68.040              0.234
306) NYBT_NAP    173.026        0.092              68.132              0.507
307) LOYZ_NAP    172.868        0.092              68.223              0.586
308) CTMA_NAP    172.041        0.091              68.315              0.658
309) NYWG_NAP    171.097        0.091              68.405              0.518
310) SANA        171.045        0.091              68.496              0.878
311) MAWM_NAP    170.157        0.090              68.586              0.986
312) TXPD_NAP    170.141        0.090              68.676              0.599
313) NAS0_NAP    170.006        0.090              68.766              1.316
314) JTNT_NAP    169.429        0.090              68.856              0.118
315) TXDR_NAP    169.416        0.090              68.945              0.388
316) NYFS_NAP    168.576        0.089              69.034              0.321
317) WMOK_NAP    168.260        0.089              69.124              0.298
318) SNFD_NAP    166.923        0.088              69.212              0.328
319) NEMC_NAP    166.143        0.088              69.300              0.830
320) SUM6_NAP    165.788        0.088              69.388              0.722
321) NCCR_NAP    164.786        0.087              69.475              0.333
322) HIPT_NAP    163.574        0.087              69.562              0.494
323) PRCO_NAP    163.426        0.087              69.648              0.533
324) PABT_NAP    163.335        0.086              69.735              0.756
325) LOYO_NAP    163.167        0.086              69.821              0.377
326) TXPM_NAP    163.076        0.086              69.907              0.299
327) NESC_NAP    162.903        0.086              69.993              0.803
328) TXMH_NAP    160.230        0.085              70.078              0.887
329) TXWF_NAP    158.706        0.084              70.162              0.297
330) TXKR_NAP    158.669        0.084              70.246              0.489
331) PRMI_NAP    158.513        0.084              70.330              0.918
332) PUB1_NAP    158.164        0.084              70.414              0.400
333) TXST_NAP    158.078        0.084              70.498              0.214
334) SDRC_NAP    157.135        0.083              70.581              0.586
335) SYCN_NAP    156.153        0.083              70.664              0.714
336) TXME_NAP    155.354        0.082              70.746              0.089
337) SG09_NAP    154.937        0.082              70.828              0.069
338) LWX1_NAP    154.454        0.082              70.910              0.082
339) UVFM_NAP    153.007        0.081              70.991              0.235
340) TXTH_NAP    152.675        0.081              71.071              0.127
341) MAPL_NAP    152.630        0.081              71.152              1.706
342) VTEB_NAP    152.486        0.081              71.233              0.550
343) NCFA_NAP    152.430        0.081              71.314              0.407
344) RVDI_NAP    151.477        0.080              71.394              0.293
345) SA03_NAP    150.926        0.080              71.474              0.853
346) TXDL_NAP    150.455        0.080              71.553              0.107
347) TXHO_NAP    150.433        0.080              71.633              0.670
348) VIMS_NAP    150.256        0.080              71.713              0.201
349) TXPY_NAP    149.543        0.079              71.792              2.111
350) TAMP_NAP    149.102        0.079              71.871              0.546
351) NCBU_NAP    149.093        0.079              71.950              0.436
352) NCJV_NAP    147.802        0.078              72.028              0.304
353) NYDV_NAP    147.661        0.078              72.106              0.583
354) NCTA_NAP    147.337        0.078              72.184              0.289
355) ROUY_NAP    147.335        0.078              72.262              1.260
356) LMNO_NAP    146.722        0.078              72.340              0.962
357) TXBU_NAP    146.565        0.078              72.417              0.451
358) EXU0_NAP    145.553        0.077              72.494              0.883
359) BFNY_NAP    145.118        0.077              72.571              0.455
360) LOY8_NAP    145.031        0.077              72.648              0.335
361) TXPR_NAP    144.722        0.077              72.725              2.433
362) NCNA_NAP    144.390        0.076              72.801              0.336
363) MAFA_NAP    144.278        0.076              72.878              0.977
364) ASCS_NAP    144.105        0.076              72.954              0.749
365) PPER_NAP    143.757        0.076              73.030              1.110
366) TSKT_NAP    143.687        0.076              73.106              0.315
367) NYLP_NAP    143.621        0.076              73.182              0.671
368) TXJC_NAP    143.483        0.076              73.258              0.431
369) NYSM_NAP    143.432        0.076              73.334              0.313
370) SG01_NAP    142.925        0.076              73.410              0.425
371) NYHF_NAP    142.708        0.076              73.485              0.510
372) PAPC_NAP    141.979        0.075              73.560              0.162
373) NEAP_NAP    141.781        0.075              73.635              0.424
374) NYHB_NAP    141.368        0.075              73.710              0.307
375) NYHM_NAP    141.167        0.075              73.785              1.003
376) TXBK_NAP    140.990        0.075              73.860              0.580
377) OKDT_NAP    140.189        0.074              73.934              1.438
378) TXRL_NAP    139.983        0.074              74.008              1.015
379) NCCA_NAP    139.333        0.074              74.082              0.531
380) WVCV_NAP    139.095        0.074              74.155              4.877
381) SG04_NAP    138.552        0.073              74.229              0.381
382) VARI_NAP    138.204        0.073              74.302              0.541
383) NCRD_NAP    137.470        0.073              74.375              0.339
384) NEDR_NAP    137.367        0.073              74.447              0.311
385) NJBR_NAP    137.243        0.073              74.520              0.199
386) OKAO_NAP    136.616        0.072              74.592              0.450
387) NYNP_NAP    135.492        0.072              74.664              0.655
388) TXVE_NAP    133.945        0.071              74.735              0.549
389) KMPS        133.410        0.071              74.806              1.629
390) TXDC_NAP    133.285        0.071              74.876              0.279
391) TXCI_NAP    132.972        0.070              74.947              0.158
392) TXBS_NAP    132.934        0.070              75.017              0.833
393) OKSY_NAP    132.861        0.070              75.087              0.951
394) TXWA_NAP    132.515        0.070              75.158              0.381
395) TXEN_NAP    132.475        0.070              75.228              0.432
396) NYNS_NAP    132.462        0.070              75.298              0.800
397) TXSG_NAP    131.726        0.070              75.368              0.069
398) NCSQ_NAP    131.408        0.070              75.437              0.352
399) LOYJ_NAP    131.364        0.070              75.507              0.313
400) NCSF_NAP    131.012        0.069              75.576              0.191
401) NCGO_NAP    130.657        0.069              75.645              0.465
402) LNIG_NAP    130.566        0.069              75.714              0.420
403) NJGT_NAP    130.394        0.069              75.783              0.200
404) CHES_NAP    129.058        0.068              75.852              0.171
405) FMTY_NAP    128.784        0.068              75.920              0.422
406) NYSB_NAP    128.681        0.068              75.988              1.507
407) VAST_NAP    128.637        0.068              76.056              0.258
408) ROJO        128.178        0.068              76.124              0.852
409) ROJO_NAP    127.909        0.068              76.192              0.855
410) OKCL_NAP    127.471        0.067              76.259              0.176
411) ZMA1_NAP    127.459        0.067              76.327              0.319
412) PWEL_NAP    126.991        0.067              76.394              0.374
413) NCWH_NAP    126.301        0.067              76.461              0.316
414) NCLU_NAP    126.281        0.067              76.528              0.088
415) NCLE_NAP    126.020        0.067              76.594              0.443
416) RIC1_NAP    125.812        0.067              76.661              0.427
417) TXDE_NAP    125.788        0.067              76.728              0.339
418) LS06_NAP    125.312        0.066              76.794              0.385
419) TXNA_NAP    125.253        0.066              76.860              0.416
420) TXAU_NAP    124.936        0.066              76.926              0.558
421) VTIP_NAP    124.866        0.066              76.992              1.859
422) TXBO_NAP    124.597        0.066              77.058              0.534
423) LUBB_NAP    124.385        0.066              77.124              0.319
424) ESC2_NAP    123.922        0.066              77.190              0.508
425) GUST_NAP    123.636        0.065              77.255              0.091
426) OKBF_NAP    122.789        0.065              77.320              0.386
427) CN13_NAP    122.425        0.065              77.385              0.628
428) ICT4_NAP    121.448        0.064              77.449              0.339
429) NYFD_NAP    121.371        0.064              77.514              0.377
430) TXCC_NAP    120.946        0.064              77.578              1.043
431) TXBI_NAP    120.572        0.064              77.642              0.109
432) AML5_NAP    120.542        0.064              77.705              0.376
433) BLUX        120.429        0.064              77.769              0.205
434) NCKN_NAP    120.408        0.064              77.833              0.180
435) PRGY_NAP    120.178        0.064              77.897              0.988
436) NCWI_NAP    119.896        0.063              77.960              0.617
437) PAFM_NAP    119.804        0.063              78.023              0.382
438) TXSY_NAP    119.587        0.063              78.087              0.229
439) KVTX_NAP    119.172        0.063              78.150              1.067
440) RWDN_NAP    118.454        0.063              78.213              0.244
441) TXPL_NAP    118.424        0.063              78.275              0.319
442) VTD2_NAP    118.351        0.063              78.338              1.126
443) TCA0_NAP    118.062        0.063              78.400              0.596
444) TXSM_NAP    118.024        0.062              78.463              0.692
445) TXFS_NAP    117.931        0.062              78.525              1.003
446) LOY2_NAP    117.276        0.062              78.587              0.181
447) MDR3_NAP    117.014        0.062              78.649              1.010
448) TXLT_NAP    116.941        0.062              78.711              1.320
449) MABN_NAP    115.838        0.061              78.773              1.080
450) PBCH_NAP    115.353        0.061              78.834              0.456
451) NEHO_NAP    114.629        0.061              78.894              0.247
452) VALY_NAP    114.329        0.061              78.955              0.269
453) TXES_NAP    114.192        0.060              79.015              0.397
454) LAUD_NAP    114.106        0.060              79.076              0.196
455) ECSD_NAP    114.074        0.060              79.136              0.113
456) AVES        113.963        0.060              79.197              0.484
457) NYLC_NAP    113.758        0.060              79.257              0.062
458) LOYA_NAP    113.275        0.060              79.317              0.151
459) TXPC_NAP    112.956        0.060              79.377              1.015
460) KSU1_NAP    112.682        0.060              79.436              0.342
461) OKCB_NAP    112.672        0.060              79.496              0.423
462) COLA_NAP    112.609        0.060              79.555              0.928
463) JCT1_NAP    112.556        0.060              79.615              0.221
464) SG10_NAP    112.435        0.060              79.675              0.478
465) DURH_NAP    112.309        0.059              79.734              0.835
466) TXWL_NAP    112.220        0.059              79.793              0.693
467) OKTU_NAP    111.773        0.059              79.853              0.200
468) OKAN_NAP    111.746        0.059              79.912              0.168
469) NYMC_NAP    111.269        0.059              79.971              0.624
470) SG11_NAP    111.181        0.059              80.030              0.161
471) TXSE_NAP    111.169        0.059              80.088              0.562
472) OKPR_NAP    110.954        0.059              80.147              0.952
473) ICT1_NAP    110.731        0.059              80.206              0.586
474) SG00_NAP    110.460        0.058              80.264              1.090
475) MASH_NAP    109.849        0.058              80.322              1.300
476) SG08_NAP    109.798        0.058              80.381              0.279
477) RED1_NAP    109.674        0.058              80.439              0.685
478) TXUV_NAP    109.465        0.058              80.497              0.587
479) TXVA_NAP    109.091        0.058              80.554              0.591
480) TXKE_NAP    109.031        0.058              80.612              0.731
481) PIER_NAP    108.904        0.058              80.670              0.924
482) TXNO_NAP    108.617        0.058              80.727              0.133
483) NCAL_NAP    107.915        0.057              80.784              0.477
484) LOYP_NAP    107.570        0.057              80.841              0.115
485) ANTO_NAP    106.994        0.057              80.898              1.813
486) TXPS_NAP    106.985        0.057              80.955              0.704
487) GLPT_NAP    106.742        0.057              81.011              0.284
488) ODS5_NAP    106.114        0.056              81.067              0.855
489) NCET_NAP    106.006        0.056              81.123              1.797
490) P802_NAP    105.530        0.056              81.179              0.636
491) RALR_NAP    105.326        0.056              81.235              0.364
492) TXCS_NAP    105.312        0.056              81.291              0.981
493) PACS_NAP    105.265        0.056              81.347              1.001
494) ZFW1_NAP    105.255        0.056              81.402              0.182
495) NCWL_NAP    104.828        0.055              81.458              0.374
496) TXMW_NAP    104.157        0.055              81.513              1.045
497) SG12_NAP    103.980        0.055              81.568              0.157
498) CHL1_NAP    103.906        0.055              81.623              0.677
499) NCTR_NAP    103.590        0.055              81.678              0.571
500) HBRK_NAP    103.185        0.055              81.732              0.648
501) TXOL_NAP    102.868        0.054              81.787              0.421
502) PAFU_NAP    102.671        0.054              81.841              0.023
503) SG05_NAP    102.600        0.054              81.896              0.647
504) ARP3_NAP    102.253        0.054              81.950              2.412
505) NJNT_NAP    101.570        0.054              82.003              1.293
506) CAGS_NAP    101.437        0.054              82.057              0.922
507) TXFE_NAP    101.420        0.054              82.111              0.423
508) NCPI_NAP    101.091        0.054              82.164              0.310
509) TXFR_NAP    100.796        0.053              82.218              0.631
510) OKAD_NAP    100.608        0.053              82.271              0.364
511) VALD_NAP    100.159        0.053              82.324              1.452
512) GAST_NAP    99.928        0.053              82.377              0.699
513) SG19_NAP    99.569        0.053              82.430              0.023
514) ORMD_NAP    99.329        0.053              82.482              0.395
515) LOYB_NAP    99.317        0.053              82.535              0.345
516) LOY4_NAP    99.225        0.053              82.587              0.258
517) NC77_NAP    99.108        0.052              82.640              0.481
518) NCMO_NAP    99.083        0.052              82.692              0.411
519) PAFC_NAP    98.975        0.052              82.745              0.573
520) NCSL_NAP    98.917        0.052              82.797              0.382
521) DOBS_NAP    98.796        0.052              82.849              0.920
522) TXSC_NAP    98.155        0.052              82.901              1.911
523) PAWG_NAP    97.923        0.052              82.953              0.127
524) LOYS_NAP    97.872        0.052              83.005              0.104
525) HTCC_NAP    97.643        0.052              83.057              0.107
526) BLKV_NAP    97.319        0.052              83.108              0.546
527) PLTK_NAP    97.104        0.051              83.160              0.480
528) MTNT_NAP    97.081        0.051              83.211              0.894
