
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
50) HALS        580.211        0.307              28.261              0.521
51) KNGJ        567.992        0.301              28.562              0.692
52) FRDN_NAP    555.836        0.295              28.856              0.362
53) CASL        541.485        0.287              29.143              0.080
54) FALM        524.368        0.278              29.421              0.360
55) NUTF        523.744        0.278              29.699              0.755
56) AOPR_NAP    516.033        0.273              29.972              0.790
57) MORA        506.565        0.268              30.241              0.609
58) WYLC_NAP    506.550        0.268              30.509              0.176
59) LOUP_NAP    498.282        0.264              30.773              0.442
60) P042_NAP    491.526        0.260              31.034              0.508
61) SPAU        490.121        0.260              31.293              0.446
62) PLTC_NAP    487.117        0.258              31.552              0.243
63) MANC        484.935        0.257              31.809              0.465
64) RDSD_NAP    482.523        0.256              32.064              1.153
65) AMC2_NAP    481.097        0.255              32.319              0.342
66) CN11        475.356        0.252              32.571              0.958
67) ZNY1_NAP    472.649        0.250              32.822              0.336
68) SHER_NAP    468.111        0.248              33.070              0.518
69) CN08_NAP    459.672        0.244              33.313              0.809
70) FONT        457.523        0.242              33.556              0.784
71) CTGR_NAP    457.301        0.242              33.798              0.112
72) JUNC        453.926        0.241              34.039              0.378
73) NEGR        451.565        0.239              34.278              0.494
74) NCAS        449.376        0.238              34.516              0.161
75) NMRO_NAP    447.881        0.237              34.753              0.699
76) LVEG_NAP    445.020        0.236              34.989              1.070
77) NHUN_NAP    443.548        0.235              35.224              0.506
78) UWIN        439.546        0.233              35.457              0.640
79) P054_NAP    437.086        0.232              35.689              0.699
80) CTPU_NAP    432.957        0.229              35.918              0.356
81) CTGU_NAP    426.626        0.226              36.145              0.110
82) WOOD_NAP    426.224        0.226              36.370              0.128
83) P043_NAP    423.009        0.224              36.595              0.466
84) LCAY_NAP    421.354        0.223              36.818              1.401
85) CN10        418.629        0.222              37.040              0.917
86) RG12_NAP    413.189        0.219              37.259              0.700
87) LAMT_NAP    410.183        0.217              37.476              0.276
88) CTEG_NAP    403.254        0.214              37.690              0.124
89) P038_NAP    402.866        0.214              37.903              0.596
90) CARM_NAP    402.399        0.213              38.117              0.732
91) LUCE        402.286        0.213              38.330              0.471
92) JME2_NAP    402.063        0.213              38.543              1.890
93) EDON_NAP    399.379        0.212              38.754              0.670
94) RG08_NAP    398.528        0.211              38.966              0.652
95) PRTJ        394.727        0.209              39.175              0.758
96) WES2_NAP    392.861        0.208              39.383              0.283
97) ZBW1_NAP    392.735        0.208              39.591              0.278
98) RG24_NAP    391.781        0.208              39.799              0.426
99) CN12        389.074        0.206              40.005              0.188
100) CTNE_NAP    381.307        0.202              40.207              0.336
101) WIL1_NAP    379.879        0.201              40.408              0.360
102) CTBR_NAP    375.459        0.199              40.607              0.392
103) P040_NAP    371.590        0.197              40.804              0.326
104) URIL_NAP    371.211        0.197              41.001              0.408
105) BAIE_NAP    370.118        0.196              41.197              1.005
106) CTDA_NAP    368.321        0.195              41.392              0.286
107) CTWI_NAP    368.203        0.195              41.587              0.502
108) WHTJ        364.258        0.193              41.781              0.322
109) NYHS_NAP    355.866        0.189              41.969              0.399
110) P776_NAP    352.787        0.187              42.156              0.527
111) NYVH_NAP    351.967        0.187              42.343              0.359
112) NYCI_NAP    351.913        0.186              42.529              0.257
113) P044_NAP    350.718        0.186              42.715              0.283
114) BRAE        350.607        0.186              42.901              0.360
115) NYPB_NAP    349.615        0.185              43.086              0.504
116) P039_NAP    348.996        0.185              43.271              0.454
117) SCUB        348.317        0.185              43.456              1.327
118) CHIC_NAP    347.486        0.184              43.640              1.107
119) CMP2_NAP    345.437        0.183              43.823              0.675
120) VTSA_NAP    344.349        0.182              44.005              0.566
121) TXAM_NAP    344.074        0.182              44.188              0.699
122) PCJB        342.143        0.181              44.369              0.427
123) VTUV_NAP    340.618        0.181              44.549              0.558
124) MARJ        340.446        0.180              44.730              0.664
125) P070_NAP    340.037        0.180              44.910              0.512
126) NJMT_NAP    339.711        0.180              45.090              0.298
127) BARA_NAP    338.413        0.179              45.269              0.778
128) GODE_NAP    337.427        0.179              45.448              0.201
129) NYST_NAP    336.726        0.178              45.627              0.639
130) NJGC_NAP    336.296        0.178              45.805              0.040
131) MOPR_NAP    333.612        0.177              45.982              1.354
132) MEMA_NAP    332.221        0.176              46.158              0.664
133) RIMO_NAP    329.722        0.175              46.333              1.083
134) NYET_NAP    328.981        0.174              46.507              0.465
135) SJPA_NAP    328.964        0.174              46.681              0.249
136) TRVQ_NAP    328.636        0.174              46.855              0.947
137) TXLU_NAP    328.308        0.174              47.029              0.183
138) PRLT_NAP    324.152        0.172              47.201              1.810
139) NJTR_NAP    321.558        0.170              47.372              0.430
140) NJOC_NAP    321.160        0.170              47.542              0.071
141) NYML_NAP    320.531        0.170              47.712              0.535
142) ANNE_NAP    319.251        0.169              47.881              0.835
143) NYFV_NAP    316.428        0.168              48.049              0.521
144) TXSN_NAP    316.364        0.168              48.216              0.161
145) STAN        310.824        0.165              48.381              0.694
146) VTC1_NAP    303.594        0.161              48.542              0.413
147) LVPL_NAP    302.880        0.161              48.702              0.411
148) SHE2_NAP    298.451        0.158              48.860              0.190
149) TXPE_NAP    298.231        0.158              49.019              1.044
150) GEOG_NAP    294.914        0.156              49.175              1.108
151) CHIB_NAP    293.747        0.156              49.331              0.993
152) JMEL_NAP    293.602        0.156              49.486              4.145
153) PARL_NAP    293.557        0.156              49.642              0.172
154) VTD9_NAP    292.545        0.155              49.797              0.594
155) NYON_NAP    291.024        0.154              49.951              0.490
156) BOSC        290.529        0.154              50.105              0.466
157) NYMD_NAP    290.413        0.154              50.259              0.025
158) NYKT_NAP    289.165        0.153              50.412              0.371
159) NJCM_NAP    288.133        0.153              50.565              0.165
160) MEDX_NAP    283.167        0.150              50.715              0.268
161) NYRH_NAP    282.239        0.150              50.864              0.093
162) NYPD_NAP    282.042        0.149              51.014              0.951
163) P055_NAP    280.274        0.149              51.162              1.795
164) ATRI_NAP    279.517        0.148              51.311              0.764
165) KNGS_NAP    276.604        0.147              51.457              0.645
166) CN30        275.571        0.146              51.603              0.750
167) RG13_NAP    275.246        0.146              51.749              1.183
168) NYIL_NAP    274.131        0.145              51.894              0.682
169) HEBB_NAP    273.964        0.145              52.039              0.116
170) GOAT        273.394        0.145              52.184              0.564
171) NYRM_NAP    273.099        0.145              52.329              0.548
172) NRC1_NAP    272.291        0.144              52.473              0.599
173) LYCO_NAP    271.413        0.144              52.617              0.358
174) SHEL_NAP    270.842        0.144              52.761              0.917
175) MEPI_NAP    269.373        0.143              52.904              0.144
176) LTWN_NAP    269.146        0.143              53.046              0.149
177) NYHC_NAP    267.192        0.142              53.188              0.593
178) SG07_NAP    263.160        0.139              53.327              0.490
179) NYBH_NAP    262.444        0.139              53.466              0.495
180) VTOX_NAP    262.134        0.139              53.605              0.806
181) BRU1_NAP    260.557        0.138              53.743              0.386
182) CORB_NAP    260.196        0.138              53.881              0.340
183) BSMK_NAP    259.177        0.137              54.019              0.614
184) NYNB_NAP    258.724        0.137              54.156              0.892
185) LAUR_NAP    258.553        0.137              54.293              0.616
186) NYWT_NAP    258.067        0.137              54.429              0.572
187) XMTS_NAP    257.847        0.137              54.566              0.719
188) NYQN_NAP    256.569        0.136              54.702              0.315
189) SROD_NAP    256.489        0.136              54.838              1.135
190) COFE        256.467        0.136              54.974              2.047
191) CN06_NAP    256.236        0.136              55.110              0.930
192) NJSC_NAP    256.124        0.136              55.245              0.532
193) PNB1_NAP    255.540        0.135              55.381              0.298
194) FMTS_NAP    255.453        0.135              55.516              0.328
195) GTK0_NAP    254.321        0.135              55.651              1.187
196) BARN_NAP    253.925        0.135              55.786              0.882
197) TXCH_NAP    253.608        0.134              55.920              1.211
198) SG06_NAP    253.500        0.134              56.054              0.374
199) VTMI_NAP    252.352        0.134              56.188              0.263
200) WASH_NAP    252.211        0.134              56.322              0.349
201) GAS2_NAP    251.159        0.133              56.455              0.107
202) HELL        249.247        0.132              56.587              0.728
203) MEGO_NAP    248.342        0.132              56.719              0.719
204) MEJD_NAP    247.268        0.131              56.850              0.546
205) YORK_NAP    247.226        0.131              56.981              0.515
206) NHCO_NAP    246.237        0.130              57.111              0.589
207) P780_NAP    246.073        0.130              57.242              1.073
208) PAMS_NAP    244.014        0.129              57.371              0.549
209) VTBE_NAP    243.519        0.129              57.500              0.295
210) NYMX_NAP    243.450        0.129              57.629              0.546
211) TCUN_NAP    243.421        0.129              57.758              0.487
212) VTDA_NAP    242.705        0.129              57.887              0.354
213) PSU1_NAP    242.603        0.129              58.015              0.220
214) NYRB_NAP    242.197        0.128              58.143              0.928
215) NYLV_NAP    241.007        0.128              58.271              0.557
216) PEDR        240.146        0.127              58.398              1.161
217) MATU_NAP    239.592        0.127              58.525              0.774
218) VOIL_NAP    238.974        0.127              58.652              2.266
219) CN27_NAP    237.033        0.126              58.778              1.479
220) DGBY_NAP    236.363        0.125              58.903              0.313
221) NJTW_NAP    235.507        0.125              59.028              0.052
222) MOR1_NAP    234.341        0.124              59.152              0.556
223) ALGO_NAP    233.976        0.124              59.276              1.043
224) PSC1_NAP    233.394        0.124              59.400              0.710
225) VTSP_NAP    232.723        0.123              59.523              0.451
226) LGNE_NAP    232.503        0.123              59.646              1.812
227) DEMI_NAP    229.362        0.122              59.768              0.520
228) CN07_NAP    228.785        0.121              59.889              2.894
229) NJWC_NAP    228.670        0.121              60.010              1.915
230) NYHL_NAP    227.231        0.120              60.131              0.613
231) NJTP_NAP    225.243        0.119              60.250              0.076
232) GDAC_NAP    225.202        0.119              60.369              0.622
233) MEGR_NAP    225.115        0.119              60.489              0.888
234) TXAB_NAP    224.354        0.119              60.607              0.421
235) TXHR_NAP    224.075        0.119              60.726              0.379
236) MRRN_NAP    223.562        0.118              60.845              0.490
237) PRJC_NAP    222.137        0.118              60.962              0.967
238) WHN5_NAP    221.331        0.117              61.080              0.198
239) KEMP        219.833        0.117              61.196              2.067
240) NCJA_NAP    218.913        0.116              61.312              1.034
241) HAMP_NAP    217.789        0.115              61.428              1.663
242) DENE_NAP    217.349        0.115              61.543              0.213
243) TXCG_NAP    216.685        0.115              61.658              0.108
244) WHN1_NAP    216.633        0.115              61.772              0.252
245) COVX_NAP    216.083        0.115              61.887              0.263
246) TXCE_NAP    214.978        0.114              62.001              0.965
247) ZDC1_NAP    214.309        0.114              62.114              0.488
248) NJDY_NAP    213.575        0.113              62.228              0.359
249) NYWL_NAP    212.655        0.113              62.340              0.472
250) NYCP_NAP    212.261        0.112              62.453              0.467
251) HNPT_NAP    210.926        0.112              62.565              0.165
252) TXKM_NAP    209.683        0.111              62.676              1.512
253) TXLR_NAP    208.152        0.110              62.786              0.385
254) MDO1_NAP    207.559        0.110              62.896              0.664
255) NYCL_NAP    207.424        0.110              63.006              0.636
256) LATU_NAP    207.278        0.110              63.116              0.974
257) DNRC_NAP    206.381        0.109              63.225              0.082
258) PASS_NAP    204.502        0.108              63.334              0.344
259) PRMA_NAP    203.478        0.108              63.441              1.386
260) BARB        203.445        0.108              63.549              1.136
261) MEFR_NAP    202.742        0.107              63.657              0.267
262) TXTU_NAP    202.247        0.107              63.764              0.378
263) MASA_NAP    201.941        0.107              63.871              1.634
264) HVLK_NAP    199.192        0.106              63.976              0.774
265) MERA_NAP    198.559        0.105              64.082              0.645
266) NYCS_NAP    197.936        0.105              64.187              0.562
267) VTRU_NAP    197.500        0.105              64.291              0.702
268) NYWV_NAP    196.889        0.104              64.396              0.662
269) MTGN_NAP    196.854        0.104              64.500              0.092
270) GAIT_NAP    196.739        0.104              64.604              0.046
271) VAGP_NAP    194.876        0.103              64.707              0.225
272) SAN0        194.821        0.103              64.811              0.335
273) NDMB_NAP    194.230        0.103              64.914              0.948
274) MNTQ_NAP    193.206        0.102              65.016              0.876
275) JAMA        192.252        0.102              65.118              0.577
276) SHK1_NAP    191.744        0.102              65.220              3.408
277) MELI_NAP    191.727        0.102              65.321              0.746
278) MAMI_NAP    191.710        0.102              65.423              0.328
279) BAMB        190.192        0.101              65.524              1.243
280) BATH_NAP    189.182        0.100              65.624              0.358
281) OSPA_NAP    188.708        0.100              65.724              0.804
282) VTD7_NAP    188.461        0.100              65.824              0.718
283) MESP_NAP    188.239        0.100              65.923              0.501
284) CN14_NAP    188.208        0.100              66.023              1.283
285) BACO_NAP    187.250        0.099              66.122              0.232
286) UNB1_NAP    186.190        0.099              66.221              0.356
287) TXSA_NAP    185.089        0.098              66.319              0.355
288) SOL1_NAP    184.626        0.098              66.417              0.131
289) CAMB_NAP    183.882        0.097              66.514              0.800
290) NYPF_NAP    183.192        0.097              66.612              0.504
291) USNO_NAP    180.690        0.096              66.707              0.045
292) IDGO_NAP    180.419        0.096              66.803              0.864
293) MECC_NAP    180.264        0.096              66.898              0.759
294) LPOC_NAP    179.458        0.095              66.994              0.648
295) OKLW_NAP    178.928        0.095              67.088              1.178
296) LOYF_NAP    177.721        0.094              67.183              0.155
297) UMBC_NAP    177.601        0.094              67.277              0.133
298) VAWI_NAP    177.425        0.094              67.371              0.423
299) LS03_NAP    176.985        0.094              67.464              0.238
300) NYAB_NAP    175.435        0.093              67.557              0.556
301) GATI_NAP    174.840        0.093              67.650              0.706
302) TXLL_NAP    174.607        0.093              67.743              0.645
303) NCBE_NAP    174.150        0.092              67.835              0.095
304) NEGI_NAP    173.469        0.092              67.927              0.234
305) NYBT_NAP    173.096        0.092              68.019              0.508
306) LOYZ_NAP    172.878        0.092              68.110              0.581
307) SANA        172.566        0.091              68.202              0.736
308) CTMA_NAP    172.193        0.091              68.293              0.655
309) NYWG_NAP    171.188        0.091              68.384              0.520
310) MAWM_NAP    170.340        0.090              68.474              0.987
311) TXPD_NAP    170.115        0.090              68.564              0.598
312) NAS0_NAP    169.924        0.090              68.654              1.314
313) JTNT_NAP    169.320        0.090              68.744              0.117
314) TXDR_NAP    168.800        0.089              68.833              0.379
315) NYFS_NAP    168.635        0.089              68.923              0.322
316) CN09_NAP    168.392        0.089              69.012              1.004
317) WMOK_NAP    168.308        0.089              69.101              0.298
318) SNFD_NAP    166.940        0.088              69.190              0.330
319) NEMC_NAP    166.366        0.088              69.278              0.833
320) SUM6_NAP    165.770        0.088              69.366              0.719
321) NCCR_NAP    164.860        0.087              69.453              0.336
322) HIPT_NAP    163.527        0.087              69.540              0.492
323) PRCO_NAP    163.499        0.087              69.626              0.533
324) PABT_NAP    163.435        0.087              69.713              0.758
325) LOYO_NAP    163.195        0.086              69.799              0.374
326) TXPM_NAP    163.133        0.086              69.886              0.298
327) NESC_NAP    163.034        0.086              69.972              0.799
328) TXMH_NAP    160.020        0.085              70.057              0.887
329) PRMI_NAP    158.821        0.084              70.141              0.921
330) TXWF_NAP    158.680        0.084              70.225              0.297
331) PUB1_NAP    158.227        0.084              70.309              0.397
332) TXKR_NAP    158.178        0.084              70.393              0.482
333) TXST_NAP    157.888        0.084              70.477              0.212
334) SDRC_NAP    157.260        0.083              70.560              0.583
335) SYCN_NAP    156.255        0.083              70.643              0.716
336) TXME_NAP    155.377        0.082              70.725              0.087
337) SG09_NAP    155.081        0.082              70.807              0.070
338) LWX1_NAP    154.493        0.082              70.889              0.078
339) UVFM_NAP    152.998        0.081              70.970              0.232
340) MAPL_NAP    152.825        0.081              71.051              1.705
341) VTEB_NAP    152.635        0.081              71.132              0.553
342) TXTH_NAP    152.596        0.081              71.213              0.125
343) NCFA_NAP    152.413        0.081              71.294              0.404
344) RVDI_NAP    151.605        0.080              71.374              0.297
345) SA03_NAP    151.081        0.080              71.454              0.856
346) TXDL_NAP    150.510        0.080              71.534              0.110
347) VIMS_NAP    150.320        0.080              71.614              0.198
348) TXHO_NAP    149.848        0.079              71.693              0.661
349) TXPY_NAP    149.625        0.079              71.772              2.112
350) NCBU_NAP    149.086        0.079              71.851              0.437
351) NCJV_NAP    147.835        0.078              71.930              0.305
352) NYDV_NAP    147.730        0.078              72.008              0.584
353) ROUY_NAP    147.405        0.078              72.086              1.260
354) NCTA_NAP    147.386        0.078              72.164              0.293
355) LMNO_NAP    146.883        0.078              72.242              0.964
356) TXBU_NAP    146.204        0.077              72.320              0.446
357) EXU0_NAP    145.314        0.077              72.397              0.885
358) BFNY_NAP    145.163        0.077              72.473              0.456
359) LOY8_NAP    145.099        0.077              72.550              0.339
360) TAMP_NAP    145.005        0.077              72.627              0.584
361) MAFA_NAP    144.455        0.077              72.704              0.977
362) NCNA_NAP    144.431        0.077              72.780              0.339
363) ASCS_NAP    144.175        0.076              72.857              0.751
364) PPER_NAP    143.920        0.076              72.933              1.112
365) TSKT_NAP    143.894        0.076              73.009              0.321
366) NYLP_NAP    143.667        0.076              73.085              0.672
367) NYSM_NAP    143.470        0.076              73.161              0.314
368) TXPR_NAP    143.119        0.076              73.237              2.442
369) TXJC_NAP    143.086        0.076              73.313              0.428
370) SG01_NAP    143.076        0.076              73.389              0.427
371) NYHF_NAP    142.831        0.076              73.465              0.512
372) PAPC_NAP    142.026        0.075              73.540              0.163
373) NEAP_NAP    141.968        0.075              73.615              0.423
374) NYHB_NAP    141.405        0.075              73.690              0.307
375) NYHM_NAP    141.276        0.075              73.765              1.005
376) TXBK_NAP    140.478        0.074              73.839              0.571
377) OKDT_NAP    140.271        0.074              73.914              1.437
378) TXRL_NAP    139.780        0.074              73.988              1.010
379) NCCA_NAP    139.309        0.074              74.062              0.530
380) WVCV_NAP    138.976        0.074              74.135              4.874
381) SG04_NAP    138.726        0.074              74.209              0.383
382) VARI_NAP    138.218        0.073              74.282              0.538
383) NEDR_NAP    137.635        0.073              74.355              0.314
384) NCRD_NAP    137.532        0.073              74.428              0.344
385) NJBR_NAP    137.315        0.073              74.501              0.194
386) OKAO_NAP    136.676        0.072              74.573              0.451
387) NYNP_NAP    135.603        0.072              74.645              0.658
388) TXVE_NAP    133.937        0.071              74.716              0.549
389) TXDC_NAP    133.218        0.071              74.787              0.278
390) TXCI_NAP    133.048        0.071              74.857              0.157
391) OKSY_NAP    132.923        0.070              74.927              0.951
392) NYNS_NAP    132.549        0.070              74.998              0.802
393) TXBS_NAP    132.525        0.070              75.068              0.831
394) TXWA_NAP    132.275        0.070              75.138              0.378
395) TXEN_NAP    132.231        0.070              75.208              0.428
396) TXSG_NAP    131.623        0.070              75.278              0.069
397) NCSQ_NAP    131.457        0.070              75.348              0.352
398) LOYJ_NAP    131.380        0.070              75.417              0.311
399) NCSF_NAP    131.033        0.069              75.487              0.194
400) NCGO_NAP    130.633        0.069              75.556              0.461
401) NJGT_NAP    130.491        0.069              75.625              0.205
402) ROJO        129.500        0.069              75.694              1.050
403) ROJO_NAP    129.243        0.068              75.762              1.070
404) LNIG_NAP    129.175        0.068              75.831              0.425
405) CHES_NAP    129.137        0.068              75.899              0.175
406) NYSB_NAP    128.766        0.068              75.967              1.506
407) VAST_NAP    128.646        0.068              76.035              0.258
408) ZMA1_NAP    127.550        0.068              76.103              0.317
409) OKCL_NAP    127.538        0.068              76.171              0.176
410) FMTY_NAP    127.518        0.068              76.238              0.407
411) PWEL_NAP    127.022        0.067              76.306              0.375
412) NCWH_NAP    126.272        0.067              76.372              0.311
413) NCLU_NAP    126.269        0.067              76.439              0.084
414) NCLE_NAP    125.977        0.067              76.506              0.442
415) RIC1_NAP    125.808        0.067              76.573              0.422
416) TXDE_NAP    125.719        0.067              76.639              0.339
417) LS06_NAP    125.325        0.066              76.706              0.385
418) TXNA_NAP    125.063        0.066              76.772              0.414
419) VTIP_NAP    124.993        0.066              76.838              1.862
420) TXAU_NAP    124.546        0.066              76.904              0.553
421) LUBB_NAP    124.341        0.066              76.970              0.322
422) TXBO_NAP    124.167        0.066              77.036              0.526
423) ESC2_NAP    124.092        0.066              77.102              0.506
424) GUST_NAP    123.622        0.066              77.167              0.092
425) OKBF_NAP    122.901        0.065              77.232              0.388
426) CN13_NAP    122.316        0.065              77.297              0.629
427) ICT4_NAP    121.610        0.064              77.362              0.341
428) NYFD_NAP    121.399        0.064              77.426              0.378
429) BLUX        121.097        0.064              77.490              0.169
430) AML5_NAP    120.572        0.064              77.554              0.379
431) TXBI_NAP    120.404        0.064              77.618              0.104
432) NCKN_NAP    120.403        0.064              77.682              0.177
433) PRGY_NAP    120.381        0.064              77.746              0.994
434) TXCC_NAP    120.039        0.064              77.809              1.030
435) NCWI_NAP    119.909        0.064              77.873              0.615
436) PAFM_NAP    119.855        0.064              77.936              0.385
437) TXSY_NAP    119.554        0.063              78.000              0.229
438) RWDN_NAP    118.600        0.063              78.062              0.241
439) VTD2_NAP    118.470        0.063              78.125              1.124
440) KVTX_NAP    118.250        0.063              78.188              1.054
441) TCA0_NAP    118.021        0.063              78.250              0.594
442) TXPL_NAP    117.875        0.062              78.313              0.309
443) TXFS_NAP    117.612        0.062              78.375              0.996
444) TXSM_NAP    117.598        0.062              78.438              0.685
445) LOY2_NAP    117.325        0.062              78.500              0.182
446) MDR3_NAP    117.011        0.062              78.562              1.006
447) TXLT_NAP    116.123        0.062              78.623              1.308
448) MABN_NAP    115.959        0.061              78.685              1.080
449) AVES        115.770        0.061              78.746              0.850
450) PBCH_NAP    115.365        0.061              78.807              0.453
451) NEHO_NAP    114.795        0.061              78.868              0.244
452) VALY_NAP    114.337        0.061              78.929              0.270
453) ECSD_NAP    114.282        0.061              78.989              0.111
454) LAUD_NAP    114.164        0.061              79.050              0.194
455) TXES_NAP    114.057        0.060              79.110              0.395
456) NYLC_NAP    113.853        0.060              79.171              0.064
457) LOYA_NAP    113.283        0.060              79.231              0.151
458) KSU1_NAP    112.883        0.060              79.290              0.344
459) TXPC_NAP    112.830        0.060              79.350              1.026
460) OKCB_NAP    112.706        0.060              79.410              0.422
461) COLA_NAP    112.558        0.060              79.470              0.927
462) SG10_NAP    112.554        0.060              79.529              0.479
463) DURH_NAP    112.298        0.060              79.589              0.835
464) JCT1_NAP    112.278        0.060              79.648              0.215
465) TXWL_NAP    112.244        0.059              79.708              0.692
466) OKTU_NAP    111.897        0.059              79.767              0.202
467) OKAN_NAP    111.757        0.059              79.826              0.168
468) NYMC_NAP    111.320        0.059              79.885              0.625
469) SG11_NAP    111.299        0.059              79.944              0.163
470) OKPR_NAP    111.061        0.059              80.003              0.954
471) ICT1_NAP    110.883        0.059              80.062              0.588
472) TXSE_NAP    110.747        0.059              80.121              0.556
473) SG00_NAP    110.464        0.059              80.179              1.089
474) MASH_NAP    109.960        0.058              80.237              1.301
475) SG08_NAP    109.935        0.058              80.296              0.280
476) RED1_NAP    109.722        0.058              80.354              0.685
477) TXUV_NAP    109.019        0.058              80.412              0.577
478) PIER_NAP    109.001        0.058              80.469              0.926
479) TXKE_NAP    108.913        0.058              80.527              0.729
480) TXVA_NAP    108.602        0.058              80.585              0.594
481) TXNO_NAP    108.597        0.058              80.642              0.133
482) NCAL_NAP    107.890        0.057              80.699              0.477
483) LOYP_NAP    107.565        0.057              80.756              0.110
484) GLPT_NAP    106.788        0.057              80.813              0.286
485) ANTO_NAP    106.578        0.056              80.869              1.805
486) TXPS_NAP    106.533        0.056              80.926              0.712
487) ODS5_NAP    105.970        0.056              80.982              0.858
488) NCET_NAP    105.953        0.056              81.038              1.796
489) P802_NAP    105.626        0.056              81.094              0.638
490) RALR_NAP    105.336        0.056              81.150              0.366
491) PACS_NAP    105.299        0.056              81.206              1.003
492) ZFW1_NAP    105.169        0.056              81.261              0.182
493) NCWL_NAP    104.843        0.056              81.317              0.375
494) TXCS_NAP    104.781        0.056              81.373              0.970
495) KMPS        104.658        0.055              81.428              1.435
496) SG12_NAP    104.110        0.055              81.483              0.159
497) TXMW_NAP    104.071        0.055              81.538              1.043
498) CHL1_NAP    103.978        0.055              81.593              0.680
499) NCTR_NAP    103.552        0.055              81.648              0.569
500) HBRK_NAP    103.339        0.055              81.703              0.650
501) TXOL_NAP    102.819        0.054              81.758              0.420
502) PAFU_NAP    102.672        0.054              81.812              0.026
503) SG05_NAP    102.566        0.054              81.866              0.644
504) NJNT_NAP    101.687        0.054              81.920              1.294
505) ARP3_NAP    101.621        0.054              81.974              2.407
506) CAGS_NAP    101.515        0.054              82.028              0.924
507) CBSB        101.382        0.054              82.082              1.279
508) NCPI_NAP    101.126        0.054              82.135              0.307
509) PRCG        101.010        0.054              82.189              0.925
510) TXFE_NAP    100.827        0.053              82.242              0.415
511) OKAD_NAP    100.641        0.053              82.296              0.363
512) TXFR_NAP    100.509        0.053              82.349              0.625
513) VALD_NAP    100.202        0.053              82.402              1.452
514) GAST_NAP    99.838        0.053              82.455              0.696
515) SG19_NAP    99.619        0.053              82.508              0.022
516) LOYB_NAP    99.327        0.053              82.560              0.340
517) ORMD_NAP    99.285        0.053              82.613              0.391
518) LOY4_NAP    99.251        0.053              82.665              0.257
519) NCMO_NAP    99.046        0.052              82.718              0.411
520) NC77_NAP    99.044        0.052              82.770              0.479
521) PAFC_NAP    99.027        0.052              82.823              0.576
522) NCSL_NAP    98.924        0.052              82.875              0.383
523) DOBS_NAP    98.707        0.052              82.928              0.918
524) TXSC_NAP    98.005        0.052              82.980              1.905
525) PAWG_NAP    97.932        0.052              83.031              0.129
526) LOYS_NAP    97.881        0.052              83.083              0.101
527) HTCC_NAP    97.671        0.052              83.135              0.107
528) BLKV_NAP    97.266        0.052              83.187              0.544
