
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
106) CTWI_NAP    367.916        0.195              41.471              0.499
107) PRTJ        367.032        0.194              41.665              0.909
108) NYHS_NAP    355.618        0.188              41.854              0.398
109) BRAE        354.750        0.188              42.042              0.323
110) BARA_NAP    354.316        0.188              42.229              1.019
111) P776_NAP    352.438        0.187              42.416              0.524
112) NYVH_NAP    351.706        0.186              42.602              0.354
113) NYCI_NAP    351.683        0.186              42.788              0.256
114) MARJ        350.210        0.185              42.974              0.763
115) P044_NAP    350.109        0.185              43.159              0.290
116) NYPB_NAP    349.287        0.185              43.344              0.502
117) P039_NAP    348.540        0.185              43.529              0.458
118) PCJB        347.225        0.184              43.713              0.243
119) CHIC_NAP    346.976        0.184              43.896              1.102
120) SCUB        345.501        0.183              44.079              1.344
121) CMP2_NAP    344.904        0.183              44.262              0.670
122) VTSA_NAP    344.015        0.182              44.444              0.564
123) TXAM_NAP    343.694        0.182              44.626              0.701
124) VTUV_NAP    340.290        0.180              44.806              0.555
125) P070_NAP    339.712        0.180              44.986              0.520
126) NJMT_NAP    339.545        0.180              45.166              0.300
127) GODE_NAP    337.370        0.179              45.345              0.202
128) NYST_NAP    336.453        0.178              45.523              0.637
129) NJGC_NAP    336.151        0.178              45.701              0.043
130) MOPR_NAP    334.204        0.177              45.878              1.367
131) MEMA_NAP    331.796        0.176              46.054              0.660
132) RIMO_NAP    329.218        0.174              46.228              1.079
133) NYET_NAP    328.685        0.174              46.402              0.462
134) SJPA_NAP    328.502        0.174              46.576              0.245
135) TRVQ_NAP    328.254        0.174              46.750              0.944
136) TXLU_NAP    328.064        0.174              46.924              0.190
137) PRLT_NAP    323.771        0.171              47.095              1.827
138) NJTR_NAP    321.463        0.170              47.265              0.435
139) NJOC_NAP    320.979        0.170              47.435              0.066
140) NYML_NAP    320.245        0.170              47.605              0.532
141) ANNE_NAP    318.729        0.169              47.774              0.829
142) TXSN_NAP    316.654        0.168              47.941              0.172
143) NYFV_NAP    316.188        0.167              48.109              0.518
144) STAN        310.125        0.164              48.273              0.679
145) VTC1_NAP    303.329        0.161              48.434              0.414
146) LVPL_NAP    302.452        0.160              48.594              0.412
147) TXPE_NAP    299.134        0.158              48.752              1.070
148) SHE2_NAP    298.002        0.158              48.910              0.193
149) JMEL_NAP    294.976        0.156              49.066              3.783
150) GEOG_NAP    294.551        0.156              49.222              1.104
151) PARL_NAP    293.438        0.155              49.378              0.175
152) CHIB_NAP    293.280        0.155              49.533              0.990
153) VTD9_NAP    292.240        0.155              49.688              0.591
154) NYON_NAP    290.840        0.154              49.842              0.488
155) NYMD_NAP    290.239        0.154              49.996              0.025
156) WHTJ        289.458        0.153              50.149              1.153
157) NYKT_NAP    288.969        0.153              50.302              0.369
158) NJCM_NAP    288.024        0.153              50.454              0.169
159) BOSC        285.690        0.151              50.606              0.496
160) GOAT        283.788        0.150              50.756              0.722
161) MEDX_NAP    282.818        0.150              50.906              0.264
162) NYRH_NAP    282.037        0.149              51.055              0.094
163) NYPD_NAP    281.810        0.149              51.204              0.949
164) P055_NAP    279.905        0.148              51.353              1.796
165) ATRI_NAP    279.158        0.148              51.500              0.761
166) KNGS_NAP    276.433        0.146              51.647              0.643
167) RG13_NAP    275.027        0.146              51.793              1.190
168) CN30        274.684        0.145              51.938              0.694
169) NYIL_NAP    273.899        0.145              52.083              0.679
170) HEBB_NAP    273.581        0.145              52.228              0.122
171) NYRM_NAP    272.916        0.145              52.372              0.545
172) NRC1_NAP    272.059        0.144              52.517              0.597
173) LYCO_NAP    271.301        0.144              52.660              0.354
174) SHEL_NAP    270.454        0.143              52.803              0.911
175) MEPI_NAP    268.997        0.142              52.946              0.140
176) LTWN_NAP    268.763        0.142              53.088              0.149
177) NYHC_NAP    267.037        0.141              53.230              0.591
178) SG07_NAP    262.839        0.139              53.369              0.488
179) NYBH_NAP    262.297        0.139              53.508              0.492
180) VTOX_NAP    261.865        0.139              53.646              0.802
181) BRU1_NAP    260.265        0.138              53.784              0.382
182) CORB_NAP    260.208        0.138              53.922              0.344
183) HELL        259.881        0.138              54.060              0.477
184) BSMK_NAP    258.767        0.137              54.197              0.613
185) NYNB_NAP    258.513        0.137              54.334              0.888
186) LAUR_NAP    258.290        0.137              54.470              0.614
187) NYWT_NAP    257.893        0.137              54.607              0.571
188) XMTS_NAP    257.635        0.136              54.743              0.719
189) NYQN_NAP    256.430        0.136              54.879              0.317
190) NJSC_NAP    255.950        0.136              55.015              0.527
191) COFE        255.923        0.136              55.150              2.032
192) CN06_NAP    255.533        0.135              55.286              0.951
193) SROD_NAP    255.345        0.135              55.421              1.153
194) PNB1_NAP    255.229        0.135              55.556              0.294
195) FMTS_NAP    255.221        0.135              55.691              0.325
196) GTK0_NAP    254.177        0.135              55.826              1.184
197) BARN_NAP    253.663        0.134              55.960              0.879
198) SG06_NAP    253.319        0.134              56.094              0.371
199) TXCH_NAP    253.280        0.134              56.228              1.208
200) WASH_NAP    252.174        0.134              56.362              0.349
201) VTMI_NAP    252.120        0.134              56.496              0.260
202) VOIL_NAP    251.909        0.133              56.629              2.029
203) GAS2_NAP    250.743        0.133              56.762              0.100
204) MEGO_NAP    248.087        0.131              56.893              0.717
205) YORK_NAP    247.222        0.131              57.024              0.519
206) MEJD_NAP    246.978        0.131              57.155              0.542
207) NHCO_NAP    246.000        0.130              57.285              0.586
208) P780_NAP    245.781        0.130              57.415              1.083
209) LGNE_NAP    244.559        0.130              57.545              2.002
210) PAMS_NAP    243.912        0.129              57.674              0.549
211) VTBE_NAP    243.313        0.129              57.803              0.292
212) NYMX_NAP    243.307        0.129              57.932              0.544
213) TCUN_NAP    243.198        0.129              58.060              0.495
214) PSU1_NAP    242.570        0.128              58.189              0.220
215) VTDA_NAP    242.489        0.128              58.317              0.351
216) NYRB_NAP    241.982        0.128              58.445              0.925
217) NYLV_NAP    240.846        0.128              58.573              0.556
218) MATU_NAP    239.331        0.127              58.700              0.770
219) CN27_NAP    236.482        0.125              58.825              1.480
220) DGBY_NAP    236.041        0.125              58.950              0.309
221) NJTW_NAP    235.401        0.125              59.075              0.055
222) PEDR        234.964        0.124              59.199              1.125
223) MOR1_NAP    234.159        0.124              59.323              0.552
224) ALGO_NAP    233.810        0.124              59.447              1.042
225) PSC1_NAP    233.195        0.123              59.570              0.708
226) VTSP_NAP    232.520        0.123              59.694              0.450
227) DEMI_NAP    229.215        0.121              59.815              0.515
228) NJWC_NAP    228.435        0.121              59.936              1.910
229) CN07_NAP    227.306        0.120              60.056              2.913
230) NYHL_NAP    227.059        0.120              60.177              0.611
231) NJTP_NAP    225.125        0.119              60.296              0.077
232) MEGR_NAP    224.833        0.119              60.415              0.884
233) GDAC_NAP    224.808        0.119              60.534              0.618
234) TXAB_NAP    224.255        0.119              60.653              0.417
235) TXHR_NAP    223.807        0.119              60.771              0.377
236) MRRN_NAP    223.124        0.118              60.889              0.486
237) PRJC_NAP    221.804        0.117              61.007              0.979
238) WHN5_NAP    220.923        0.117              61.124              0.200
239) KEMP        220.301        0.117              61.240              2.098
240) NCJA_NAP    219.077        0.116              61.357              1.041
241) HAMP_NAP    217.745        0.115              61.472              1.666
242) DENE_NAP    217.291        0.115              61.587              0.219
243) TXCG_NAP    216.376        0.115              61.701              0.111
244) WHN1_NAP    216.223        0.115              61.816              0.250
245) COVX_NAP    215.996        0.114              61.930              0.256
246) TXCE_NAP    215.153        0.114              62.044              0.977
247) ZDC1_NAP    214.207        0.113              62.158              0.482
248) NJDY_NAP    213.481        0.113              62.271              0.361
249) NYWL_NAP    212.558        0.113              62.383              0.471
250) NYCP_NAP    212.168        0.112              62.496              0.465
251) HNPT_NAP    210.860        0.112              62.607              0.162
252) TXKM_NAP    209.481        0.111              62.718              1.506
253) TXLR_NAP    209.216        0.111              62.829              0.399
254) MDO1_NAP    207.973        0.110              62.939              0.683
255) NYCL_NAP    207.302        0.110              63.049              0.634
256) LATU_NAP    207.019        0.110              63.159              0.971
257) DNRC_NAP    206.306        0.109              63.268              0.082
258) PASS_NAP    204.407        0.108              63.376              0.341
259) BARB        204.365        0.108              63.484              1.092
260) PRMA_NAP    203.240        0.108              63.592              1.384
261) MEFR_NAP    202.504        0.107              63.699              0.264
262) TXTU_NAP    201.982        0.107              63.806              0.372
263) MASA_NAP    201.709        0.107              63.913              1.632
264) HVLK_NAP    198.833        0.105              64.018              0.776
265) MERA_NAP    198.328        0.105              64.123              0.642
266) NYCS_NAP    197.795        0.105              64.228              0.560
267) VTRU_NAP    197.320        0.104              64.333              0.699
268) NYWV_NAP    196.778        0.104              64.437              0.659
269) GAIT_NAP    196.709        0.104              64.541              0.045
270) MTGN_NAP    196.594        0.104              64.645              0.092
271) SAN0        195.261        0.103              64.749              0.579
272) VAGP_NAP    194.866        0.103              64.852              0.231
273) NDMB_NAP    194.073        0.103              64.955              0.948
274) MNTQ_NAP    193.014        0.102              65.057              0.873
275) SHK1_NAP    191.820        0.102              65.158              3.413
276) MAMI_NAP    191.540        0.101              65.260              0.330
277) MELI_NAP    191.481        0.101              65.361              0.751
278) BATH_NAP    188.891        0.100              65.461              0.355
279) OSPA_NAP    188.600        0.100              65.561              0.803
280) CN14_NAP    188.364        0.100              65.661              1.282
281) JAMA        188.297        0.100              65.761              0.568
282) VTD7_NAP    188.288        0.100              65.860              0.717
283) MESP_NAP    188.032        0.100              65.960              0.497
284) BACO_NAP    187.231        0.099              66.059              0.237
285) UNB1_NAP    185.927        0.098              66.158              0.357
286) TXSA_NAP    185.148        0.098              66.256              0.357
287) SOL1_NAP    184.579        0.098              66.353              0.129
288) CAMB_NAP    183.608        0.097              66.451              0.803
289) IDGO_NAP    183.191        0.097              66.548              0.901
290) NYPF_NAP    183.113        0.097              66.645              0.503
291) USNO_NAP    180.659        0.096              66.740              0.044
292) MECC_NAP    180.038        0.095              66.836              0.758
293) LPOC_NAP    179.210        0.095              66.930              0.644
294) OKLW_NAP    178.693        0.095              67.025              1.176
295) LOYF_NAP    177.669        0.094              67.119              0.153
296) UMBC_NAP    177.566        0.094              67.213              0.135
297) VAWI_NAP    177.372        0.094              67.307              0.425
298) LS03_NAP    176.968        0.094              67.401              0.243
299) BAMB        176.791        0.094              67.494              1.316
300) NYAB_NAP    175.311        0.093              67.587              0.555
301) TXLL_NAP    174.806        0.093              67.680              0.648
302) GATI_NAP    174.691        0.093              67.772              0.704
303) NCBE_NAP    174.109        0.092              67.865              0.089
304) NEGI_NAP    173.059        0.092              67.956              0.234
305) NYBT_NAP    173.031        0.092              68.048              0.506
306) LOYZ_NAP    172.903        0.092              68.139              0.587
307) SANA        172.768        0.091              68.231              0.849
308) CTMA_NAP    172.074        0.091              68.322              0.658
309) CN09_NAP    171.456        0.091              68.413              1.044
310) NYWG_NAP    171.112        0.091              68.504              0.518
311) MAWM_NAP    170.168        0.090              68.594              0.984
312) TXPD_NAP    169.958        0.090              68.684              0.598
313) NAS0_NAP    169.759        0.090              68.774              1.317
314) JTNT_NAP    169.220        0.090              68.863              0.122
315) TXDR_NAP    169.155        0.090              68.953              0.392
316) NYFS_NAP    168.594        0.089              69.042              0.321
317) WMOK_NAP    168.088        0.089              69.131              0.295
318) SNFD_NAP    166.935        0.088              69.219              0.327
319) NEMC_NAP    166.002        0.088              69.307              0.827
320) SUM6_NAP    165.599        0.088              69.395              0.725
321) NCCR_NAP    164.804        0.087              69.482              0.333
322) HIPT_NAP    163.599        0.087              69.569              0.494
323) PABT_NAP    163.350        0.087              69.655              0.755
324) PRCO_NAP    163.298        0.086              69.742              0.534
325) LOYO_NAP    163.201        0.086              69.828              0.377
326) TXPM_NAP    162.915        0.086              69.915              0.302
327) NESC_NAP    162.763        0.086              70.001              0.805
328) TXMH_NAP    159.949        0.085              70.086              0.882
329) PRMI_NAP    158.670        0.084              70.170              0.921
330) TXWF_NAP    158.550        0.084              70.254              0.297
331) TXKR_NAP    158.466        0.084              70.337              0.488
332) PUB1_NAP    157.997        0.084              70.421              0.405
333) TXST_NAP    157.909        0.084              70.505              0.215
334) SDRC_NAP    157.000        0.083              70.588              0.589
335) SYCN_NAP    156.157        0.083              70.671              0.714
336) TXME_NAP    155.189        0.082              70.753              0.092
337) SG09_NAP    154.802        0.082              70.835              0.068
338) LWX1_NAP    154.484        0.082              70.917              0.082
339) UVFM_NAP    153.037        0.081              70.998              0.236
340) MAPL_NAP    152.635        0.081              71.078              1.704
341) TXTH_NAP    152.509        0.081              71.159              0.126
342) VTEB_NAP    152.482        0.081              71.240              0.550
343) NCFA_NAP    152.442        0.081              71.321              0.407
344) RVDI_NAP    151.500        0.080              71.401              0.293
345) SA03_NAP    150.929        0.080              71.481              0.853
346) VIMS_NAP    150.283        0.080              71.560              0.201
347) TXDL_NAP    150.282        0.080              71.640              0.104
348) TXHO_NAP    150.224        0.080              71.720              0.669
349) TXPY_NAP    149.418        0.079              71.799              2.110
350) NCBU_NAP    149.111        0.079              71.878              0.436
351) TAMP_NAP    148.520        0.079              71.956              0.551
352) NCJV_NAP    147.812        0.078              72.035              0.303
353) NYDV_NAP    147.667        0.078              72.113              0.582
354) NCTA_NAP    147.352        0.078              72.191              0.288
355) ROUY_NAP    147.249        0.078              72.269              1.259
356) LMNO_NAP    146.615        0.078              72.347              0.962
357) TXBU_NAP    146.386        0.078              72.424              0.449
358) EXU0_NAP    145.174        0.077              72.501              0.888
359) BFNY_NAP    145.117        0.077              72.578              0.454
360) LOY8_NAP    145.050        0.077              72.655              0.334
361) TXPR_NAP    144.527        0.077              72.731              2.437
362) NCNA_NAP    144.405        0.076              72.808              0.335
363) MAFA_NAP    144.292        0.076              72.884              0.976
364) ASCS_NAP    144.108        0.076              72.960              0.748
365) PPER_NAP    143.703        0.076              73.036              1.109
366) TSKT_NAP    143.701        0.076              73.113              0.315
367) NYLP_NAP    143.621        0.076              73.189              0.671
368) NYSM_NAP    143.448        0.076              73.265              0.313
369) TXJC_NAP    143.288        0.076              73.340              0.428
370) SG01_NAP    142.801        0.076              73.416              0.424
371) NYHF_NAP    142.723        0.076              73.492              0.511
372) PAPC_NAP    141.999        0.075              73.567              0.162
373) NEAP_NAP    141.679        0.075              73.642              0.425
374) NYHB_NAP    141.383        0.075              73.717              0.307
375) NYHM_NAP    141.174        0.075              73.792              1.002
376) TXBK_NAP    140.772        0.075              73.866              0.578
377) OKDT_NAP    140.054        0.074              73.940              1.438
378) TXRL_NAP    139.821        0.074              74.014              1.014
379) NCCA_NAP    139.348        0.074              74.088              0.531
380) WVCV_NAP    139.146        0.074              74.162              4.878
381) SG04_NAP    138.443        0.073              74.235              0.380
382) VARI_NAP    138.231        0.073              74.308              0.541
383) NCRD_NAP    137.476        0.073              74.381              0.338
384) NJBR_NAP    137.271        0.073              74.454              0.200
385) NEDR_NAP    137.268        0.073              74.527              0.310
386) OKAO_NAP    136.474        0.072              74.599              0.448
387) NYNP_NAP    135.509        0.072              74.671              0.655
388) TXVE_NAP    133.814        0.071              74.741              0.548
389) TXDC_NAP    133.146        0.071              74.812              0.277
390) TXCI_NAP    132.838        0.070              74.882              0.159
391) TXBS_NAP    132.749        0.070              74.953              0.830
392) OKSY_NAP    132.721        0.070              75.023              0.953
393) NYNS_NAP    132.467        0.070              75.093              0.800
394) TXWA_NAP    132.360        0.070              75.163              0.379
395) TXEN_NAP    132.304        0.070              75.233              0.431
396) KMPS        131.715        0.070              75.303              1.482
397) TXSG_NAP    131.591        0.070              75.373              0.071
398) NCSQ_NAP    131.421        0.070              75.442              0.351
399) LOYJ_NAP    131.392        0.070              75.512              0.313
400) NCSF_NAP    131.026        0.069              75.581              0.190
401) NCGO_NAP    130.676        0.069              75.650              0.465
402) NJGT_NAP    130.415        0.069              75.719              0.199
403) ROJO        130.218        0.069              75.788              0.931
404) LNIG_NAP    130.211        0.069              75.857              0.414
405) ROJO_NAP    129.945        0.069              75.926              0.932
406) CHES_NAP    129.079        0.068              75.995              0.170
407) NYSB_NAP    128.696        0.068              76.063              1.507
408) VAST_NAP    128.659        0.068              76.131              0.258
409) FMTY_NAP    128.489        0.068              76.199              0.427
410) OKCL_NAP    127.358        0.067              76.266              0.177
411) ZMA1_NAP    127.282        0.067              76.334              0.320
412) PWEL_NAP    126.995        0.067              76.401              0.374
413) NCWH_NAP    126.307        0.067              76.468              0.316
414) NCLU_NAP    126.288        0.067              76.535              0.089
415) NCLE_NAP    126.038        0.067              76.602              0.444
416) RIC1_NAP    125.841        0.067              76.668              0.428
417) TXDE_NAP    125.674        0.067              76.735              0.340
418) LS06_NAP    125.332        0.066              76.801              0.385
419) TXNA_NAP    125.121        0.066              76.867              0.414
420) VTIP_NAP    124.857        0.066              76.933              1.858
421) TXAU_NAP    124.790        0.066              77.000              0.557
422) TXBO_NAP    124.439        0.066              77.065              0.534
423) LUBB_NAP    124.219        0.066              77.131              0.320
424) ESC2_NAP    123.902        0.066              77.197              0.507
425) GUST_NAP    123.655        0.065              77.262              0.090
426) OKBF_NAP    122.672        0.065              77.327              0.384
427) CN13_NAP    122.241        0.065              77.392              0.632
428) NYFD_NAP    121.375        0.064              77.456              0.376
429) ICT4_NAP    121.353        0.064              77.521              0.338
430) BLUX        120.878        0.064              77.585              0.199
431) TXCC_NAP    120.801        0.064              77.649              1.043
432) NCKN_NAP    120.421        0.064              77.712              0.181
433) TXBI_NAP    120.420        0.064              77.776              0.108
434) AML5_NAP    120.394        0.064              77.840              0.373
435) PRGY_NAP    120.220        0.064              77.904              0.990
436) NCWI_NAP    119.913        0.064              77.967              0.617
437) PAFM_NAP    119.818        0.063              78.031              0.381
438) TXSY_NAP    119.456        0.063              78.094              0.226
439) KVTX_NAP    119.024        0.063              78.157              1.067
440) RWDN_NAP    118.361        0.063              78.219              0.245
441) VTD2_NAP    118.358        0.063              78.282              1.126
442) TXPL_NAP    118.264        0.063              78.345              0.319
443) TCA0_NAP    117.950        0.062              78.407              0.598
444) TXSM_NAP    117.883        0.062              78.470              0.691
445) TXFS_NAP    117.771        0.062              78.532              1.009
446) LOY2_NAP    117.293        0.062              78.594              0.181
447) MDR3_NAP    116.914        0.062              78.656              1.013
448) TXLT_NAP    116.821        0.062              78.718              1.322
449) AVES        115.903        0.061              78.779              0.548
450) MABN_NAP    115.842        0.061              78.841              1.078
451) PBCH_NAP    115.231        0.061              78.902              0.457
452) NEHO_NAP    114.545        0.061              78.962              0.249
453) VALY_NAP    114.346        0.061              79.023              0.268
454) TXES_NAP    114.068        0.060              79.083              0.395
455) ECSD_NAP    113.994        0.060              79.144              0.114
456) LAUD_NAP    113.962        0.060              79.204              0.198
457) NYLC_NAP    113.775        0.060              79.264              0.062
458) LOYA_NAP    113.295        0.060              79.324              0.151
459) TXPC_NAP    112.731        0.060              79.384              1.013
460) COLA_NAP    112.615        0.060              79.444              0.928
461) KSU1_NAP    112.596        0.060              79.503              0.341
462) OKCB_NAP    112.563        0.060              79.563              0.424
463) JCT1_NAP    112.403        0.060              79.622              0.220
464) SG10_NAP    112.346        0.059              79.682              0.477
465) DURH_NAP    112.324        0.059              79.741              0.835
466) TXWL_NAP    112.104        0.059              79.801              0.695
467) OKTU_NAP    111.679        0.059              79.860              0.200
468) OKAN_NAP    111.645        0.059              79.919              0.167
469) NYMC_NAP    111.275        0.059              79.978              0.624
470) SG11_NAP    111.083        0.059              80.037              0.159
471) TXSE_NAP    111.020        0.059              80.096              0.560
472) OKPR_NAP    110.857        0.059              80.154              0.951
473) ICT1_NAP    110.646        0.059              80.213              0.585
474) SG00_NAP    110.384        0.058              80.271              1.091
475) MASH_NAP    109.851        0.058              80.330              1.299
476) SG08_NAP    109.705        0.058              80.388              0.277
477) RED1_NAP    109.699        0.058              80.446              0.686
478) TXUV_NAP    109.312        0.058              80.504              0.586
479) TXVA_NAP    108.913        0.058              80.561              0.589
480) TXKE_NAP    108.907        0.058              80.619              0.729
481) PIER_NAP    108.893        0.058              80.677              0.924
482) TXNO_NAP    108.508        0.057              80.734              0.132
483) NCAL_NAP    107.927        0.057              80.791              0.477
484) LOYP_NAP    107.591        0.057              80.848              0.116
485) ANTO_NAP    106.877        0.057              80.905              1.814
486) TXPS_NAP    106.818        0.057              80.961              0.706
487) GLPT_NAP    106.758        0.057              81.018              0.284
488) NCET_NAP    106.018        0.056              81.074              1.798
489) ODS5_NAP    105.954        0.056              81.130              0.859
490) P802_NAP    105.434        0.056              81.186              0.636
491) RALR_NAP    105.336        0.056              81.242              0.364
492) PACS_NAP    105.266        0.056              81.298              1.000
493) TXCS_NAP    105.159        0.056              81.353              0.980
494) ZFW1_NAP    105.138        0.056              81.409              0.181
495) NCWL_NAP    104.840        0.056              81.464              0.374
496) TXMW_NAP    104.059        0.055              81.520              1.044
497) CHL1_NAP    103.922        0.055              81.575              0.677
498) SG12_NAP    103.890        0.055              81.630              0.156
499) NCTR_NAP    103.603        0.055              81.684              0.571
500) HBRK_NAP    103.098        0.055              81.739              0.647
501) TXOL_NAP    102.770        0.054              81.794              0.422
502) PAFU_NAP    102.690        0.054              81.848              0.022
503) SG05_NAP    102.523        0.054              81.902              0.648
504) ARP3_NAP    102.235        0.054              81.956              2.414
505) PRCG        101.805        0.054              82.010              0.852
506) NJNT_NAP    101.570        0.054              82.064              1.291
507) CAGS_NAP    101.428        0.054              82.118              0.922
508) TXFE_NAP    101.246        0.054              82.171              0.420
509) NCPI_NAP    101.104        0.054              82.225              0.311
510) TXFR_NAP    100.664        0.053              82.278              0.629
511) OKAD_NAP    100.509        0.053              82.331              0.363
512) VALD_NAP    100.107        0.053              82.384              1.451
513) GAST_NAP    99.947        0.053              82.437              0.699
514) SG19_NAP    99.474        0.053              82.490              0.026
515) LOYB_NAP    99.342        0.053              82.543              0.346
516) ORMD_NAP    99.276        0.053              82.595              0.396
517) LOY4_NAP    99.244        0.053              82.648              0.258
518) NC77_NAP    99.123        0.052              82.700              0.481
519) NCMO_NAP    99.096        0.052              82.753              0.411
520) PAFC_NAP    98.985        0.052              82.805              0.572
521) NCSL_NAP    98.920        0.052              82.858              0.382
522) DOBS_NAP    98.822        0.052              82.910              0.920
523) TXSC_NAP    98.042        0.052              82.962              1.910
524) PAWG_NAP    97.938        0.052              83.014              0.126
525) LOYS_NAP    97.891        0.052              83.066              0.104
526) HTCC_NAP    97.662        0.052              83.117              0.107
527) BLKV_NAP    97.343        0.052              83.169              0.547
528) PLTK_NAP    97.057        0.051              83.220              0.481
