
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
59) HALS        521.879        0.276              31.004              0.608
60) AOPR_NAP    514.555        0.272              31.276              0.802
61) WYLC_NAP    506.002        0.268              31.544              0.183
62) LOUP_NAP    496.919        0.263              31.806              0.434
63) RDSD_NAP    492.878        0.261              32.067              1.102
64) P042_NAP    490.978        0.260              32.327              0.512
65) PLTC_NAP    486.676        0.257              32.584              0.251
66) AMC2_NAP    480.826        0.254              32.839              0.349
67) JUNC        473.128        0.250              33.089              0.424
68) ZNY1_NAP    471.547        0.249              33.339              0.328
69) SHER_NAP    466.914        0.247              33.586              0.511
70) SPAU        460.321        0.244              33.829              0.667
71) CTGR_NAP    456.142        0.241              34.070              0.102
72) NMRO_NAP    449.279        0.238              34.308              0.717
73) LCAY_NAP    448.690        0.237              34.546              1.056
74) CN11        443.127        0.234              34.780              0.303
75) CN08_NAP    443.032        0.234              35.014              0.099
76) NHUN_NAP    442.322        0.234              35.248              0.498
77) P054_NAP    436.814        0.231              35.479              0.696
78) CTPU_NAP    431.852        0.228              35.708              0.349
79) PRTJ        427.836        0.226              35.934              0.434
80) CTGU_NAP    425.599        0.225              36.159              0.100
81) WOOD_NAP    424.903        0.225              36.384              0.125
82) LVEG_NAP    423.226        0.224              36.608              1.018
83) P043_NAP    422.455        0.224              36.832              0.467
84) RG12_NAP    413.550        0.219              37.050              0.708
85) LAMT_NAP    409.344        0.217              37.267              0.273
86) JME2_NAP    407.504        0.216              37.483              1.507
87) P038_NAP    403.563        0.214              37.696              0.606
88) CN10        402.455        0.213              37.909              0.348
89) CTEG_NAP    402.286        0.213              38.122              0.118
90) CARM_NAP    401.184        0.212              38.334              0.723
91) RG08_NAP    400.263        0.212              38.546              0.675
92) EDON_NAP    398.286        0.211              38.757              0.672
93) WES2_NAP    391.848        0.207              38.964              0.284
94) RG24_NAP    391.763        0.207              39.171              0.433
95) ZBW1_NAP    391.668        0.207              39.378              0.269
96) CTNE_NAP    380.353        0.201              39.580              0.329
97) WIL1_NAP    379.236        0.201              39.780              0.354
98) CTBR_NAP    374.620        0.198              39.978              0.387
99) BRAE        372.652        0.197              40.176              0.485
100) SCUB        372.134        0.197              40.372              1.323
101) P040_NAP    371.155        0.196              40.569              0.328
102) URIL_NAP    370.197        0.196              40.765              0.399
103) BAIE_NAP    369.166        0.195              40.960              0.995
104) FONT        367.768        0.195              41.155              0.623
105) CTDA_NAP    367.508        0.194              41.349              0.279
106) CTWI_NAP    367.332        0.194              41.543              0.495
107) UWIN        360.001        0.190              41.734              0.518
108) BARA_NAP    358.944        0.190              41.924              1.227
109) NYHS_NAP    355.090        0.188              42.112              0.394
110) NCAS        353.176        0.187              42.298              2.418
111) P776_NAP    351.836        0.186              42.485              0.519
112) NYVH_NAP    351.170        0.186              42.670              0.351
113) NYCI_NAP    351.140        0.186              42.856              0.253
114) P044_NAP    350.174        0.185              43.041              0.290
115) P039_NAP    348.929        0.185              43.226              0.459
116) NYPB_NAP    348.807        0.185              43.411              0.498
117) CHIC_NAP    346.668        0.183              43.594              1.100
118) CMP2_NAP    344.435        0.182              43.776              0.665
119) TXAM_NAP    344.135        0.182              43.958              0.703
120) VTSA_NAP    343.529        0.182              44.140              0.560
121) P070_NAP    340.360        0.180              44.320              0.520
122) VTUV_NAP    339.818        0.180              44.500              0.553
123) NJMT_NAP    339.087        0.179              44.679              0.300
124) GODE_NAP    337.064        0.178              44.858              0.205
125) NYST_NAP    335.963        0.178              45.035              0.633
126) NJGC_NAP    335.732        0.178              45.213              0.047
127) MARJ        334.849        0.177              45.390              0.828
128) MOPR_NAP    333.280        0.176              45.566              1.350
129) MEMA_NAP    331.142        0.175              45.742              0.653
130) RIMO_NAP    328.861        0.174              45.916              1.078
131) TXLU_NAP    328.793        0.174              46.090              0.191
132) NYET_NAP    328.224        0.174              46.263              0.459
133) SJPA_NAP    327.847        0.173              46.437              0.245
134) TRVQ_NAP    327.832        0.173              46.610              0.940
135) PCJB        326.222        0.173              46.783              0.556
136) CN12        322.826        0.171              46.953              0.817
137) PRLT_NAP    322.190        0.170              47.124              1.868
138) NJTR_NAP    321.077        0.170              47.294              0.439
139) NJOC_NAP    320.528        0.170              47.463              0.062
140) NYML_NAP    319.843        0.169              47.633              0.530
141) ANNE_NAP    318.410        0.168              47.801              0.826
142) TXSN_NAP    318.408        0.168              47.969              0.172
143) NYFV_NAP    315.748        0.167              48.136              0.515
144) HELL        303.363        0.160              48.297              1.369
145) VTC1_NAP    302.854        0.160              48.457              0.412
146) LVPL_NAP    301.765        0.160              48.617              0.418
147) TXPE_NAP    301.627        0.160              48.776              1.084
148) SHE2_NAP    297.425        0.157              48.934              0.199
149) GEOG_NAP    294.119        0.156              49.089              1.100
150) CHIB_NAP    293.312        0.155              49.245              0.991
151) PARL_NAP    293.071        0.155              49.400              0.175
152) GOAT        292.743        0.155              49.555              1.008
153) VTD9_NAP    291.802        0.154              49.709              0.587
154) JMEL_NAP    291.194        0.154              49.863              3.498
155) NYON_NAP    290.458        0.154              50.017              0.485
156) NYMD_NAP    289.832        0.153              50.170              0.028
157) NYKT_NAP    288.546        0.153              50.323              0.366
158) NJCM_NAP    287.676        0.152              50.475              0.171
159) MEDX_NAP    282.324        0.149              50.624              0.260
160) NYRH_NAP    281.582        0.149              50.773              0.092
161) NYPD_NAP    281.488        0.149              50.922              0.947
162) P055_NAP    280.269        0.148              51.070              1.792
163) ATRI_NAP    278.791        0.147              51.218              0.756
164) COFE        277.789        0.147              51.365              2.367
165) KNGS_NAP    276.142        0.146              51.511              0.641
166) RG13_NAP    275.426        0.146              51.657              1.188
167) NYIL_NAP    273.540        0.145              51.801              0.678
168) CN30        273.140        0.145              51.946              0.659
169) HEBB_NAP    272.967        0.144              52.090              0.128
170) WHTJ        272.715        0.144              52.235              1.223
171) NYRM_NAP    272.583        0.144              52.379              0.543
172) BOSC        271.974        0.144              52.523              0.368
173) NRC1_NAP    271.771        0.144              52.666              0.595
174) VOIL_NAP    271.267        0.144              52.810              2.247
175) LYCO_NAP    271.012        0.143              52.953              0.352
176) SHEL_NAP    269.843        0.143              53.096              0.905
177) MEPI_NAP    268.570        0.142              53.238              0.139
178) LTWN_NAP    268.192        0.142              53.380              0.154
179) LGNE_NAP    267.266        0.141              53.521              2.485
180) NYHC_NAP    266.690        0.141              53.663              0.588
181) SG07_NAP    262.353        0.139              53.801              0.482
182) STAN        262.111        0.139              53.940              0.510
183) NYBH_NAP    261.977        0.139              54.079              0.490
184) VTOX_NAP    261.458        0.138              54.217              0.799
185) CORB_NAP    260.042        0.138              54.355              0.348
186) BRU1_NAP    259.790        0.137              54.492              0.376
187) CN06_NAP    259.401        0.137              54.629              1.028
188) BSMK_NAP    258.862        0.137              54.766              0.610
189) NYNB_NAP    258.125        0.137              54.903              0.887
190) LAUR_NAP    258.057        0.137              55.039              0.612
191) NYWT_NAP    257.604        0.136              55.176              0.569
192) XMTS_NAP    257.184        0.136              55.312              0.715
193) NYQN_NAP    256.061        0.135              55.447              0.316
194) NJSC_NAP    255.591        0.135              55.582              0.525
195) GTK0_NAP    255.352        0.135              55.717              1.180
196) FMTS_NAP    254.771        0.135              55.852              0.320
197) PNB1_NAP    254.749        0.135              55.987              0.288
198) TXCH_NAP    253.616        0.134              56.121              1.208
199) BARN_NAP    253.234        0.134              56.255              0.874
200) SG06_NAP    252.919        0.134              56.389              0.367
201) WASH_NAP    251.956        0.133              56.522              0.348
202) VTMI_NAP    251.751        0.133              56.655              0.258
203) GAS2_NAP    250.425        0.132              56.788              0.095
204) SROD_NAP    250.266        0.132              56.920              1.141
205) MEGO_NAP    247.642        0.131              57.051              0.711
206) YORK_NAP    247.007        0.131              57.182              0.522
207) MEJD_NAP    246.536        0.130              57.312              0.536
208) P780_NAP    245.599        0.130              57.442              1.102
209) NHCO_NAP    245.578        0.130              57.572              0.581
210) TCUN_NAP    243.661        0.129              57.701              0.495
211) PAMS_NAP    243.607        0.129              57.830              0.547
212) NYMX_NAP    243.035        0.129              57.959              0.542
213) VTBE_NAP    242.938        0.129              58.087              0.288
214) PSU1_NAP    242.361        0.128              58.215              0.222
215) VTDA_NAP    242.117        0.128              58.343              0.348
216) NYRB_NAP    241.670        0.128              58.471              0.923
217) CN27_NAP    240.911        0.127              58.599              1.462
218) NYLV_NAP    240.552        0.127              58.726              0.553
219) MATU_NAP    238.863        0.126              58.852              0.768
220) DGBY_NAP    235.542        0.125              58.977              0.300
221) NJTW_NAP    235.100        0.124              59.101              0.055
222) MOR1_NAP    233.774        0.124              59.225              0.547
223) ALGO_NAP    233.663        0.124              59.349              1.041
224) PSC1_NAP    232.889        0.123              59.472              0.705
225) VTSP_NAP    232.147        0.123              59.595              0.446
226) DEMI_NAP    228.909        0.121              59.716              0.511
227) CN07_NAP    228.373        0.121              59.837              3.009
228) NJWC_NAP    228.110        0.121              59.957              1.907
229) PEDR        227.657        0.120              60.078              1.209
230) NYHL_NAP    226.801        0.120              60.198              0.609
231) GDAC_NAP    224.896        0.119              60.317              0.619
232) TXAB_NAP    224.841        0.119              60.436              0.422
233) NJTP_NAP    224.817        0.119              60.555              0.075
234) MEGR_NAP    224.467        0.119              60.673              0.880
235) TXHR_NAP    224.169        0.119              60.792              0.381
236) MRRN_NAP    223.057        0.118              60.910              0.486
237) PRJC_NAP    221.150        0.117              61.027              1.000
238) WHN5_NAP    220.936        0.117              61.144              0.199
239) NCJA_NAP    219.132        0.116              61.260              1.047
240) HAMP_NAP    217.459        0.115              61.375              1.665
241) DENE_NAP    217.053        0.115              61.490              0.222
242) TXCG_NAP    216.635        0.115              61.604              0.108
243) WHN1_NAP    216.233        0.114              61.719              0.249
244) TXCE_NAP    216.066        0.114              61.833              0.983
245) COVX_NAP    215.783        0.114              61.947              0.250
246) ZDC1_NAP    213.984        0.113              62.060              0.479
247) NJDY_NAP    213.200        0.113              62.173              0.360
248) NYWL_NAP    212.334        0.112              62.286              0.469
249) NYCP_NAP    211.952        0.112              62.398              0.463
250) TXLR_NAP    211.373        0.112              62.510              0.409
251) HNPT_NAP    210.643        0.111              62.621              0.158
252) TXKM_NAP    210.227        0.111              62.732              1.513
253) KEMP        209.628        0.111              62.843              2.066
254) MDO1_NAP    209.286        0.111              62.954              0.691
255) NYCL_NAP    207.064        0.110              63.063              0.632
256) LATU_NAP    206.828        0.109              63.173              0.969
257) DNRC_NAP    206.069        0.109              63.282              0.080
258) PASS_NAP    204.165        0.108              63.390              0.337
259) PRMA_NAP    203.843        0.108              63.498              1.360
260) BARB        202.396        0.107              63.605              1.127
261) TXTU_NAP    202.305        0.107              63.712              0.375
262) MEFR_NAP    202.158        0.107              63.819              0.262
263) MASA_NAP    201.353        0.107              63.925              1.634
264) HVLK_NAP    198.758        0.105              64.030              0.775
265) MERA_NAP    198.009        0.105              64.135              0.638
266) NYCS_NAP    197.520        0.104              64.240              0.557
267) VTRU_NAP    197.022        0.104              64.344              0.695
268) NYWV_NAP    196.557        0.104              64.448              0.657
269) GAIT_NAP    196.538        0.104              64.552              0.047
270) MTGN_NAP    196.175        0.104              64.656              0.088
271) VAGP_NAP    194.735        0.103              64.759              0.236
272) NDMB_NAP    194.359        0.103              64.861              0.943
273) MNTQ_NAP    192.750        0.102              64.963              0.869
274) SHK1_NAP    191.706        0.101              65.065              3.416
275) SAN0        191.627        0.101              65.166              0.872
276) MAMI_NAP    191.197        0.101              65.267              0.328
277) MELI_NAP    191.139        0.101              65.369              0.757
278) IDGO_NAP    189.212        0.100              65.469              0.917
279) CN14_NAP    189.185        0.100              65.569              1.277
280) BATH_NAP    188.606        0.100              65.669              0.354
281) OSPA_NAP    188.400        0.100              65.768              0.801
282) VTD7_NAP    187.985        0.099              65.868              0.714
283) MESP_NAP    187.705        0.099              65.967              0.492
284) BACO_NAP    187.062        0.099              66.066              0.241
285) TXSA_NAP    185.837        0.098              66.164              0.365
286) UNB1_NAP    185.588        0.098              66.262              0.361
287) SOL1_NAP    184.404        0.098              66.360              0.130
288) CAMB_NAP    183.218        0.097              66.457              0.811
289) NYPF_NAP    182.945        0.097              66.554              0.501
290) CN09_NAP    180.677        0.096              66.649              1.167
291) USNO_NAP    180.500        0.095              66.745              0.044
292) MECC_NAP    179.710        0.095              66.840              0.761
293) JAMA        179.501        0.095              66.935              0.814
294) LPOC_NAP    178.978        0.095              67.030              0.639
295) OKLW_NAP    178.892        0.095              67.124              1.178
296) LOYF_NAP    177.490        0.094              67.218              0.152
297) UMBC_NAP    177.399        0.094              67.312              0.138
298) VAWI_NAP    177.191        0.094              67.406              0.428
299) LS03_NAP    176.847        0.094              67.499              0.249
300) TXLL_NAP    175.590        0.093              67.592              0.656
301) NYAB_NAP    175.053        0.093              67.685              0.551
302) GATI_NAP    174.502        0.092              67.777              0.701
303) NCBE_NAP    174.037        0.092              67.869              0.083
304) NYBT_NAP    172.892        0.091              67.961              0.505
305) NEGI_NAP    172.880        0.091              68.052              0.233
306) LOYZ_NAP    172.828        0.091              68.143              0.593
307) CTMA_NAP    171.794        0.091              68.234              0.664
308) NYWG_NAP    170.931        0.090              68.325              0.516
309) NAS0_NAP    170.623        0.090              68.415              1.317
310) TXDR_NAP    170.248        0.090              68.505              0.399
311) TXPD_NAP    170.226        0.090              68.595              0.601
312) MAWM_NAP    169.880        0.090              68.685              0.984
313) JTNT_NAP    169.624        0.090              68.775              0.119
314) SANA        169.340        0.090              68.864              1.096
315) NYFS_NAP    168.450        0.089              68.954              0.320
316) WMOK_NAP    168.250        0.089              69.043              0.298
317) SNFD_NAP    166.917        0.088              69.131              0.325
318) NEMC_NAP    165.918        0.088              69.219              0.826
319) SUM6_NAP    165.870        0.088              69.306              0.725
320) NCCR_NAP    164.681        0.087              69.394              0.331
321) HIPT_NAP    163.646        0.087              69.480              0.495
322) PRCO_NAP    163.363        0.086              69.567              0.532
323) PABT_NAP    163.163        0.086              69.653              0.753
324) LOYO_NAP    163.097        0.086              69.739              0.380
325) TXPM_NAP    163.057        0.086              69.825              0.301
326) NESC_NAP    162.793        0.086              69.912              0.806
327) BAMB        162.041        0.086              69.997              0.968
328) TXMH_NAP    160.578        0.085              70.082              0.890
329) TXKR_NAP    159.322        0.084              70.166              0.498
330) TXWF_NAP    158.776        0.084              70.250              0.298
331) TXST_NAP    158.349        0.084              70.334              0.217
332) PUB1_NAP    158.146        0.084              70.418              0.403
333) PRMI_NAP    158.064        0.084              70.502              0.914
334) SDRC_NAP    157.032        0.083              70.585              0.589
335) SYCN_NAP    155.982        0.083              70.667              0.712
336) TXME_NAP    155.377        0.082              70.749              0.090
337) SG09_NAP    154.800        0.082              70.831              0.067
338) LWX1_NAP    154.365        0.082              70.913              0.086
339) TAMP_NAP    154.324        0.082              70.995              0.501
340) UVFM_NAP    152.992        0.081              71.076              0.240
341) TXTH_NAP    152.816        0.081              71.156              0.129
342) NCFA_NAP    152.471        0.081              71.237              0.409
343) MAPL_NAP    152.343        0.081              71.318              1.707
344) VTEB_NAP    152.266        0.081              71.398              0.546
345) RVDI_NAP    151.268        0.080              71.478              0.288
346) TXHO_NAP    151.202        0.080              71.558              0.681
347) SA03_NAP    150.693        0.080              71.638              0.848
348) TXDL_NAP    150.446        0.080              71.718              0.106
349) VIMS_NAP    150.143        0.079              71.797              0.205
350) TXPY_NAP    149.482        0.079              71.876              2.110
351) NCBU_NAP    149.106        0.079              71.955              0.436
352) NCJV_NAP    147.772        0.078              72.033              0.302
353) NYDV_NAP    147.534        0.078              72.111              0.581
354) NCTA_NAP    147.270        0.078              72.189              0.284
355) ROUY_NAP    147.269        0.078              72.267              1.260
356) TXBU_NAP    147.046        0.078              72.345              0.456
357) TXPR_NAP    146.741        0.078              72.422              2.420
358) LMNO_NAP    146.553        0.078              72.500              0.960
359) EXU0_NAP    146.301        0.077              72.577              0.874
360) BFNY_NAP    145.025        0.077              72.654              0.454
361) LOY8_NAP    144.916        0.077              72.731              0.331
362) NCNA_NAP    144.334        0.076              72.807              0.332
363) TXJC_NAP    144.015        0.076              72.883              0.436
364) MAFA_NAP    144.011        0.076              72.959              0.979
365) ASCS_NAP    143.980        0.076              73.036              0.748
366) PPER_NAP    143.558        0.076              73.112              1.108
367) NYLP_NAP    143.526        0.076              73.188              0.670
368) TSKT_NAP    143.386        0.076              73.263              0.306
369) NYSM_NAP    143.343        0.076              73.339              0.312
370) SG01_NAP    142.775        0.076              73.415              0.424
371) NYHF_NAP    142.511        0.075              73.490              0.507
372) PAPC_NAP    141.876        0.075              73.565              0.160
373) KMPS        141.754        0.075              73.640              2.052
374) TXBK_NAP    141.681        0.075              73.715              0.592
375) NEAP_NAP    141.589        0.075              73.790              0.425
376) NYHB_NAP    141.279        0.075              73.865              0.306
377) NYHM_NAP    140.991        0.075              73.939              1.000
378) TXRL_NAP    140.277        0.074              74.014              1.020
379) OKDT_NAP    140.126        0.074              74.088              1.440
380) NCCA_NAP    139.381        0.074              74.162              0.533
381) WVCV_NAP    139.216        0.074              74.235              4.880
382) SG04_NAP    138.370        0.073              74.308              0.379
383) VARI_NAP    138.164        0.073              74.381              0.545
384) NCRD_NAP    137.399        0.073              74.454              0.333
385) NJBR_NAP    137.113        0.073              74.527              0.204
386) NEDR_NAP    137.075        0.073              74.599              0.308
387) OKAO_NAP    136.582        0.072              74.671              0.451
388) NYNP_NAP    135.310        0.072              74.743              0.651
389) TXVE_NAP    133.990        0.071              74.814              0.550
390) TXBS_NAP    133.471        0.071              74.885              0.836
391) TXDC_NAP    133.400        0.071              74.955              0.280
392) TXCI_NAP    132.920        0.070              75.025              0.158
393) TXWA_NAP    132.838        0.070              75.096              0.384
394) OKSY_NAP    132.827        0.070              75.166              0.952
395) TXEN_NAP    132.818        0.070              75.236              0.439
396) LNIG_NAP    132.375        0.070              75.306              0.416
397) NYNS_NAP    132.318        0.070              75.376              0.798
398) TXSG_NAP    131.879        0.070              75.446              0.068
399) NCSQ_NAP    131.341        0.069              75.516              0.351
400) LOYJ_NAP    131.315        0.069              75.585              0.316
401) NCSF_NAP    130.990        0.069              75.654              0.188
402) NCGO_NAP    130.689        0.069              75.724              0.470
403) FMTY_NAP    130.429        0.069              75.793              0.442
404) NJGT_NAP    130.235        0.069              75.861              0.196
405) CHES_NAP    128.921        0.068              75.930              0.166
406) VAST_NAP    128.604        0.068              75.998              0.258
407) NYSB_NAP    128.535        0.068              76.066              1.510
408) ZMA1_NAP    127.950        0.068              76.133              0.317
409) OKCL_NAP    127.419        0.067              76.201              0.175
410) PWEL_NAP    126.917        0.067              76.268              0.373
411) NCWH_NAP    126.366        0.067              76.335              0.321
412) NCLU_NAP    126.323        0.067              76.402              0.094
413) NCLE_NAP    126.086        0.067              76.468              0.446
414) TXDE_NAP    125.892        0.067              76.535              0.339
415) RIC1_NAP    125.793        0.067              76.601              0.433
416) TXNA_NAP    125.506        0.066              76.668              0.418
417) TXAU_NAP    125.440        0.066              76.734              0.565
418) LS06_NAP    125.286        0.066              76.800              0.385
419) TXBO_NAP    125.162        0.066              76.867              0.543
420) ROJO        125.152        0.066              76.933              0.744
421) ROJO_NAP    124.872        0.066              76.999              0.720
422) VTIP_NAP    124.681        0.066              77.065              1.856
423) LUBB_NAP    124.492        0.066              77.131              0.315
424) ESC2_NAP    123.694        0.065              77.196              0.511
425) GUST_NAP    123.616        0.065              77.262              0.090
426) CN13_NAP    122.758        0.065              77.327              0.624
427) OKBF_NAP    122.688        0.065              77.392              0.385
428) TXCC_NAP    122.082        0.065              77.456              1.057
429) NYFD_NAP    121.304        0.064              77.520              0.376
430) ICT4_NAP    121.278        0.064              77.584              0.337
431) TXBI_NAP    120.819        0.064              77.648              0.114
432) AML5_NAP    120.553        0.064              77.712              0.374
433) NCKN_NAP    120.425        0.064              77.776              0.185
434) KVTX_NAP    120.331        0.064              77.840              1.084
435) BLUX        120.267        0.064              77.903              0.232
436) PRGY_NAP    119.910        0.063              77.967              0.981
437) NCWI_NAP    119.873        0.063              78.030              0.620
438) PAFM_NAP    119.708        0.063              78.093              0.378
439) TXSY_NAP    119.662        0.063              78.157              0.230
440) TXPL_NAP    119.132        0.063              78.220              0.329
441) TXSM_NAP    118.574        0.063              78.282              0.700
442) TXFS_NAP    118.377        0.063              78.345              1.010
443) TCA0_NAP    118.372        0.063              78.408              0.595
444) RWDN_NAP    118.307        0.063              78.470              0.246
445) VTD2_NAP    118.167        0.063              78.533              1.130
446) TXLT_NAP    117.977        0.062              78.595              1.334
447) LOY2_NAP    117.197        0.062              78.657              0.181
448) MDR3_NAP    117.055        0.062              78.719              1.013
449) PBCH_NAP    115.742        0.061              78.780              0.457
450) MABN_NAP    115.655        0.061              78.842              1.080
451) LAUD_NAP    114.514        0.061              78.902              0.193
452) NEHO_NAP    114.456        0.061              78.963              0.250
453) TXES_NAP    114.381        0.061              79.023              0.399
454) VALY_NAP    114.307        0.060              79.084              0.268
455) ECSD_NAP    113.850        0.060              79.144              0.115
456) NYLC_NAP    113.603        0.060              79.204              0.058
457) LOYA_NAP    113.243        0.060              79.264              0.153
458) TXPC_NAP    113.184        0.060              79.324              1.001
459) OKCB_NAP    113.016        0.060              79.384              0.420
460) JCT1_NAP    112.938        0.060              79.443              0.230
461) COLA_NAP    112.726        0.060              79.503              0.928
462) KSU1_NAP    112.463        0.059              79.562              0.339
463) DURH_NAP    112.326        0.059              79.622              0.837
464) SG10_NAP    112.316        0.059              79.681              0.476
465) TXWL_NAP    112.225        0.059              79.741              0.693
466) OKAN_NAP    111.747        0.059              79.800              0.167
467) TXSE_NAP    111.718        0.059              79.859              0.571
468) OKTU_NAP    111.641        0.059              79.918              0.198
469) NYMC_NAP    111.173        0.059              79.977              0.622
470) SG11_NAP    111.067        0.059              80.036              0.159
471) AVES        110.934        0.059              80.094              0.015
472) OKPR_NAP    110.849        0.059              80.153              0.951
473) ICT1_NAP    110.570        0.058              80.211              0.584
474) SG00_NAP    110.479        0.058              80.270              1.091
475) TXUV_NAP    110.054        0.058              80.328              0.600
476) TXVA_NAP    109.724        0.058              80.386              0.589
477) MASH_NAP    109.681        0.058              80.444              1.299
478) SG08_NAP    109.655        0.058              80.502              0.277
479) RED1_NAP    109.582        0.058              80.560              0.685
480) TXKE_NAP    109.202        0.058              80.618              0.733
481) PIER_NAP    108.764        0.058              80.675              0.921
482) TXNO_NAP    108.667        0.057              80.733              0.134
483) PRCG        107.999        0.057              80.790              1.215
484) NCAL_NAP    107.965        0.057              80.847              0.477
485) TXPS_NAP    107.580        0.057              80.904              0.693
486) LOYP_NAP    107.559        0.057              80.961              0.120
487) ANTO_NAP    107.528        0.057              81.018              1.821
488) GLPT_NAP    106.665        0.056              81.074              0.283
489) ODS5_NAP    106.340        0.056              81.131              0.851
490) NCET_NAP    106.091        0.056              81.187              1.799
491) TXCS_NAP    106.006        0.056              81.243              0.996
492) P802_NAP    105.445        0.056              81.299              0.632
493) ZFW1_NAP    105.383        0.056              81.354              0.182
494) RALR_NAP    105.317        0.056              81.410              0.363
495) PACS_NAP    105.199        0.056              81.466              1.000
496) NCWL_NAP    104.808        0.055              81.521              0.372
497) TXMW_NAP    104.283        0.055              81.576              1.047
498) SG12_NAP    103.851        0.055              81.631              0.156
499) CHL1_NAP    103.789        0.055              81.686              0.673
500) NCTR_NAP    103.651        0.055              81.741              0.573
501) HBRK_NAP    103.025        0.055              81.796              0.647
502) ARP3_NAP    103.018        0.055              81.850              2.417
503) TXOL_NAP    102.951        0.054              81.904              0.422
504) SG05_NAP    102.916        0.054              81.959              0.649
505) PAFU_NAP    102.644        0.054              82.013              0.020
506) TXFE_NAP    102.187        0.054              82.067              0.434
507) NJNT_NAP    101.397        0.054              82.121              1.292
508) CAGS_NAP    101.321        0.054              82.175              0.919
509) TXFR_NAP    101.179        0.054              82.228              0.638
510) NCPI_NAP    101.036        0.053              82.282              0.314
511) OKAD_NAP    100.590        0.053              82.335              0.366
512) VALD_NAP    100.117        0.053              82.388              1.453
513) GAST_NAP    100.064        0.053              82.441              0.702
514) ORMD_NAP    99.592        0.053              82.493              0.399
515) SG19_NAP    99.535        0.053              82.546              0.024
516) LOYB_NAP    99.279        0.053              82.599              0.350
517) NC77_NAP    99.213        0.052              82.651              0.484
518) LOY4_NAP    99.166        0.052              82.703              0.260
519) NCMO_NAP    99.146        0.052              82.756              0.412
520) NCSL_NAP    98.932        0.052              82.808              0.381
521) DOBS_NAP    98.908        0.052              82.861              0.923
522) PAFC_NAP    98.885        0.052              82.913              0.569
523) TXSC_NAP    98.372        0.052              82.965              1.917
524) PAWG_NAP    97.884        0.052              83.017              0.125
525) LOYS_NAP    97.835        0.052              83.069              0.107
526) HTCC_NAP    97.582        0.052              83.120              0.106
527) MTNT_NAP    97.444        0.052              83.172              0.889
528) TXTA_NAP    97.432        0.052              83.223              0.360
