
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
134) NYET_NAP    328.633        0.174              46.549              0.462
135) SJPA_NAP    328.418        0.174              46.723              0.245
136) TRVQ_NAP    328.204        0.174              46.896              0.943
137) TXLU_NAP    328.184        0.174              47.070              0.191
138) PRLT_NAP    323.529        0.171              47.242              1.834
139) NJTR_NAP    321.425        0.170              47.412              0.436
140) NJOC_NAP    320.931        0.170              47.582              0.066
141) NYML_NAP    320.200        0.170              47.751              0.532
142) ANNE_NAP    318.686        0.169              47.920              0.829
143) TXSN_NAP    316.936        0.168              48.088              0.172
144) NYFV_NAP    316.140        0.167              48.255              0.518
145) STAN        315.676        0.167              48.422              0.742
146) VTC1_NAP    303.274        0.161              48.583              0.414
147) LVPL_NAP    302.364        0.160              48.743              0.413
148) TXPE_NAP    299.534        0.159              48.902              1.072
149) SHE2_NAP    297.927        0.158              49.059              0.194
150) BOSC        295.629        0.157              49.216              0.365
151) GEOG_NAP    294.498        0.156              49.372              1.104
152) JMEL_NAP    293.551        0.155              49.527              3.699
153) PARL_NAP    293.401        0.155              49.683              0.175
154) CHIB_NAP    293.282        0.155              49.838              0.990
155) VTD9_NAP    292.188        0.155              49.993              0.591
156) NYON_NAP    290.800        0.154              50.147              0.488
157) NYMD_NAP    290.196        0.154              50.300              0.026
158) NYKT_NAP    288.923        0.153              50.453              0.369
159) NJCM_NAP    287.990        0.152              50.606              0.169
160) GOAT        286.526        0.152              50.757              0.774
161) MEDX_NAP    282.757        0.150              50.907              0.263
162) NYRH_NAP    281.986        0.149              51.056              0.094
163) NYPD_NAP    281.776        0.149              51.206              0.949
164) P055_NAP    279.965        0.148              51.354              1.796
165) ATRI_NAP    279.113        0.148              51.502              0.760
166) KNGS_NAP    276.405        0.146              51.648              0.643
167) RG13_NAP    275.095        0.146              51.794              1.190
168) CN30        274.132        0.145              51.939              0.681
169) NYIL_NAP    273.860        0.145              52.084              0.679
170) HEBB_NAP    273.502        0.145              52.229              0.123
171) NYRM_NAP    272.881        0.144              52.373              0.545
172) NRC1_NAP    272.028        0.144              52.517              0.597
173) LYCO_NAP    271.275        0.144              52.661              0.354
174) SHEL_NAP    270.376        0.143              52.804              0.910
175) MEPI_NAP    268.943        0.142              52.946              0.140
176) LTWN_NAP    268.690        0.142              53.089              0.150
177) NYHC_NAP    267.001        0.141              53.230              0.591
178) SG07_NAP    262.779        0.139              53.369              0.487
179) NYBH_NAP    262.265        0.139              53.508              0.492
180) VTOX_NAP    261.818        0.139              53.647              0.802
181) BRU1_NAP    260.207        0.138              53.784              0.381
182) CORB_NAP    260.199        0.138              53.922              0.344
183) HELL        259.851        0.138              54.060              0.429
184) BSMK_NAP    258.787        0.137              54.197              0.613
185) NYNB_NAP    258.470        0.137              54.334              0.888
186) LAUR_NAP    258.265        0.137              54.470              0.614
187) NYWT_NAP    257.864        0.137              54.607              0.570
188) COFE        257.857        0.137              54.743              2.062
189) XMTS_NAP    257.583        0.136              54.880              0.718
190) NYQN_NAP    256.391        0.136              55.016              0.317
191) NJSC_NAP    255.912        0.136              55.151              0.527
192) SROD_NAP    255.554        0.135              55.286              1.162
193) CN06_NAP    255.315        0.135              55.422              0.947
194) PNB1_NAP    255.170        0.135              55.557              0.293
195) FMTS_NAP    255.168        0.135              55.692              0.324
196) GTK0_NAP    254.168        0.135              55.826              1.184
197) BARN_NAP    253.612        0.134              55.961              0.879
198) TXCH_NAP    253.336        0.134              56.095              1.207
199) SG06_NAP    253.274        0.134              56.229              0.371
200) WASH_NAP    252.157        0.134              56.362              0.349
201) VOIL_NAP    252.100        0.133              56.496              1.944
202) VTMI_NAP    252.078        0.133              56.629              0.260
203) GAS2_NAP    250.700        0.133              56.762              0.100
204) MEGO_NAP    248.034        0.131              56.893              0.716
205) YORK_NAP    247.206        0.131              57.024              0.520
206) MEJD_NAP    246.924        0.131              57.155              0.541
207) NHCO_NAP    245.951        0.130              57.285              0.586
208) P780_NAP    245.753        0.130              57.415              1.086
209) LGNE_NAP    245.228        0.130              57.545              1.998
210) PAMS_NAP    243.882        0.129              57.674              0.549
211) NYMX_NAP    243.281        0.129              57.803              0.544
212) TCUN_NAP    243.275        0.129              57.932              0.495
213) VTBE_NAP    243.271        0.129              58.061              0.291
214) PSU1_NAP    242.555        0.128              58.189              0.220
215) VTDA_NAP    242.447        0.128              58.318              0.351
216) NYRB_NAP    241.947        0.128              58.446              0.925
217) NYLV_NAP    240.815        0.128              58.573              0.556
218) MATU_NAP    239.274        0.127              58.700              0.769
219) CN27_NAP    236.561        0.125              58.825              1.480
220) DGBY_NAP    235.978        0.125              58.950              0.308
221) NJTW_NAP    235.371        0.125              59.075              0.055
222) MOR1_NAP    234.115        0.124              59.199              0.552
223) ALGO_NAP    233.798        0.124              59.323              1.042
224) PEDR        233.452        0.124              59.446              1.127
225) PSC1_NAP    233.162        0.123              59.570              0.708
226) VTSP_NAP    232.477        0.123              59.693              0.449
227) DEMI_NAP    229.183        0.121              59.814              0.514
228) NJWC_NAP    228.398        0.121              59.935              1.910
229) CN07_NAP    227.309        0.120              60.055              2.911
230) NYHL_NAP    227.032        0.120              60.176              0.611
231) NJTP_NAP    225.093        0.119              60.295              0.077
232) GDAC_NAP    224.825        0.119              60.414              0.618
233) MEGR_NAP    224.788        0.119              60.533              0.883
234) TXAB_NAP    224.352        0.119              60.652              0.418
235) TXHR_NAP    223.867        0.119              60.770              0.378
236) MRRN_NAP    223.117        0.118              60.888              0.486
237) PRJC_NAP    221.695        0.117              61.006              0.983
238) WHN5_NAP    220.928        0.117              61.123              0.200
239) NCJA_NAP    219.096        0.116              61.239              1.041
240) HAMP_NAP    217.715        0.115              61.354              1.666
241) DENE_NAP    217.269        0.115              61.469              0.219
242) KEMP        216.735        0.115              61.584              1.987
243) TXCG_NAP    216.419        0.115              61.698              0.111
244) WHN1_NAP    216.227        0.114              61.813              0.250
245) COVX_NAP    215.976        0.114              61.927              0.256
246) TXCE_NAP    215.303        0.114              62.041              0.978
247) ZDC1_NAP    214.187        0.113              62.155              0.482
248) NJDY_NAP    213.452        0.113              62.268              0.361
249) NYWL_NAP    212.538        0.113              62.380              0.471
250) NYCP_NAP    212.149        0.112              62.492              0.465
251) HNPT_NAP    210.840        0.112              62.604              0.162
252) TXKM_NAP    209.597        0.111              62.715              1.507
253) TXLR_NAP    209.568        0.111              62.826              0.401
254) MDO1_NAP    208.186        0.110              62.936              0.684
255) NYCL_NAP    207.278        0.110              63.046              0.634
256) LATU_NAP    206.996        0.110              63.156              0.970
257) DNRC_NAP    206.283        0.109              63.265              0.082
258) PASS_NAP    204.383        0.108              63.373              0.340
259) BARB        204.049        0.108              63.481              1.099
260) PRMA_NAP    203.321        0.108              63.589              1.380
261) MEFR_NAP    202.462        0.107              63.696              0.263
262) TXTU_NAP    202.035        0.107              63.803              0.373
263) MASA_NAP    201.666        0.107              63.910              1.632
264) HVLK_NAP    198.826        0.105              64.015              0.776
265) MERA_NAP    198.290        0.105              64.120              0.641
266) NYCS_NAP    197.766        0.105              64.225              0.559
267) VTRU_NAP    197.286        0.104              64.329              0.699
268) NYWV_NAP    196.756        0.104              64.433              0.659
269) GAIT_NAP    196.696        0.104              64.537              0.045
270) MTGN_NAP    196.541        0.104              64.642              0.092
271) VAGP_NAP    194.857        0.103              64.745              0.231
272) SAN0        194.640        0.103              64.848              0.631
273) NDMB_NAP    194.123        0.103              64.951              0.947
274) MNTQ_NAP    192.984        0.102              65.053              0.873
275) SHK1_NAP    191.812        0.102              65.154              3.413
276) MAMI_NAP    191.499        0.101              65.256              0.330
277) MELI_NAP    191.438        0.101              65.357              0.751
278) JAMA        189.058        0.100              65.457              0.542
279) BATH_NAP    188.854        0.100              65.557              0.355
280) OSPA_NAP    188.581        0.100              65.657              0.803
281) CN14_NAP    188.491        0.100              65.757              1.280
282) VTD7_NAP    188.252        0.100              65.857              0.717
283) MESP_NAP    187.993        0.100              65.956              0.497
284) BACO_NAP    187.218        0.099              66.055              0.238
285) UNB1_NAP    185.883        0.098              66.154              0.357
286) TXSA_NAP    185.261        0.098              66.252              0.359
287) SOL1_NAP    184.564        0.098              66.349              0.129
288) IDGO_NAP    184.132        0.097              66.447              0.903
289) CAMB_NAP    183.557        0.097              66.544              0.804
290) NYPF_NAP    183.099        0.097              66.641              0.503
291) USNO_NAP    180.646        0.096              66.737              0.044
292) MECC_NAP    179.997        0.095              66.832              0.758
293) LPOC_NAP    179.181        0.095              66.927              0.643
294) OKLW_NAP    178.726        0.095              67.022              1.176
295) LOYF_NAP    177.654        0.094              67.116              0.152
296) UMBC_NAP    177.553        0.094              67.210              0.135
297) VAWI_NAP    177.356        0.094              67.304              0.425
298) LS03_NAP    176.959        0.094              67.397              0.244
299) NYAB_NAP    175.283        0.093              67.490              0.554
300) TXLL_NAP    174.936        0.093              67.583              0.649
301) GATI_NAP    174.671        0.092              67.675              0.703
302) NCBE_NAP    174.105        0.092              67.767              0.088
303) NEGI_NAP    173.034        0.092              67.859              0.234
304) NYBT_NAP    173.020        0.092              67.951              0.506
305) LOYZ_NAP    172.902        0.092              68.042              0.588
306) SANA        172.182        0.091              68.133              0.891
307) CTMA_NAP    172.043        0.091              68.224              0.659
308) CN09_NAP    171.435        0.091              68.315              1.045
309) NYWG_NAP    171.096        0.091              68.406              0.518
310) MAWM_NAP    170.134        0.090              68.496              0.984
311) TXPD_NAP    170.004        0.090              68.586              0.598
312) NAS0_NAP    169.840        0.090              68.676              1.317
313) TXDR_NAP    169.334        0.090              68.765              0.393
314) JTNT_NAP    169.287        0.090              68.855              0.122
315) NYFS_NAP    168.583        0.089              68.944              0.321
316) WMOK_NAP    168.117        0.089              69.033              0.296
317) SNFD_NAP    166.939        0.088              69.122              0.327
318) NEMC_NAP    165.991        0.088              69.210              0.827
319) SUM6_NAP    165.644        0.088              69.297              0.726
320) NCCR_NAP    164.794        0.087              69.385              0.332
321) HIPT_NAP    163.613        0.087              69.471              0.494
322) PABT_NAP    163.332        0.086              69.558              0.755
323) PRCO_NAP    163.313        0.086              69.644              0.534
324) LOYO_NAP    163.195        0.086              69.731              0.377
325) TXPM_NAP    162.940        0.086              69.817              0.302
326) NESC_NAP    162.770        0.086              69.903              0.805
327) BAMB        160.522        0.085              69.988              1.344
328) TXMH_NAP    160.048        0.085              70.073              0.883
329) TXKR_NAP    158.608        0.084              70.157              0.490
330) TXWF_NAP    158.590        0.084              70.241              0.297
331) PRMI_NAP    158.582        0.084              70.325              0.920
332) PUB1_NAP    158.023        0.084              70.408              0.404
333) TXST_NAP    157.984        0.084              70.492              0.215
334) SDRC_NAP    157.007        0.083              70.575              0.589
335) SYCN_NAP    156.140        0.083              70.658              0.713
336) TXME_NAP    155.221        0.082              70.740              0.092
337) SG09_NAP    154.805        0.082              70.822              0.068
338) LWX1_NAP    154.476        0.082              70.904              0.083
339) UVFM_NAP    153.040        0.081              70.985              0.237
340) MAPL_NAP    152.599        0.081              71.066              1.704
341) TXTH_NAP    152.561        0.081              71.146              0.126
342) VTEB_NAP    152.457        0.081              71.227              0.550
343) NCFA_NAP    152.452        0.081              71.308              0.407
344) RVDI_NAP    151.474        0.080              71.388              0.292
345) SA03_NAP    150.902        0.080              71.468              0.852
346) TXHO_NAP    150.385        0.080              71.548              0.671
347) TXDL_NAP    150.309        0.080              71.627              0.104
348) VIMS_NAP    150.271        0.080              71.707              0.201
349) TAMP_NAP    149.455        0.079              71.786              0.543
350) TXPY_NAP    149.431        0.079              71.865              2.110
351) NCBU_NAP    149.117        0.079              71.944              0.436
352) NCJV_NAP    147.812        0.078              72.022              0.303
353) NYDV_NAP    147.656        0.078              72.100              0.582
354) NCTA_NAP    147.347        0.078              72.178              0.287
355) ROUY_NAP    147.253        0.078              72.256              1.259
356) LMNO_NAP    146.609        0.078              72.334              0.962
357) TXBU_NAP    146.496        0.078              72.412              0.450
358) EXU0_NAP    145.247        0.077              72.488              0.887
359) BFNY_NAP    145.112        0.077              72.565              0.454
360) LOY8_NAP    145.039        0.077              72.642              0.333
361) TXPR_NAP    144.891        0.077              72.719              2.434
362) NCNA_NAP    144.401        0.076              72.795              0.335
363) MAFA_NAP    144.258        0.076              72.872              0.976
364) ASCS_NAP    144.097        0.076              72.948              0.748
365) PPER_NAP    143.684        0.076              73.024              1.109
366) TSKT_NAP    143.661        0.076              73.100              0.314
367) NYLP_NAP    143.615        0.076              73.176              0.671
368) NYSM_NAP    143.442        0.076              73.252              0.313
369) TXJC_NAP    143.408        0.076              73.328              0.430
370) SG01_NAP    142.800        0.076              73.404              0.424
371) NYHF_NAP    142.699        0.076              73.479              0.510
372) PAPC_NAP    141.990        0.075              73.554              0.162
373) NEAP_NAP    141.667        0.075              73.629              0.425
374) NYHB_NAP    141.376        0.075              73.704              0.307
375) NYHM_NAP    141.154        0.075              73.779              1.002
376) TXBK_NAP    140.920        0.075              73.854              0.581
377) OKDT_NAP    140.067        0.074              73.928              1.438
378) TXRL_NAP    139.897        0.074              74.002              1.015
379) NCCA_NAP    139.358        0.074              74.076              0.532
380) WVCV_NAP    139.162        0.074              74.149              4.878
381) SG04_NAP    138.434        0.073              74.223              0.380
382) VARI_NAP    138.229        0.073              74.296              0.542
383) NCRD_NAP    137.470        0.073              74.369              0.337
384) NJBR_NAP    137.256        0.073              74.441              0.200
385) NEDR_NAP    137.239        0.073              74.514              0.309
386) OKAO_NAP    136.493        0.072              74.586              0.449
387) NYNP_NAP    135.487        0.072              74.658              0.655
388) TXVE_NAP    133.845        0.071              74.729              0.549
389) TXDC_NAP    133.190        0.071              74.799              0.278
390) TXBS_NAP    132.868        0.070              74.870              0.831
391) TXCI_NAP    132.853        0.070              74.940              0.159
392) OKSY_NAP    132.739        0.070              75.010              0.952
393) NYNS_NAP    132.452        0.070              75.080              0.800
394) TXWA_NAP    132.441        0.070              75.151              0.380
395) TXEN_NAP    132.389        0.070              75.221              0.432
396) TXSG_NAP    131.641        0.070              75.290              0.071
397) NCSQ_NAP    131.415        0.070              75.360              0.351
398) LOYJ_NAP    131.389        0.070              75.430              0.314
399) NCSF_NAP    131.026        0.069              75.499              0.190
400) NCGO_NAP    130.684        0.069              75.568              0.466
401) LNIG_NAP    130.559        0.069              75.637              0.414
402) NJGT_NAP    130.396        0.069              75.706              0.199
403) ROJO        129.591        0.069              75.775              0.893
404) ROJO_NAP    129.316        0.068              75.843              0.890
405) CHES_NAP    129.063        0.068              75.912              0.170
406) FMTY_NAP    128.802        0.068              75.980              0.429
407) NYSB_NAP    128.680        0.068              76.048              1.507
408) VAST_NAP    128.658        0.068              76.116              0.258
409) OKCL_NAP    127.371        0.067              76.184              0.177
410) ZMA1_NAP    127.357        0.067              76.251              0.319
411) PWEL_NAP    126.991        0.067              76.318              0.374
412) NCWH_NAP    126.320        0.067              76.385              0.317
413) NCLU_NAP    126.297        0.067              76.452              0.089
414) NCLE_NAP    126.051        0.067              76.519              0.444
415) RIC1_NAP    125.841        0.067              76.585              0.429
416) TXDE_NAP    125.713        0.067              76.652              0.340
417) LS06_NAP    125.332        0.066              76.718              0.385
418) TXNA_NAP    125.187        0.066              76.785              0.415
419) TXAU_NAP    124.899        0.066              76.851              0.559
420) VTIP_NAP    124.836        0.066              76.917              1.858
421) TXBO_NAP    124.559        0.066              76.983              0.535
422) LUBB_NAP    124.263        0.066              77.049              0.319
423) ESC2_NAP    123.875        0.066              77.114              0.508
424) GUST_NAP    123.658        0.065              77.180              0.090
425) OKBF_NAP    122.676        0.065              77.245              0.384
426) CN13_NAP    122.281        0.065              77.309              0.631
427) KMPS        121.943        0.065              77.374              0.575
428) NYFD_NAP    121.372        0.064              77.438              0.376
429) ICT4_NAP    121.343        0.064              77.502              0.338
430) TXCC_NAP    121.014        0.064              77.567              1.045
431) BLUX        120.663        0.064              77.630              0.211
432) TXBI_NAP    120.486        0.064              77.694              0.109
433) NCKN_NAP    120.426        0.064              77.758              0.181
434) AML5_NAP    120.420        0.064              77.822              0.373
435) PRGY_NAP    120.173        0.064              77.885              0.989
436) NCWI_NAP    119.913        0.063              77.949              0.617
437) PAFM_NAP    119.809        0.063              78.012              0.380
438) TXSY_NAP    119.491        0.063              78.076              0.227
439) KVTX_NAP    119.240        0.063              78.139              1.070
440) TXPL_NAP    118.407        0.063              78.201              0.321
441) RWDN_NAP    118.355        0.063              78.264              0.245
442) VTD2_NAP    118.336        0.063              78.327              1.126
443) TXSM_NAP    117.999        0.062              78.389              0.692
444) TCA0_NAP    117.995        0.062              78.452              0.598
445) TXFS_NAP    117.870        0.062              78.514              1.009
446) LOY2_NAP    117.285        0.062              78.576              0.180
447) TXLT_NAP    117.013        0.062              78.638              1.324
448) MDR3_NAP    116.939        0.062              78.700              1.013
449) MABN_NAP    115.820        0.061              78.761              1.078
450) PBCH_NAP    115.289        0.061              78.822              0.457
451) AVES        115.207        0.061              78.883              0.463
452) NEHO_NAP    114.533        0.061              78.944              0.249
453) VALY_NAP    114.347        0.061              79.005              0.268
454) TXES_NAP    114.121        0.060              79.065              0.395
455) LAUD_NAP    114.025        0.060              79.125              0.197
456) ECSD_NAP    113.973        0.060              79.186              0.114
457) NYLC_NAP    113.756        0.060              79.246              0.061
458) LOYA_NAP    113.294        0.060              79.306              0.151
459) TXPC_NAP    112.801        0.060              79.366              1.011
460) COLA_NAP    112.634        0.060              79.425              0.928
461) OKCB_NAP    112.615        0.060              79.485              0.424
462) KSU1_NAP    112.577        0.060              79.545              0.340
463) JCT1_NAP    112.491        0.060              79.604              0.222
464) SG10_NAP    112.344        0.059              79.664              0.477
465) DURH_NAP    112.330        0.059              79.723              0.836
466) TXWL_NAP    112.125        0.059              79.782              0.695
467) OKTU_NAP    111.676        0.059              79.842              0.200
468) OKAN_NAP    111.665        0.059              79.901              0.167
469) NYMC_NAP    111.266        0.059              79.960              0.624
470) TXSE_NAP    111.136        0.059              80.018              0.562
471) SG11_NAP    111.083        0.059              80.077              0.159
472) OKPR_NAP    110.858        0.059              80.136              0.951
473) ICT1_NAP    110.637        0.059              80.195              0.585
474) SG00_NAP    110.403        0.058              80.253              1.091
475) MASH_NAP    109.831        0.058              80.311              1.299
476) SG08_NAP    109.699        0.058              80.369              0.277
477) RED1_NAP    109.688        0.058              80.427              0.686
478) TXUV_NAP    109.434        0.058              80.485              0.588
479) TXVA_NAP    109.045        0.058              80.543              0.589
480) TXKE_NAP    108.957        0.058              80.601              0.730
481) PIER_NAP    108.879        0.058              80.658              0.923
482) TXNO_NAP    108.536        0.057              80.716              0.132
483) NCAL_NAP    107.937        0.057              80.773              0.477
484) LOYP_NAP    107.593        0.057              80.830              0.116
485) ANTO_NAP    106.986        0.057              80.887              1.815
486) TXPS_NAP    106.943        0.057              80.943              0.704
487) GLPT_NAP    106.750        0.057              81.000              0.284
488) NCET_NAP    106.033        0.056              81.056              1.798
489) ODS5_NAP    106.017        0.056              81.112              0.858
490) P802_NAP    105.438        0.056              81.168              0.635
491) RALR_NAP    105.338        0.056              81.224              0.364
492) TXCS_NAP    105.298        0.056              81.279              0.982
493) PACS_NAP    105.262        0.056              81.335              1.000
494) ZFW1_NAP    105.180        0.056              81.391              0.181
495) NCWL_NAP    104.841        0.056              81.446              0.374
496) TXMW_NAP    104.098        0.055              81.501              1.044
497) CHL1_NAP    103.909        0.055              81.556              0.677
498) SG12_NAP    103.885        0.055              81.611              0.156
499) NCTR_NAP    103.614        0.055              81.666              0.572
500) HBRK_NAP    103.088        0.055              81.721              0.647
501) TXOL_NAP    102.802        0.054              81.775              0.422
502) PAFU_NAP    102.690        0.054              81.830              0.022
503) SG05_NAP    102.570        0.054              81.884              0.648
504) ARP3_NAP    102.370        0.054              81.938              2.415
505) NJNT_NAP    101.550        0.054              81.992              1.291
506) PRCG        101.515        0.054              82.046              0.821
507) CAGS_NAP    101.416        0.054              82.099              0.921
508) TXFE_NAP    101.400        0.054              82.153              0.422
509) NCPI_NAP    101.099        0.054              82.207              0.311
510) TXFR_NAP    100.749        0.053              82.260              0.630
511) OKAD_NAP    100.524        0.053              82.313              0.363
512) VALD_NAP    100.110        0.053              82.366              1.452
513) GAST_NAP    99.969        0.053              82.419              0.699
514) SG19_NAP    99.486        0.053              82.472              0.025
515) LOYB_NAP    99.339        0.053              82.524              0.346
516) ORMD_NAP    99.315        0.053              82.577              0.396
517) LOY4_NAP    99.239        0.053              82.630              0.258
518) NC77_NAP    99.140        0.052              82.682              0.482
519) NCMO_NAP    99.108        0.052              82.735              0.411
520) PAFC_NAP    98.976        0.052              82.787              0.571
521) NCSL_NAP    98.924        0.052              82.839              0.381
522) DOBS_NAP    98.840        0.052              82.892              0.921
523) PYRA        98.797        0.052              82.944              1.494
524) TXSC_NAP    98.097        0.052              82.996              1.912
525) PAWG_NAP    97.936        0.052              83.048              0.126
526) LOYS_NAP    97.889        0.052              83.100              0.105
527) HTCC_NAP    97.657        0.052              83.151              0.107
528) BLKV_NAP    97.354        0.052              83.203              0.547
