
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
38) BARH_NAP    686.278        0.363              24.316              0.225
39) PLND        681.962        0.361              24.677              0.170
40) MNRO        679.280        0.360              25.037              0.136
41) ALEX        678.096        0.359              25.396              0.296
42) SPED_NAP    674.451        0.357              25.753              0.609
43) WARF        660.193        0.350              26.103              0.549
44) DISC        651.440        0.345              26.447              0.458
45) HALS        624.952        0.331              26.778              0.713
46) VCAP_NAP    619.426        0.328              27.106              0.560
47) LINS        595.091        0.315              27.421              0.655
48) MRA2_NAP    589.037        0.312              27.733              0.504
49) MRNT        582.478        0.308              28.042              0.387
50) LION        575.902        0.305              28.347              1.147
51) KNGJ        561.103        0.297              28.644              0.601
52) FRDN_NAP    554.803        0.294              28.938              0.355
53) NUTF        552.901        0.293              29.230              0.545
54) NEGR        539.321        0.286              29.516              1.908
55) CASL        518.778        0.275              29.791              0.238
56) AOPR_NAP    514.990        0.273              30.063              0.798
57) WYLC_NAP    505.503        0.268              30.331              0.186
58) MORA        498.313        0.264              30.595              0.538
59) SPAU        497.851        0.264              30.858              0.400
60) LOUP_NAP    497.309        0.263              31.122              0.438
61) P042_NAP    490.506        0.260              31.381              0.515
62) PLTC_NAP    486.152        0.257              31.639              0.254
63) RDSD_NAP    483.758        0.256              31.895              1.131
64) AMC2_NAP    480.226        0.254              32.149              0.351
65) JUNC        478.230        0.253              32.402              0.455
66) ZNY1_NAP    472.184        0.250              32.652              0.331
67) MANC        471.582        0.250              32.902              0.433
68) FALM        467.956        0.248              33.150              0.517
69) SHER_NAP    467.423        0.247              33.397              0.514
70) CN08_NAP    461.227        0.244              33.642              0.394
71) CN11        460.039        0.244              33.885              0.565
72) LUCE        459.473        0.243              34.128              1.438
73) CTGR_NAP    456.800        0.242              34.370              0.106
74) NMRO_NAP    447.700        0.237              34.607              0.713
75) NHUN_NAP    442.966        0.235              34.842              0.503
76) LVEG_NAP    440.434        0.233              35.075              1.081
77) P054_NAP    436.281        0.231              35.306              0.700
78) FONT        435.158        0.230              35.537              0.818
79) CTPU_NAP    432.474        0.229              35.766              0.353
80) LCAY_NAP    429.813        0.228              35.993              1.243
81) NCAS        427.181        0.226              36.219              0.304
82) CTGU_NAP    426.187        0.226              36.445              0.104
83) UWIN        426.076        0.226              36.671              0.763
84) WOOD_NAP    425.447        0.225              36.896              0.124
85) P043_NAP    422.105        0.223              37.119              0.470
86) RG12_NAP    412.691        0.219              37.338              0.711
87) CN10        412.377        0.218              37.556              0.531
88) LAMT_NAP    409.856        0.217              37.773              0.276
89) JME2_NAP    407.867        0.216              37.989              1.615
90) CTEG_NAP    402.834        0.213              38.202              0.122
91) P038_NAP    402.554        0.213              38.416              0.607
92) CARM_NAP    401.649        0.213              38.628              0.728
93) EDON_NAP    398.631        0.211              38.839              0.669
94) RG08_NAP    398.567        0.211              39.050              0.669
95) WES2_NAP    392.414        0.208              39.258              0.286
96) ZBW1_NAP    392.229        0.208              39.466              0.272
97) RG24_NAP    391.123        0.207              39.673              0.436
98) CTNE_NAP    380.875        0.202              39.875              0.330
99) WIL1_NAP    379.624        0.201              40.076              0.356
100) CN12        376.249        0.199              40.275              0.198
101) CTBR_NAP    375.108        0.199              40.473              0.390
102) PRTJ        373.174        0.198              40.671              0.927
103) P040_NAP    370.828        0.196              40.867              0.329
104) URIL_NAP    370.751        0.196              41.064              0.401
105) BAIE_NAP    369.303        0.196              41.259              0.997
106) CTDA_NAP    367.986        0.195              41.454              0.283
107) CTWI_NAP    367.820        0.195              41.649              0.499
108) BRAE        360.066        0.191              41.839              0.350
109) MARJ        356.108        0.189              42.028              0.790
110) BARA_NAP    356.061        0.189              42.216              1.103
111) NYHS_NAP    355.533        0.188              42.405              0.397
112) P776_NAP    352.322        0.187              42.591              0.523
113) NYVH_NAP    351.618        0.186              42.777              0.353
114) NYCI_NAP    351.605        0.186              42.964              0.256
115) P044_NAP    349.944        0.185              43.149              0.292
116) NYPB_NAP    349.175        0.185              43.334              0.501
117) WHTJ        348.866        0.185              43.519              0.732
118) P039_NAP    348.420        0.184              43.703              0.459
119) PCJB        347.684        0.184              43.887              0.246
120) SCUB        346.980        0.184              44.071              1.351
121) CHIC_NAP    346.804        0.184              44.254              1.101
122) CMP2_NAP    344.731        0.183              44.437              0.668
123) VTSA_NAP    343.901        0.182              44.619              0.563
124) TXAM_NAP    343.599        0.182              44.801              0.702
125) VTUV_NAP    340.179        0.180              44.981              0.554
126) P070_NAP    339.629        0.180              45.161              0.523
127) NJMT_NAP    339.486        0.180              45.341              0.301
128) GODE_NAP    337.343        0.179              45.519              0.203
129) NYST_NAP    336.359        0.178              45.697              0.636
130) NJGC_NAP    336.099        0.178              45.875              0.044
131) MOPR_NAP    334.049        0.177              46.052              1.364
132) MEMA_NAP    331.660        0.176              46.228              0.659
133) RIMO_NAP    329.052        0.174              46.402              1.078
134) NYET_NAP    328.583        0.174              46.576              0.461
135) SJPA_NAP    328.355        0.174              46.750              0.245
136) TRVQ_NAP    328.125        0.174              46.924              0.943
137) TXLU_NAP    328.007        0.174              47.097              0.192
138) PRLT_NAP    323.660        0.171              47.269              1.832
139) NJTR_NAP    321.425        0.170              47.439              0.437
140) NJOC_NAP    320.917        0.170              47.609              0.065
141) NYML_NAP    320.144        0.170              47.778              0.531
142) ANNE_NAP    318.558        0.169              47.947              0.827
143) TXSN_NAP    316.755        0.168              48.115              0.176
144) NYFV_NAP    316.104        0.167              48.282              0.517
145) STAN        314.087        0.166              48.448              0.734
146) VTC1_NAP    303.238        0.161              48.609              0.415
147) LVPL_NAP    302.319        0.160              48.769              0.413
148) BOSC        300.028        0.159              48.928              0.358
149) TXPE_NAP    299.416        0.159              49.086              1.077
150) SHE2_NAP    297.860        0.158              49.244              0.194
151) GEOG_NAP    294.431        0.156              49.400              1.103
152) JMEL_NAP    293.600        0.155              49.555              3.674
153) PARL_NAP    293.394        0.155              49.711              0.176
154) CHIB_NAP    293.115        0.155              49.866              0.989
155) VTD9_NAP    292.137        0.155              50.021              0.590
156) NYON_NAP    290.774        0.154              50.175              0.488
157) NYMD_NAP    290.178        0.154              50.328              0.026
158) NYKT_NAP    288.901        0.153              50.481              0.369
159) NJCM_NAP    287.985        0.152              50.634              0.170
160) GOAT        286.989        0.152              50.786              0.745
161) MEDX_NAP    282.705        0.150              50.935              0.262
162) NYRH_NAP    281.969        0.149              51.085              0.094
163) NYPD_NAP    281.728        0.149              51.234              0.948
164) P055_NAP    279.806        0.148              51.382              1.797
165) ATRI_NAP    279.038        0.148              51.530              0.759
166) KNGS_NAP    276.367        0.146              51.676              0.643
167) RG13_NAP    274.974        0.146              51.822              1.193
168) CN30        274.218        0.145              51.967              0.675
169) NYIL_NAP    273.819        0.145              52.112              0.678
170) HEBB_NAP    273.460        0.145              52.257              0.124
171) NYRM_NAP    272.849        0.144              52.401              0.545
172) NRC1_NAP    271.974        0.144              52.545              0.596
173) LYCO_NAP    271.257        0.144              52.689              0.353
174) SHEL_NAP    270.332        0.143              52.832              0.909
175) MEPI_NAP    268.875        0.142              52.974              0.139
176) LTWN_NAP    268.642        0.142              53.117              0.149
177) NYHC_NAP    266.981        0.141              53.258              0.590
178) SG07_NAP    262.735        0.139              53.397              0.487
179) NYBH_NAP    262.243        0.139              53.536              0.492
180) VTOX_NAP    261.776        0.139              53.674              0.801
181) CORB_NAP    260.205        0.138              53.812              0.345
182) BRU1_NAP    260.170        0.138              53.950              0.380
183) HELL        259.103        0.137              54.087              0.451
184) BSMK_NAP    258.660        0.137              54.224              0.613
185) NYNB_NAP    258.442        0.137              54.361              0.887
186) LAUR_NAP    258.196        0.137              54.498              0.613
187) NYWT_NAP    257.829        0.137              54.634              0.570
188) XMTS_NAP    257.565        0.136              54.771              0.719
189) NYQN_NAP    256.381        0.136              54.906              0.318
190) NJSC_NAP    255.891        0.135              55.042              0.526
191) SROD_NAP    255.531        0.135              55.177              1.161
192) CN06_NAP    255.388        0.135              55.312              0.951
193) FMTS_NAP    255.145        0.135              55.447              0.324
194) PNB1_NAP    255.129        0.135              55.583              0.292
195) GTK0_NAP    254.026        0.135              55.717              1.183
196) BARN_NAP    253.576        0.134              55.851              0.878
197) SG06_NAP    253.258        0.134              55.985              0.371
198) TXCH_NAP    253.195        0.134              56.119              1.206
199) WASH_NAP    252.156        0.134              56.253              0.349
200) VTMI_NAP    252.041        0.133              56.386              0.259
201) VOIL_NAP    251.725        0.133              56.520              1.965
202) GAS2_NAP    250.608        0.133              56.652              0.098
203) MEGO_NAP    248.003        0.131              56.784              0.716
204) YORK_NAP    247.213        0.131              56.915              0.520
205) MEJD_NAP    246.884        0.131              57.045              0.541
206) NHCO_NAP    245.922        0.130              57.176              0.585
207) COFE        245.738        0.130              57.306              1.900
208) P780_NAP    245.707        0.130              57.436              1.086
209) LGNE_NAP    244.876        0.130              57.565              1.995
210) PAMS_NAP    243.874        0.129              57.695              0.549
211) NYMX_NAP    243.253        0.129              57.823              0.544
212) VTBE_NAP    243.243        0.129              57.952              0.291
213) TCUN_NAP    243.142        0.129              58.081              0.497
214) PSU1_NAP    242.551        0.128              58.209              0.220
215) VTDA_NAP    242.417        0.128              58.338              0.350
216) NYRB_NAP    241.907        0.128              58.466              0.924
217) NYLV_NAP    240.786        0.127              58.593              0.555
218) MATU_NAP    239.247        0.127              58.720              0.768
219) CN27_NAP    236.390        0.125              58.845              1.481
220) DGBY_NAP    235.940        0.125              58.970              0.307
221) NJTW_NAP    235.363        0.125              59.095              0.056
222) PEDR        234.749        0.124              59.219              1.161
223) MOR1_NAP    234.098        0.124              59.343              0.551
224) ALGO_NAP    233.743        0.124              59.467              1.042
225) PSC1_NAP    233.126        0.123              59.590              0.707
226) VTSP_NAP    232.451        0.123              59.713              0.449
227) DEMI_NAP    229.167        0.121              59.834              0.513
228) NJWC_NAP    228.360        0.121              59.955              1.909
229) CN07_NAP    227.266        0.120              60.076              2.912
230) NYHL_NAP    226.997        0.120              60.196              0.610
231) NJTP_NAP    225.083        0.119              60.315              0.077
232) MEGR_NAP    224.741        0.119              60.434              0.882
233) GDAC_NAP    224.702        0.119              60.553              0.617
234) TXAB_NAP    224.238        0.119              60.672              0.417
235) TXHR_NAP    223.738        0.118              60.790              0.377
236) MRRN_NAP    223.006        0.118              60.908              0.485
237) PRJC_NAP    221.710        0.117              61.026              0.983
238) WHN5_NAP    220.812        0.117              61.143              0.201
239) NCJA_NAP    219.122        0.116              61.259              1.043
240) KEMP        218.663        0.116              61.374              2.174
241) HAMP_NAP    217.725        0.115              61.490              1.666
242) DENE_NAP    217.267        0.115              61.605              0.220
243) TXCG_NAP    216.295        0.115              61.719              0.112
244) WHN1_NAP    216.111        0.114              61.834              0.250
245) COVX_NAP    215.968        0.114              61.948              0.254
246) TXCE_NAP    215.215        0.114              62.062              0.980
247) ZDC1_NAP    214.171        0.113              62.175              0.481
248) NJDY_NAP    213.447        0.113              62.288              0.361
249) NYWL_NAP    212.519        0.113              62.401              0.471
250) NYCP_NAP    212.131        0.112              62.513              0.464
251) HNPT_NAP    210.836        0.112              62.625              0.161
252) TXLR_NAP    209.547        0.111              62.736              0.404
253) TXKM_NAP    209.428        0.111              62.847              1.504
254) MDO1_NAP    208.106        0.110              62.957              0.688
255) NYCL_NAP    207.256        0.110              63.067              0.633
256) LATU_NAP    206.930        0.110              63.176              0.970
257) DNRC_NAP    206.278        0.109              63.285              0.082
258) BARB        204.525        0.108              63.394              1.083
259) PASS_NAP    204.372        0.108              63.502              0.340
260) PRMA_NAP    203.178        0.108              63.610              1.383
261) MEFR_NAP    202.427        0.107              63.717              0.263
262) TXTU_NAP    201.913        0.107              63.824              0.371
263) MASA_NAP    201.634        0.107              63.930              1.631
264) HVLK_NAP    198.740        0.105              64.036              0.776
265) MERA_NAP    198.252        0.105              64.141              0.640
266) NYCS_NAP    197.746        0.105              64.245              0.559
267) VTRU_NAP    197.260        0.104              64.350              0.698
268) NYWV_NAP    196.737        0.104              64.454              0.658
269) GAIT_NAP    196.694        0.104              64.558              0.045
270) MTGN_NAP    196.512        0.104              64.662              0.092
271) SAN0        195.392        0.103              64.766              0.652
272) VAGP_NAP    194.859        0.103              64.869              0.232
273) NDMB_NAP    194.038        0.103              64.971              0.947
274) MNTQ_NAP    192.948        0.102              65.074              0.873
275) SHK1_NAP    191.837        0.102              65.175              3.414
276) MAMI_NAP    191.483        0.101              65.277              0.330
277) MELI_NAP    191.401        0.101              65.378              0.752
278) BATH_NAP    188.797        0.100              65.478              0.354
279) JAMA        188.575        0.100              65.578              0.549
280) OSPA_NAP    188.559        0.100              65.678              0.802
281) CN14_NAP    188.358        0.100              65.777              1.281
282) VTD7_NAP    188.229        0.100              65.877              0.717
283) MESP_NAP    187.965        0.100              65.977              0.496
284) BACO_NAP    187.220        0.099              66.076              0.239
285) UNB1_NAP    185.842        0.098              66.174              0.357
286) TXSA_NAP    185.176        0.098              66.272              0.358
287) SOL1_NAP    184.561        0.098              66.370              0.129
288) IDGO_NAP    184.039        0.097              66.467              0.913
289) CAMB_NAP    183.522        0.097              66.564              0.805
290) NYPF_NAP    183.080        0.097              66.661              0.502
291) USNO_NAP    180.645        0.096              66.757              0.043
292) MECC_NAP    179.965        0.095              66.852              0.758
293) LPOC_NAP    179.128        0.095              66.947              0.642
294) OKLW_NAP    178.633        0.095              67.042              1.175
295) LOYF_NAP    177.649        0.094              67.136              0.152
296) UMBC_NAP    177.551        0.094              67.230              0.136
297) VAWI_NAP    177.353        0.094              67.324              0.425
298) LS03_NAP    176.961        0.094              67.417              0.245
299) NYAB_NAP    175.267        0.093              67.510              0.554
300) TXLL_NAP    174.876        0.093              67.603              0.649
301) GATI_NAP    174.636        0.092              67.695              0.703
302) NCBE_NAP    174.097        0.092              67.787              0.087
303) NYBT_NAP    173.002        0.092              67.879              0.505
304) NEGI_NAP    172.950        0.092              67.971              0.234
305) LOYZ_NAP    172.908        0.092              68.062              0.589
306) SANA        172.820        0.092              68.154              0.894
307) CTMA_NAP    172.034        0.091              68.245              0.660
308) CN09_NAP    171.288        0.091              68.335              1.042
309) NYWG_NAP    171.082        0.091              68.426              0.518
310) MAWM_NAP    170.112        0.090              68.516              0.983
311) TXPD_NAP    169.921        0.090              68.606              0.598
312) NAS0_NAP    169.789        0.090              68.696              1.317
313) TXDR_NAP    169.271        0.090              68.786              0.396
314) JTNT_NAP    169.200        0.090              68.875              0.124
315) NYFS_NAP    168.573        0.089              68.964              0.321
316) WMOK_NAP    168.033        0.089              69.053              0.295
317) SNFD_NAP    166.933        0.088              69.142              0.327
318) NEMC_NAP    165.902        0.088              69.230              0.826
319) SUM6_NAP    165.555        0.088              69.317              0.727
320) NCCR_NAP    164.786        0.087              69.405              0.332
321) HIPT_NAP    163.619        0.087              69.491              0.494
322) PABT_NAP    163.318        0.086              69.578              0.754
323) PRCO_NAP    163.250        0.086              69.664              0.535
324) LOYO_NAP    163.199        0.086              69.751              0.378
325) TXPM_NAP    162.859        0.086              69.837              0.303
326) NESC_NAP    162.689        0.086              69.923              0.807
327) TXMH_NAP    159.934        0.085              70.008              0.881
328) PRMI_NAP    158.630        0.084              70.092              0.922
329) TXKR_NAP    158.561        0.084              70.176              0.490
330) TXWF_NAP    158.522        0.084              70.259              0.297
331) PUB1_NAP    157.936        0.084              70.343              0.407
332) TXST_NAP    157.926        0.084              70.427              0.216
333) SDRC_NAP    156.930        0.083              70.510              0.591
334) SYCN_NAP    156.121        0.083              70.592              0.713
335) BAMB        155.757        0.082              70.675              1.500
336) TXME_NAP    155.141        0.082              70.757              0.093
337) SG09_NAP    154.729        0.082              70.839              0.068
338) LWX1_NAP    154.477        0.082              70.921              0.084
339) UVFM_NAP    153.045        0.081              71.002              0.238
340) MAPL_NAP    152.575        0.081              71.083              1.704
341) TXTH_NAP    152.492        0.081              71.163              0.126
342) NCFA_NAP    152.452        0.081              71.244              0.407
343) VTEB_NAP    152.430        0.081              71.325              0.549
344) RVDI_NAP    151.464        0.080              71.405              0.291
345) SA03_NAP    150.878        0.080              71.485              0.852
346) TXHO_NAP    150.346        0.080              71.564              0.671
347) VIMS_NAP    150.269        0.080              71.644              0.202
348) TXDL_NAP    150.221        0.080              71.724              0.102
349) TAMP_NAP    149.592        0.079              71.803              0.542
350) TXPY_NAP    149.365        0.079              71.882              2.110
351) NCBU_NAP    149.117        0.079              71.961              0.436
352) NCJV_NAP    147.806        0.078              72.039              0.303
353) NYDV_NAP    147.641        0.078              72.117              0.581
354) NCTA_NAP    147.341        0.078              72.195              0.287
355) ROUY_NAP    147.187        0.078              72.273              1.258
356) LMNO_NAP    146.546        0.078              72.351              0.961
357) TXBU_NAP    146.449        0.078              72.428              0.450
358) EXU0_NAP    145.178        0.077              72.505              0.888
359) BFNY_NAP    145.095        0.077              72.582              0.454
360) LOY8_NAP    145.032        0.077              72.659              0.333
361) TXPR_NAP    144.957        0.077              72.736              2.435
362) NCNA_NAP    144.396        0.076              72.812              0.334
363) MAFA_NAP    144.240        0.076              72.888              0.976
364) ASCS_NAP    144.081        0.076              72.965              0.748
365) TSKT_NAP    143.640        0.076              73.041              0.313
366) PPER_NAP    143.632        0.076              73.117              1.108
367) NYLP_NAP    143.598        0.076              73.193              0.670
368) NYSM_NAP    143.434        0.076              73.269              0.313
369) TXJC_NAP    143.357        0.076              73.345              0.429
370) SG01_NAP    142.730        0.076              73.420              0.423
371) NYHF_NAP    142.685        0.076              73.496              0.511
372) PAPC_NAP    141.985        0.075              73.571              0.162
373) NEAP_NAP    141.603        0.075              73.646              0.426
374) NYHB_NAP    141.368        0.075              73.721              0.307
375) NYHM_NAP    141.137        0.075              73.796              1.002
376) TXBK_NAP    140.868        0.075              73.870              0.580
377) OKDT_NAP    139.998        0.074              73.944              1.438
378) TXRL_NAP    139.841        0.074              74.018              1.015
379) NCCA_NAP    139.360        0.074              74.092              0.532
380) WVCV_NAP    139.192        0.074              74.166              4.879
381) SG04_NAP    138.369        0.073              74.239              0.380
382) VARI_NAP    138.233        0.073              74.312              0.542
383) NCRD_NAP    137.459        0.073              74.385              0.336
384) NJBR_NAP    137.254        0.073              74.458              0.201
385) NEDR_NAP    137.170        0.073              74.530              0.309
386) OKAO_NAP    136.422        0.072              74.603              0.448
387) NYNP_NAP    135.477        0.072              74.674              0.654
388) TXVE_NAP    133.785        0.071              74.745              0.549
389) TXDC_NAP    133.133        0.070              74.816              0.277
390) TXBS_NAP    132.826        0.070              74.886              0.830
391) TXCI_NAP    132.783        0.070              74.956              0.160
392) OKSY_NAP    132.668        0.070              75.027              0.953
393) NYNS_NAP    132.437        0.070              75.097              0.799
394) TXWA_NAP    132.395        0.070              75.167              0.379
395) TXEN_NAP    132.334        0.070              75.237              0.432
396) TXSG_NAP    131.591        0.070              75.306              0.072
397) NCSQ_NAP    131.410        0.070              75.376              0.351
398) LOYJ_NAP    131.392        0.070              75.446              0.314
399) NCSF_NAP    131.023        0.069              75.515              0.189
400) NCGO_NAP    130.689        0.069              75.584              0.466
401) LNIG_NAP    130.531        0.069              75.653              0.411
402) NJGT_NAP    130.389        0.069              75.722              0.197
403) ROJO        130.218        0.069              75.791              0.914
404) ROJO_NAP    129.939        0.069              75.860              0.910
405) CHES_NAP    129.058        0.068              75.928              0.169
406) FMTY_NAP    128.788        0.068              75.997              0.433
407) NYSB_NAP    128.670        0.068              76.065              1.508
408) VAST_NAP    128.659        0.068              76.133              0.257
409) OKCL_NAP    127.313        0.067              76.200              0.177
410) ZMA1_NAP    127.305        0.067              76.268              0.320
411) PWEL_NAP    126.978        0.067              76.335              0.374
412) NCWH_NAP    126.319        0.067              76.402              0.318
413) NCLU_NAP    126.295        0.067              76.469              0.090
414) NCLE_NAP    126.056        0.067              76.535              0.444
415) RIC1_NAP    125.848        0.067              76.602              0.430
416) TXDE_NAP    125.670        0.067              76.669              0.340
417) LS06_NAP    125.332        0.066              76.735              0.385
418) TXNA_NAP    125.147        0.066              76.801              0.415
419) TXAU_NAP    124.872        0.066              76.867              0.559
420) VTIP_NAP    124.812        0.066              76.933              1.857
421) TXBO_NAP    124.528        0.066              76.999              0.536
422) LUBB_NAP    124.188        0.066              77.065              0.319
423) ESC2_NAP    123.841        0.066              77.131              0.507
424) GUST_NAP    123.656        0.065              77.196              0.090
425) OKBF_NAP    122.611        0.065              77.261              0.383
426) CN13_NAP    122.231        0.065              77.326              0.632
427) NYFD_NAP    121.361        0.064              77.390              0.375
428) ICT4_NAP    121.285        0.064              77.454              0.338
429) TXCC_NAP    121.038        0.064              77.518              1.046
430) BLUX        120.723        0.064              77.582              0.216
431) TXBI_NAP    120.431        0.064              77.646              0.109
432) NCKN_NAP    120.427        0.064              77.710              0.182
433) AML5_NAP    120.346        0.064              77.774              0.371
434) PRGY_NAP    120.177        0.064              77.837              0.989
435) NCWI_NAP    119.914        0.063              77.901              0.618
436) PAFM_NAP    119.803        0.063              77.964              0.379
437) TXSY_NAP    119.434        0.063              78.027              0.226
438) KVTX_NAP    119.263        0.063              78.091              1.071
439) TXPL_NAP    118.388        0.063              78.153              0.322
440) VTD2_NAP    118.321        0.063              78.216              1.126
441) RWDN_NAP    118.297        0.063              78.278              0.247
442) TXSM_NAP    117.977        0.062              78.341              0.692
443) TCA0_NAP    117.964        0.062              78.403              0.598
444) TXFS_NAP    117.824        0.062              78.466              1.013
445) LOY2_NAP    117.282        0.062              78.528              0.180
446) TXLT_NAP    117.037        0.062              78.590              1.327
447) MDR3_NAP    116.892        0.062              78.652              1.015
448) AVES        115.941        0.061              78.713              0.471
449) MABN_NAP    115.804        0.061              78.774              1.078
450) PBCH_NAP    115.252        0.061              78.835              0.458
451) NEHO_NAP    114.478        0.061              78.896              0.250
452) VALY_NAP    114.347        0.061              78.957              0.268
453) TXES_NAP    114.079        0.060              79.017              0.395
454) LAUD_NAP    113.980        0.060              79.077              0.198
455) ECSD_NAP    113.919        0.060              79.138              0.115
456) NYLC_NAP    113.748        0.060              79.198              0.061
457) LOYA_NAP    113.296        0.060              79.258              0.151
458) TXPC_NAP    112.705        0.060              79.318              1.009
459) COLA_NAP    112.635        0.060              79.377              0.928
460) OKCB_NAP    112.576        0.060              79.437              0.424
461) KSU1_NAP    112.520        0.060              79.496              0.340
462) JCT1_NAP    112.447        0.060              79.556              0.222
463) DURH_NAP    112.331        0.059              79.615              0.836
464) SG10_NAP    112.293        0.059              79.675              0.477
465) TXWL_NAP    112.069        0.059              79.734              0.696
466) OKTU_NAP    111.624        0.059              79.793              0.199
467) OKAN_NAP    111.621        0.059              79.852              0.167
468) NYMC_NAP    111.256        0.059              79.911              0.623
469) TXSE_NAP    111.110        0.059              79.970              0.562
470) SG11_NAP    111.026        0.059              80.029              0.158
471) OKPR_NAP    110.804        0.059              80.088              0.950
472) ICT1_NAP    110.584        0.059              80.146              0.585
473) SG00_NAP    110.371        0.058              80.205              1.092
474) MASH_NAP    109.815        0.058              80.263              1.298
475) RED1_NAP    109.689        0.058              80.321              0.686
476) SG08_NAP    109.646        0.058              80.379              0.276
477) TXUV_NAP    109.406        0.058              80.437              0.589
478) TXVA_NAP    109.014        0.058              80.495              0.587
479) TXKE_NAP    108.913        0.058              80.552              0.729
480) PIER_NAP    108.856        0.058              80.610              0.923
481) TXNO_NAP    108.489        0.057              80.667              0.131
482) NCAL_NAP    107.938        0.057              80.724              0.477
483) LOYP_NAP    107.596        0.057              80.781              0.117
484) ANTO_NAP    106.973        0.057              80.838              1.817
485) TXPS_NAP    106.910        0.057              80.895              0.704
486) GLPT_NAP    106.747        0.057              80.951              0.283
487) NCET_NAP    106.039        0.056              81.007              1.798
488) ODS5_NAP    105.955        0.056              81.063              0.860
489) P802_NAP    105.383        0.056              81.119              0.635
490) RALR_NAP    105.336        0.056              81.175              0.363
491) TXCS_NAP    105.279        0.056              81.231              0.983
492) PACS_NAP    105.251        0.056              81.286              0.999
493) ZFW1_NAP    105.136        0.056              81.342              0.180
494) KMPS        104.949        0.056              81.398              0.940
495) NCWL_NAP    104.839        0.056              81.453              0.373
496) TXMW_NAP    104.062        0.055              81.508              1.044
497) CHL1_NAP    103.904        0.055              81.563              0.676
498) SG12_NAP    103.831        0.055              81.618              0.155
499) NCTR_NAP    103.618        0.055              81.673              0.572
500) HBRK_NAP    103.033        0.055              81.728              0.646
501) PRCG        102.780        0.054              81.782              0.803
502) TXOL_NAP    102.762        0.054              81.837              0.423
503) PAFU_NAP    102.691        0.054              81.891              0.021
504) SG05_NAP    102.547        0.054              81.945              0.649
505) ARP3_NAP    102.423        0.054              81.999              2.416
506) NJNT_NAP    101.534        0.054              82.053              1.291
507) CAGS_NAP    101.396        0.054              82.107              0.921
508) TXFE_NAP    101.378        0.054              82.161              0.421
509) NCPI_NAP    101.097        0.054              82.214              0.312
510) TXFR_NAP    100.717        0.053              82.267              0.630
511) OKAD_NAP    100.477        0.053              82.321              0.363
512) VALD_NAP    100.070        0.053              82.374              1.451
513) GAST_NAP    99.980        0.053              82.427              0.700
514) SG19_NAP    99.437        0.053              82.479              0.027
515) LOYB_NAP    99.343        0.053              82.532              0.347
516) ORMD_NAP    99.298        0.053              82.584              0.397
517) LOY4_NAP    99.239        0.053              82.637              0.259
518) NC77_NAP    99.147        0.052              82.689              0.482
519) NCMO_NAP    99.111        0.052              82.742              0.412
520) PAFC_NAP    98.969        0.052              82.794              0.570
521) NCSL_NAP    98.920        0.052              82.847              0.381
522) DOBS_NAP    98.854        0.052              82.899              0.921
523) TXSC_NAP    98.058        0.052              82.951              1.912
524) PAWG_NAP    97.935        0.052              83.003              0.125
525) LOYS_NAP    97.891        0.052              83.055              0.105
526) HTCC_NAP    97.656        0.052              83.106              0.107
527) BLKV_NAP    97.363        0.052              83.158              0.548
528) PLTK_NAP    97.074        0.051              83.209              0.482
