
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
125) NJMT_NAP    339.708        0.180              44.921              0.298
126) GODE_NAP    337.429        0.179              45.099              0.201
127) BARA_NAP    337.059        0.179              45.278              0.825
128) NYST_NAP    336.703        0.178              45.457              0.639
129) NJGC_NAP    336.290        0.178              45.635              0.041
130) MOPR_NAP    333.576        0.177              45.812              1.354
131) MEMA_NAP    332.176        0.176              45.988              0.664
132) RIMO_NAP    329.635        0.175              46.162              1.082
133) NYET_NAP    328.952        0.174              46.337              0.464
134) SJPA_NAP    328.910        0.174              46.511              0.248
135) TRVQ_NAP    328.587        0.174              46.685              0.947
136) TXLU_NAP    328.119        0.174              46.859              0.185
137) PCJB        327.749        0.174              47.033              0.441
138) PRLT_NAP    324.232        0.172              47.205              1.810
139) NJTR_NAP    321.566        0.170              47.375              0.432
140) NJOC_NAP    321.149        0.170              47.546              0.070
141) NYML_NAP    320.502        0.170              47.715              0.534
142) ANNE_NAP    319.156        0.169              47.885              0.834
143) NYFV_NAP    316.408        0.168              48.052              0.521
144) TXSN_NAP    316.209        0.168              48.220              0.164
145) GOAT        304.420        0.161              48.381              0.956
146) VTC1_NAP    303.575        0.161              48.542              0.414
147) LVPL_NAP    302.836        0.161              48.703              0.411
148) BOSC        301.425        0.160              48.863              0.484
149) SHE2_NAP    298.393        0.158              49.021              0.190
150) TXPE_NAP    298.171        0.158              49.179              1.050
151) GEOG_NAP    294.868        0.156              49.335              1.108
152) CHIB_NAP    293.642        0.156              49.491              0.992
153) PARL_NAP    293.556        0.156              49.646              0.173
154) VTD9_NAP    292.512        0.155              49.801              0.594
155) JMEL_NAP    291.749        0.155              49.956              4.097
156) NYON_NAP    291.013        0.154              50.110              0.490
157) NYMD_NAP    290.404        0.154              50.264              0.025
158) NYKT_NAP    289.154        0.153              50.417              0.371
159) NJCM_NAP    288.129        0.153              50.570              0.166
160) COFE        286.874        0.152              50.722              2.458
161) MEDX_NAP    283.127        0.150              50.872              0.267
162) NYRH_NAP    282.227        0.150              51.022              0.094
163) NYPD_NAP    282.019        0.149              51.171              0.951
164) P055_NAP    280.105        0.148              51.320              1.796
165) ATRI_NAP    279.467        0.148              51.468              0.764
166) HELL        278.569        0.148              51.616              0.951
167) KNGS_NAP    276.594        0.147              51.762              0.645
168) CN30        276.066        0.146              51.909              0.746
169) RG13_NAP    275.111        0.146              52.054              1.185
170) NYIL_NAP    274.107        0.145              52.200              0.681
171) HEBB_NAP    273.925        0.145              52.345              0.117
172) NYRM_NAP    273.085        0.145              52.490              0.547
173) NRC1_NAP    272.267        0.144              52.634              0.599
174) LYCO_NAP    271.408        0.144              52.778              0.357
175) SHEL_NAP    270.800        0.144              52.921              0.916
176) MEPI_NAP    269.321        0.143              53.064              0.143
177) LTWN_NAP    269.103        0.143              53.207              0.148
178) NYHC_NAP    267.184        0.142              53.349              0.593
179) SG07_NAP    263.127        0.139              53.488              0.490
180) NYBH_NAP    262.436        0.139              53.627              0.494
181) VTOX_NAP    262.105        0.139              53.766              0.805
182) STAN        261.273        0.138              53.905              0.153
183) BRU1_NAP    260.528        0.138              54.043              0.385
184) CORB_NAP    260.202        0.138              54.181              0.341
185) BSMK_NAP    259.021        0.137              54.318              0.614
186) NYNB_NAP    258.703        0.137              54.455              0.891
187) LAUR_NAP    258.518        0.137              54.592              0.616
188) NYWT_NAP    258.054        0.137              54.729              0.572
189) XMTS_NAP    257.836        0.137              54.865              0.720
190) SROD_NAP    256.973        0.136              55.002              1.137
191) NYQN_NAP    256.566        0.136              55.138              0.316
192) CN06_NAP    256.207        0.136              55.273              0.928
193) NJSC_NAP    256.109        0.136              55.409              0.530
194) PNB1_NAP    255.507        0.135              55.545              0.298
195) FMTS_NAP    255.435        0.135              55.680              0.327
196) GTK0_NAP    254.150        0.135              55.815              1.187
197) BARN_NAP    253.900        0.135              55.949              0.882
198) SG06_NAP    253.488        0.134              56.084              0.374
199) TXCH_NAP    253.449        0.134              56.218              1.210
200) VTMI_NAP    252.330        0.134              56.352              0.262
201) WASH_NAP    252.212        0.134              56.486              0.349
202) GAS2_NAP    251.088        0.133              56.619              0.106
203) MEGO_NAP    248.321        0.132              56.750              0.719
204) YORK_NAP    247.242        0.131              56.881              0.516
205) MEJD_NAP    247.238        0.131              57.012              0.545
206) NHCO_NAP    246.217        0.131              57.143              0.589
207) P780_NAP    246.024        0.130              57.273              1.073
208) PAMS_NAP    244.014        0.129              57.403              0.549
209) VTBE_NAP    243.502        0.129              57.532              0.295
210) NYMX_NAP    243.442        0.129              57.661              0.546
211) TCUN_NAP    243.281        0.129              57.790              0.489
212) VTDA_NAP    242.686        0.129              57.918              0.354
213) PSU1_NAP    242.611        0.129              58.047              0.220
214) NYRB_NAP    242.174        0.128              58.175              0.927
215) NYLV_NAP    240.997        0.128              58.303              0.557
216) MATU_NAP    239.568        0.127              58.430              0.773
217) CN27_NAP    236.855        0.126              58.556              1.479
218) DGBY_NAP    236.329        0.125              58.681              0.313
219) VOIL_NAP    235.538        0.125              58.806              2.275
220) NJTW_NAP    235.503        0.125              58.931              0.053
221) MOR1_NAP    234.327        0.124              59.055              0.555
222) ALGO_NAP    233.959        0.124              59.179              1.043
223) PEDR        233.618        0.124              59.303              1.049
224) PSC1_NAP    233.376        0.124              59.426              0.710
225) VTSP_NAP    232.708        0.123              59.550              0.451
226) LGNE_NAP    229.475        0.122              59.671              1.750
227) DEMI_NAP    229.343        0.122              59.793              0.519
228) CN07_NAP    228.993        0.121              59.914              2.887
229) NJWC_NAP    228.633        0.121              60.035              1.914
230) NYHL_NAP    227.215        0.120              60.156              0.612
231) NJTP_NAP    225.238        0.119              60.275              0.076
232) MEGR_NAP    225.080        0.119              60.395              0.887
233) GDAC_NAP    225.058        0.119              60.514              0.621
234) TXAB_NAP    224.231        0.119              60.633              0.419
235) KEMP        224.057        0.119              60.752              1.612
236) TXHR_NAP    223.935        0.119              60.870              0.378
237) MRRN_NAP    223.423        0.118              60.989              0.489
238) PRJC_NAP    222.126        0.118              61.106              0.968
239) WHN5_NAP    221.194        0.117              61.224              0.199
240) NCJA_NAP    218.936        0.116              61.340              1.035
241) HAMP_NAP    217.809        0.115              61.455              1.664
242) DENE_NAP    217.351        0.115              61.570              0.214
243) TXCG_NAP    216.546        0.115              61.685              0.110
244) WHN1_NAP    216.496        0.115              61.800              0.252
245) COVX_NAP    216.066        0.115              61.914              0.262
246) TXCE_NAP    214.899        0.114              62.028              0.967
247) ZDC1_NAP    214.294        0.114              62.142              0.486
248) NJDY_NAP    213.574        0.113              62.255              0.360
249) NYWL_NAP    212.653        0.113              62.368              0.472
250) NYCP_NAP    212.257        0.113              62.480              0.467
251) HNPT_NAP    210.920        0.112              62.592              0.164
252) TXKM_NAP    209.520        0.111              62.703              1.510
253) TXLR_NAP    208.173        0.110              62.814              0.388
254) MDO1_NAP    207.504        0.110              62.924              0.668
255) NYCL_NAP    207.415        0.110              63.034              0.636
256) LATU_NAP    207.236        0.110              63.143              0.973
257) DNRC_NAP    206.377        0.109              63.253              0.083
258) PASS_NAP    204.496        0.108              63.361              0.343
259) BARB        204.123        0.108              63.469              1.112
260) PRMA_NAP    203.350        0.108              63.577              1.388
261) MEFR_NAP    202.716        0.107              63.685              0.266
262) TXTU_NAP    202.114        0.107              63.792              0.376
263) MASA_NAP    201.914        0.107              63.899              1.633
264) HVLK_NAP    199.075        0.106              64.004              0.774
265) MERA_NAP    198.532        0.105              64.110              0.645
266) NYCS_NAP    197.926        0.105              64.214              0.562
267) VTRU_NAP    197.483        0.105              64.319              0.702
268) NYWV_NAP    196.880        0.104              64.424              0.661
269) MTGN_NAP    196.828        0.104              64.528              0.093
270) GAIT_NAP    196.740        0.104              64.632              0.045
271) SAN0        195.652        0.104              64.736              0.369
272) VAGP_NAP    194.873        0.103              64.839              0.226
273) NDMB_NAP    194.130        0.103              64.942              0.949
274) MNTQ_NAP    193.187        0.102              65.044              0.876
275) SHK1_NAP    191.777        0.102              65.146              3.409
276) MAMI_NAP    191.699        0.102              65.248              0.328
277) MELI_NAP    191.699        0.102              65.349              0.747
278) BATH_NAP    189.138        0.100              65.450              0.357
279) OSPA_NAP    188.702        0.100              65.550              0.804
280) VTD7_NAP    188.448        0.100              65.650              0.718
281) MESP_NAP    188.218        0.100              65.749              0.501
282) CN14_NAP    188.035        0.100              65.849              1.283
283) BACO_NAP    187.256        0.099              65.948              0.233
284) UNB1_NAP    186.156        0.099              66.047              0.356
285) TXSA_NAP    185.003        0.098              66.145              0.354
286) SOL1_NAP    184.621        0.098              66.243              0.130
287) CAMB_NAP    183.849        0.097              66.340              0.800
288) NYPF_NAP    183.190        0.097              66.437              0.504
289) JAMA        180.707        0.096              66.533              0.727
290) USNO_NAP    180.690        0.096              66.629              0.045
291) IDGO_NAP    180.504        0.096              66.725              0.874
292) MECC_NAP    180.238        0.096              66.820              0.758
293) LPOC_NAP    179.421        0.095              66.915              0.647
294) OKLW_NAP    178.819        0.095              67.010              1.177
295) LOYF_NAP    177.718        0.094              67.104              0.155
296) UMBC_NAP    177.602        0.094              67.198              0.133
297) VAWI_NAP    177.420        0.094              67.292              0.423
298) LS03_NAP    176.980        0.094              67.386              0.239
299) NYAB_NAP    175.428        0.093              67.479              0.556
300) GATI_NAP    174.825        0.093              67.572              0.706
301) TXLL_NAP    174.548        0.093              67.664              0.645
302) NCBE_NAP    174.124        0.092              67.757              0.094
303) NEGI_NAP    173.351        0.092              67.849              0.234
304) SANA        173.272        0.092              67.940              0.735
305) NYBT_NAP    173.094        0.092              68.032              0.507
306) LOYZ_NAP    172.881        0.092              68.124              0.583
307) CTMA_NAP    172.189        0.091              68.215              0.655
308) NYWG_NAP    171.186        0.091              68.306              0.520
309) MAWM_NAP    170.322        0.090              68.396              0.986
310) TXPD_NAP    170.020        0.090              68.486              0.598
311) NAS0_NAP    169.584        0.090              68.576              1.315
312) JTNT_NAP    169.225        0.090              68.666              0.119
313) TXDR_NAP    168.753        0.089              68.755              0.382
314) NYFS_NAP    168.639        0.089              68.845              0.322
315) WMOK_NAP    168.206        0.089              68.934              0.297
316) CN09_NAP    167.357        0.089              69.023              0.992
317) SNFD_NAP    166.917        0.088              69.111              0.330
318) NEMC_NAP    166.255        0.088              69.199              0.831
319) SUM6_NAP    165.673        0.088              69.287              0.721
320) NCCR_NAP    164.841        0.087              69.374              0.335
321) HIPT_NAP    163.521        0.087              69.461              0.493
322) PABT_NAP    163.429        0.087              69.548              0.757
323) PRCO_NAP    163.413        0.087              69.634              0.534
324) LOYO_NAP    163.198        0.087              69.721              0.375
325) TXPM_NAP    163.036        0.086              69.807              0.299
326) NESC_NAP    162.939        0.086              69.894              0.801
327) BAMB        160.314        0.085              69.979              1.067
328) TXMH_NAP    159.911        0.085              70.063              0.884
329) PRMI_NAP    158.855        0.084              70.148              0.922
330) TXWF_NAP    158.597        0.084              70.232              0.296
331) TXKR_NAP    158.138        0.084              70.315              0.482
332) PUB1_NAP    158.131        0.084              70.399              0.400
333) TXST_NAP    157.821        0.084              70.483              0.212
334) SDRC_NAP    157.168        0.083              70.566              0.585
335) SYCN_NAP    156.248        0.083              70.649              0.715
336) TXME_NAP    155.284        0.082              70.731              0.089
337) SG09_NAP    154.983        0.082              70.814              0.070
338) LWX1_NAP    154.496        0.082              70.895              0.079
339) UVFM_NAP    153.004        0.081              70.977              0.233
340) MAPL_NAP    152.802        0.081              71.058              1.705
341) VTEB_NAP    152.619        0.081              71.138              0.552
342) TXTH_NAP    152.516        0.081              71.219              0.125
343) NCFA_NAP    152.396        0.081              71.300              0.405
344) RVDI_NAP    151.598        0.080              71.380              0.296
345) SA03_NAP    151.067        0.080              71.460              0.855
346) TXDL_NAP    150.411        0.080              71.540              0.108
347) VIMS_NAP    150.316        0.080              71.620              0.198
348) TXHO_NAP    149.820        0.079              71.699              0.661
349) TXPY_NAP    149.542        0.079              71.779              2.111
350) NCBU_NAP    149.075        0.079              71.858              0.437
351) NCJV_NAP    147.812        0.078              71.936              0.305
352) NYDV_NAP    147.727        0.078              72.014              0.584
353) ROUY_NAP    147.376        0.078              72.092              1.259
354) NCTA_NAP    147.368        0.078              72.170              0.292
355) LMNO_NAP    146.794        0.078              72.248              0.963
356) TXBU_NAP    146.158        0.077              72.326              0.446
357) TAMP_NAP    145.296        0.077              72.403              0.581
358) BFNY_NAP    145.161        0.077              72.480              0.455
359) LOY8_NAP    145.091        0.077              72.557              0.338
360) EXU0_NAP    145.005        0.077              72.633              0.890
361) MAFA_NAP    144.438        0.077              72.710              0.976
362) NCNA_NAP    144.414        0.077              72.787              0.338
363) ASCS_NAP    144.169        0.076              72.863              0.750
364) PPER_NAP    143.882        0.076              72.939              1.112
365) TSKT_NAP    143.875        0.076              73.016              0.320
366) NYLP_NAP    143.666        0.076              73.092              0.671
367) NYSM_NAP    143.476        0.076              73.168              0.314
368) TXPR_NAP    143.239        0.076              73.244              2.443
369) TXJC_NAP    143.038        0.076              73.320              0.427
370) SG01_NAP    142.983        0.076              73.395              0.426
371) NYHF_NAP    142.825        0.076              73.471              0.512
372) PAPC_NAP    142.031        0.075              73.546              0.163
373) NEAP_NAP    141.880        0.075              73.622              0.423
374) NYHB_NAP    141.412        0.075              73.696              0.307
375) NYHM_NAP    141.268        0.075              73.771              1.004
376) TXBK_NAP    140.438        0.074              73.846              0.571
377) OKDT_NAP    140.185        0.074              73.920              1.438
378) TXRL_NAP    139.722        0.074              73.994              1.010
379) NCCA_NAP    139.296        0.074              74.068              0.531
380) WVCV_NAP    139.015        0.074              74.142              4.875
381) SG04_NAP    138.636        0.073              74.215              0.382
382) VARI_NAP    138.219        0.073              74.288              0.539
383) NEDR_NAP    137.534        0.073              74.361              0.313
384) NCRD_NAP    137.507        0.073              74.434              0.343
385) NJBR_NAP    137.315        0.073              74.507              0.195
386) OKAO_NAP    136.590        0.072              74.579              0.450
387) NYNP_NAP    135.596        0.072              74.651              0.657
388) TXVE_NAP    133.865        0.071              74.722              0.548
389) TXDC_NAP    133.150        0.071              74.793              0.277
390) TXCI_NAP    132.964        0.070              74.863              0.158
391) OKSY_NAP    132.838        0.070              74.934              0.952
392) NYNS_NAP    132.543        0.070              75.004              0.801
393) TXBS_NAP    132.485        0.070              75.074              0.830
394) TXWA_NAP    132.224        0.070              75.144              0.378
395) TXEN_NAP    132.176        0.070              75.214              0.427
396) TXSG_NAP    131.562        0.070              75.284              0.070
397) NCSQ_NAP    131.442        0.070              75.354              0.352
398) LOYJ_NAP    131.384        0.070              75.423              0.311
399) NCSF_NAP    131.018        0.069              75.493              0.193
400) NCGO_NAP    130.628        0.069              75.562              0.462
401) NJGT_NAP    130.484        0.069              75.631              0.203
402) ROJO        129.845        0.069              75.700              1.032
403) ROJO_NAP    129.585        0.069              75.769              1.049
404) LNIG_NAP    129.196        0.068              75.837              0.422
405) CHES_NAP    129.134        0.068              75.906              0.174
406) NYSB_NAP    128.764        0.068              75.974              1.506
407) VAST_NAP    128.647        0.068              76.042              0.258
408) FMTY_NAP    127.550        0.068              76.110              0.411
409) OKCL_NAP    127.464        0.068              76.177              0.176
410) ZMA1_NAP    127.180        0.067              76.245              0.319
411) PWEL_NAP    127.025        0.067              76.312              0.374
412) NCWH_NAP    126.254        0.067              76.379              0.312
413) NCLU_NAP    126.249        0.067              76.446              0.085
414) NCLE_NAP    125.972        0.067              76.513              0.442
415) RIC1_NAP    125.814        0.067              76.579              0.423
416) TXDE_NAP    125.663        0.067              76.646              0.339
417) LS06_NAP    125.319        0.066              76.712              0.385
418) TXNA_NAP    125.016        0.066              76.779              0.413
419) VTIP_NAP    124.976        0.066              76.845              1.861
420) TXAU_NAP    124.521        0.066              76.911              0.553
421) LUBB_NAP    124.262        0.066              76.977              0.322
422) TXBO_NAP    124.142        0.066              77.043              0.527
423) ESC2_NAP    124.065        0.066              77.108              0.506
424) GUST_NAP    123.635        0.066              77.174              0.092
425) OKBF_NAP    122.820        0.065              77.239              0.387
426) CN13_NAP    122.181        0.065              77.304              0.632
427) ICT4_NAP    121.530        0.064              77.368              0.340
428) NYFD_NAP    121.401        0.064              77.433              0.377
429) BLUX        121.347        0.064              77.497              0.164
430) AML5_NAP    120.491        0.064              77.561              0.377
431) NCKN_NAP    120.391        0.064              77.625              0.178
432) PRGY_NAP    120.377        0.064              77.688              0.994
433) TXBI_NAP    120.347        0.064              77.752              0.104
434) TXCC_NAP    120.087        0.064              77.816              1.032
435) NCWI_NAP    119.902        0.064              77.879              0.615
436) PAFM_NAP    119.852        0.064              77.943              0.384
437) TXSY_NAP    119.488        0.063              78.006              0.227
438) RWDN_NAP    118.525        0.063              78.069              0.242
439) VTD2_NAP    118.459        0.063              78.132              1.124
440) KVTX_NAP    118.299        0.063              78.195              1.055
441) TXPL_NAP    117.867        0.062              78.257              0.311
442) TCA0_NAP    117.859        0.062              78.320              0.597
443) TXSM_NAP    117.581        0.062              78.382              0.685
444) TXFS_NAP    117.574        0.062              78.444              1.000
445) LOY2_NAP    117.317        0.062              78.506              0.182
446) MDR3_NAP    116.955        0.062              78.568              1.008
447) AVES        116.382        0.062              78.630              0.820
448) TXLT_NAP    116.172        0.062              78.692              1.310
449) MABN_NAP    115.946        0.061              78.753              1.079
450) PBCH_NAP    115.128        0.061              78.814              0.455
451) NEHO_NAP    114.721        0.061              78.875              0.246
452) VALY_NAP    114.334        0.061              78.936              0.270
453) ECSD_NAP    114.200        0.061              78.996              0.112
454) TXES_NAP    114.007        0.060              79.057              0.394
455) LAUD_NAP    113.874        0.060              79.117              0.198
456) NYLC_NAP    113.848        0.060              79.177              0.064
457) LOYA_NAP    113.285        0.060              79.237              0.151
458) KSU1_NAP    112.802        0.060              79.297              0.343
459) TXPC_NAP    112.739        0.060              79.357              1.024
460) COLA_NAP    112.537        0.060              79.416              0.928
461) OKCB_NAP    112.486        0.060              79.476              0.424
462) SG10_NAP    112.484        0.060              79.536              0.479
463) DURH_NAP    112.292        0.060              79.595              0.835
464) JCT1_NAP    112.237        0.059              79.655              0.215
465) TXWL_NAP    112.177        0.059              79.714              0.694
466) OKTU_NAP    111.824        0.059              79.773              0.202
467) OKAN_NAP    111.697        0.059              79.833              0.168
468) NYMC_NAP    111.319        0.059              79.892              0.625
469) SG11_NAP    111.226        0.059              79.951              0.162
470) OKPR_NAP    110.990        0.059              80.009              0.953
471) ICT1_NAP    110.810        0.059              80.068              0.587
472) TXSE_NAP    110.726        0.059              80.127              0.555
473) SG00_NAP    110.411        0.059              80.185              1.090
474) MASH_NAP    109.947        0.058              80.244              1.300
475) SG08_NAP    109.861        0.058              80.302              0.279
476) RED1_NAP    109.724        0.058              80.360              0.685
477) TXUV_NAP    109.001        0.058              80.418              0.578
478) PIER_NAP    108.988        0.058              80.476              0.926
479) TXKE_NAP    108.862        0.058              80.533              0.729
480) TXVA_NAP    108.579        0.058              80.591              0.593
481) TXNO_NAP    108.539        0.058              80.648              0.132
482) NCAL_NAP    107.880        0.057              80.706              0.477
483) LOYP_NAP    107.569        0.057              80.763              0.111
484) GLPT_NAP    106.782        0.057              80.819              0.285
485) ANTO_NAP    106.573        0.056              80.876              1.807
486) TXPS_NAP    106.510        0.056              80.932              0.712
487) NCET_NAP    105.948        0.056              80.988              1.796
488) ODS5_NAP    105.909        0.056              81.045              0.860
489) P802_NAP    105.559        0.056              81.100              0.638
490) RALR_NAP    105.325        0.056              81.156              0.365
491) PACS_NAP    105.295        0.056              81.212              1.003
492) ZFW1_NAP    105.118        0.056              81.268              0.182
493) NCWL_NAP    104.833        0.056              81.323              0.375
494) TXCS_NAP    104.775        0.056              81.379              0.970
495) SG12_NAP    104.040        0.055              81.434              0.158
496) TXMW_NAP    104.027        0.055              81.489              1.043
497) CHL1_NAP    103.972        0.055              81.544              0.680
498) PRCG        103.842        0.055              81.599              0.977
499) NCTR_NAP    103.546        0.055              81.654              0.570
500) HBRK_NAP    103.267        0.055              81.709              0.649
501) TXOL_NAP    102.771        0.054              81.763              0.420
502) PAFU_NAP    102.679        0.054              81.818              0.025
503) SG05_NAP    102.419        0.054              81.872              0.646
504) ARP3_NAP    101.694        0.054              81.926              2.409
505) NJNT_NAP    101.670        0.054              81.980              1.293
506) CAGS_NAP    101.506        0.054              82.034              0.923
507) NCPI_NAP    101.118        0.054              82.087              0.308
508) TXFE_NAP    100.821        0.053              82.141              0.415
509) OKAD_NAP    100.581        0.053              82.194              0.363
510) TXFR_NAP    100.479        0.053              82.247              0.625
511) VALD_NAP    100.183        0.053              82.301              1.452
512) GAST_NAP    99.840        0.053              82.353              0.696
513) SG19_NAP    99.559        0.053              82.406              0.024
514) LOYB_NAP    99.333        0.053              82.459              0.342
515) LOY4_NAP    99.253        0.053              82.511              0.257
516) ORMD_NAP    99.180        0.053              82.564              0.393
517) NCMO_NAP    99.040        0.052              82.617              0.411
518) NC77_NAP    99.039        0.052              82.669              0.479
519) PAFC_NAP    99.022        0.052              82.722              0.575
520) NCSL_NAP    98.903        0.052              82.774              0.383
521) DOBS_NAP    98.719        0.052              82.826              0.918
522) TXSC_NAP    97.966        0.052              82.878              1.906
523) PAWG_NAP    97.937        0.052              82.930              0.128
524) LOYS_NAP    97.887        0.052              82.982              0.102
525) HTCC_NAP    97.673        0.052              83.034              0.107
526) BLKV_NAP    97.275        0.052              83.085              0.545
527) PLTK_NAP    96.978        0.051              83.137              0.480
528) MTNT_NAP    96.891        0.051              83.188              0.897
